ID,longitude,latitude,date_time,b,t
2001-2013,5.4249446,52.9201129,5/12/2013 15:42,1,5/12/2013 15:42
2001-2013,5.4249402,52.9201227,5/12/2013 15:52,1,5/12/2013 15:52
2001-2013,5.4249646,52.9202233,5/12/2013 16:02,1,5/12/2013 16:02
2001-2013,5.4249404,52.9201475,5/12/2013 16:12,1,5/12/2013 16:12
2001-2013,5.4249369,52.920147,5/12/2013 16:22,1,5/12/2013 16:22
2001-2013,5.4248651,52.9202729,5/12/2013 16:33,1,5/12/2013 16:33
2001-2013,5.4228127,52.9198621,5/12/2013 16:42,1,5/12/2013 16:42
2001-2013,5.4228866,52.9197916,5/12/2013 16:47,1,5/12/2013 16:47
2001-2013,5.4227807,52.9197251,5/12/2013 16:52,1,5/12/2013 16:52
2001-2013,5.4253582,52.9211792,5/12/2013 16:57,2,5/12/2013 16:57
2001-2013,5.4237445,52.9209017,5/12/2013 17:02,-1,5/12/2013 17:02
2001-2013,5.423755,52.9208632,5/12/2013 17:06,-1,5/12/2013 17:06
2001-2013,5.422984,52.9201923,5/12/2013 17:11,-1,5/12/2013 17:11
2001-2013,5.4229043,52.9200315,5/12/2013 17:16,-1,5/12/2013 17:16
2001-2013,5.4227958,52.9200389,5/12/2013 17:21,-1,5/12/2013 17:21
2001-2013,5.4228602,52.9201796,5/12/2013 17:26,-1,5/12/2013 17:26
2001-2013,5.4229179,52.9202221,5/12/2013 17:30,-1,5/12/2013 17:30
2001-2013,5.4264471,52.9216014,5/12/2013 17:35,2,5/12/2013 17:35
2001-2013,5.4228754,52.9198542,5/12/2013 17:40,-1,5/12/2013 17:40
2001-2013,5.4228088,52.9197234,5/12/2013 17:45,-1,5/12/2013 17:45
2001-2013,5.4215174,52.9192256,5/12/2013 17:50,-1,5/12/2013 17:50
2001-2013,5.4215355,52.9191371,5/12/2013 17:54,-1,5/12/2013 17:54
2001-2013,5.4215484,52.919143,5/12/2013 17:59,-1,5/12/2013 17:59
2001-2013,5.4215473,52.9191435,5/12/2013 18:04,-1,5/12/2013 18:04
2001-2013,5.4218436,52.9193626,5/12/2013 18:09,-1,5/12/2013 18:09
2001-2013,5.4221562,52.9195657,5/12/2013 18:14,-1,5/12/2013 18:14
2001-2013,5.4225446,52.9196223,5/12/2013 18:19,-1,5/12/2013 18:19
2001-2013,5.4227959,52.9196226,5/12/2013 18:23,-1,5/12/2013 18:23
2001-2013,5.4228833,52.9197703,5/12/2013 18:28,-1,5/12/2013 18:28
2001-2013,5.4228649,52.9198656,5/12/2013 18:33,-1,5/12/2013 18:33
2001-2013,5.4264462,52.9211869,5/12/2013 18:38,2,5/12/2013 18:38
2001-2013,5.4268111,52.9213316,5/12/2013 18:43,2,5/12/2013 18:43
2001-2013,5.4268184,52.9213468,5/12/2013 18:48,2,5/12/2013 18:48
2001-2013,5.4268808,52.9212887,5/12/2013 18:53,2,5/12/2013 18:53
2001-2013,5.4268217,52.92131,5/12/2013 18:58,2,5/12/2013 18:58
2001-2013,5.4267644,52.9212431,5/12/2013 19:03,2,5/12/2013 19:03
2001-2013,5.4267193,52.9212148,5/12/2013 19:08,2,5/12/2013 19:08
2001-2013,5.4267086,52.9212073,5/12/2013 19:13,2,5/12/2013 19:13
2001-2013,5.4264781,52.9212961,5/12/2013 19:18,2,5/12/2013 19:18
2001-2013,5.4263793,52.9212252,5/12/2013 19:23,2,5/12/2013 19:23
2001-2013,5.4264283,52.9212484,5/12/2013 19:28,2,5/12/2013 19:28
2001-2013,5.42631,52.9212243,5/12/2013 19:33,2,5/12/2013 19:33
2001-2013,5.4262608,52.9211868,5/12/2013 19:38,2,5/12/2013 19:38
2001-2013,5.4261971,52.9211796,5/12/2013 19:42,2,5/12/2013 19:42
2001-2013,5.4261844,52.921164,5/12/2013 19:47,2,5/12/2013 19:47
2001-2013,5.4261142,52.92115,5/12/2013 19:54,2,5/12/2013 19:54
2001-2013,5.4261413,52.9211575,5/12/2013 19:59,2,5/12/2013 19:59
2001-2013,5.4261753,52.9211389,5/12/2013 20:04,2,5/12/2013 20:04
2001-2013,5.4261317,52.9211465,5/12/2013 20:08,2,5/12/2013 20:08
2001-2013,5.4261092,52.9211622,5/12/2013 20:13,2,5/12/2013 20:13
2001-2013,5.4260907,52.9211466,5/12/2013 20:18,2,5/12/2013 20:18
2001-2013,5.4260365,52.9211224,5/12/2013 20:24,2,5/12/2013 20:24
2001-2013,5.4260861,52.921181,5/12/2013 20:29,2,5/12/2013 20:29
2001-2013,5.426081,52.9212348,5/12/2013 20:34,2,5/12/2013 20:34
2001-2013,5.4265136,52.9212899,5/12/2013 20:39,2,5/12/2013 20:39
2001-2013,5.4263624,52.9212192,5/12/2013 20:44,2,5/12/2013 20:44
2001-2013,5.4263882,52.9212109,5/12/2013 20:49,2,5/12/2013 20:49
2001-2013,5.4263906,52.92122,5/12/2013 20:54,2,5/12/2013 20:54
2001-2013,5.4263635,52.9211966,5/12/2013 21:00,2,5/12/2013 21:00
2001-2013,5.4261856,52.9211909,5/12/2013 21:05,2,5/12/2013 21:05
2001-2013,5.4261834,52.9211486,5/12/2013 21:10,2,5/12/2013 21:10
2001-2013,5.4262257,52.9211723,5/12/2013 21:17,2,5/12/2013 21:17
2001-2013,5.4262178,52.9211622,5/12/2013 21:22,2,5/12/2013 21:22
2001-2013,5.4262217,52.9211746,5/12/2013 21:27,2,5/12/2013 21:27
2001-2013,5.4262306,52.921177,5/12/2013 21:32,2,5/12/2013 21:32
2001-2013,5.4262337,52.9211702,5/12/2013 21:42,2,5/12/2013 21:42
2001-2013,5.4262424,52.9211719,5/12/2013 21:48,2,5/12/2013 21:48
2001-2013,5.4262143,52.9211505,5/12/2013 21:58,2,5/12/2013 21:58
2001-2013,5.426225,52.9212182,5/12/2013 22:05,2,5/12/2013 22:05
2001-2013,5.4262404,52.9211789,5/12/2013 22:10,2,5/12/2013 22:10
2001-2013,5.4262263,52.9211167,5/12/2013 22:16,2,5/12/2013 22:16
2001-2013,5.4262177,52.9211197,5/12/2013 22:22,2,5/12/2013 22:22
2001-2013,5.4262353,52.9211477,5/12/2013 22:26,2,5/12/2013 22:26
2001-2013,5.4262274,52.921131,5/12/2013 22:32,2,5/12/2013 22:32
2001-2013,5.4262211,52.9211458,5/12/2013 22:37,2,5/12/2013 22:37
2001-2013,5.4262168,52.9211239,5/12/2013 22:42,2,5/12/2013 22:42
2001-2013,5.4262169,52.9211506,5/12/2013 22:47,2,5/12/2013 22:47
2001-2013,5.4262298,52.9212265,5/12/2013 22:53,2,5/12/2013 22:53
2001-2013,5.4262121,52.9211783,5/12/2013 22:58,2,5/12/2013 22:58
2001-2013,5.4262246,52.9211086,5/12/2013 23:03,2,5/12/2013 23:03
2001-2013,5.4262174,52.9211352,5/12/2013 23:08,2,5/12/2013 23:08
2001-2013,5.4262862,52.9211695,5/12/2013 23:13,2,5/12/2013 23:13
2001-2013,5.4262361,52.9211742,5/12/2013 23:18,2,5/12/2013 23:18
2001-2013,5.4262678,52.9210979,5/12/2013 23:23,2,5/12/2013 23:23
2001-2013,5.4262956,52.9212155,5/12/2013 23:29,2,5/12/2013 23:29
2001-2013,5.4263128,52.9212229,5/12/2013 23:34,2,5/12/2013 23:34
2001-2013,5.4263531,52.9212457,5/12/2013 23:39,2,5/12/2013 23:39
2001-2013,5.426385,52.9211931,5/12/2013 23:44,2,5/12/2013 23:44
2001-2013,5.4263726,52.9211768,5/12/2013 23:49,2,5/12/2013 23:49
2001-2013,5.4263886,52.9211916,5/12/2013 23:54,2,5/12/2013 23:54
2001-2013,5.4264408,52.9212316,5/13/2013 0:00,2,5/13/2013 0:00
2001-2013,5.4264622,52.9212073,5/13/2013 0:05,2,5/13/2013 0:05
2001-2013,5.4264371,52.9212317,5/13/2013 0:10,2,5/13/2013 0:10
2001-2013,5.4263976,52.9212183,5/13/2013 0:16,2,5/13/2013 0:16
2001-2013,5.4263975,52.9212293,5/13/2013 0:21,2,5/13/2013 0:21
2001-2013,5.4264039,52.9212192,5/13/2013 0:26,2,5/13/2013 0:26
2001-2013,5.4264129,52.9212385,5/13/2013 0:33,2,5/13/2013 0:33
2001-2013,5.4264029,52.9212365,5/13/2013 0:38,2,5/13/2013 0:38
2001-2013,5.4264065,52.9212111,5/13/2013 0:43,2,5/13/2013 0:43
2001-2013,5.4264051,52.9212229,5/13/2013 0:50,2,5/13/2013 0:50
2001-2013,5.4263987,52.9212296,5/13/2013 0:55,2,5/13/2013 0:55
2001-2013,5.4264067,52.9212193,5/13/2013 1:00,2,5/13/2013 1:00
2001-2013,5.4263966,52.9212088,5/13/2013 1:05,2,5/13/2013 1:05
2001-2013,5.426418,52.9212633,5/13/2013 1:10,2,5/13/2013 1:10
2001-2013,5.4264059,52.9212461,5/13/2013 1:15,2,5/13/2013 1:15
2001-2013,5.4264031,52.9212399,5/13/2013 1:21,2,5/13/2013 1:21
2001-2013,5.4264117,52.9212449,5/13/2013 1:26,2,5/13/2013 1:26
2001-2013,5.4263904,52.9212413,5/13/2013 1:31,2,5/13/2013 1:31
2001-2013,5.4263807,52.9212432,5/13/2013 1:37,2,5/13/2013 1:37
2001-2013,5.4263618,52.921218,5/13/2013 1:42,2,5/13/2013 1:42
2001-2013,5.4263271,52.921215,5/13/2013 1:47,2,5/13/2013 1:47
2001-2013,5.426292,52.9211653,5/13/2013 1:53,2,5/13/2013 1:53
2001-2013,5.4262938,52.9212017,5/13/2013 1:58,2,5/13/2013 1:58
2001-2013,5.4262876,52.9212,5/13/2013 2:03,2,5/13/2013 2:03
2001-2013,5.4262462,52.9211859,5/13/2013 2:08,2,5/13/2013 2:08
2001-2013,5.4262225,52.92119,5/13/2013 2:13,2,5/13/2013 2:13
2001-2013,5.4261183,52.9211947,5/13/2013 2:18,2,5/13/2013 2:18
2001-2013,5.4261752,52.9211557,5/13/2013 2:24,2,5/13/2013 2:24
2001-2013,5.4261345,52.9212313,5/13/2013 2:29,2,5/13/2013 2:29
2001-2013,5.4261289,52.9212045,5/13/2013 2:34,2,5/13/2013 2:34
2001-2013,5.4261288,52.9212366,5/13/2013 2:39,2,5/13/2013 2:39
2001-2013,5.4261029,52.9212436,5/13/2013 2:44,2,5/13/2013 2:44
2001-2013,5.4261002,52.9212404,5/13/2013 2:49,2,5/13/2013 2:49
2001-2013,5.4266519,52.9213073,5/13/2013 2:54,2,5/13/2013 2:54
2001-2013,5.4268716,52.9213229,5/13/2013 3:00,2,5/13/2013 3:00
2001-2013,5.4268349,52.9213355,5/13/2013 3:05,2,5/13/2013 3:05
2001-2013,5.4257074,52.9206126,5/13/2013 3:10,-1,5/13/2013 3:10
2001-2013,5.4257453,52.9206027,5/13/2013 3:16,-1,5/13/2013 3:16
2001-2013,5.425967,52.9205648,5/13/2013 3:21,-1,5/13/2013 3:21
2001-2013,5.4259999,52.9205467,5/13/2013 3:26,-1,5/13/2013 3:26
2001-2013,5.4259524,52.9205509,5/13/2013 3:32,-1,5/13/2013 3:32
2001-2013,5.4258182,52.9207073,5/13/2013 3:37,-1,5/13/2013 3:37
2001-2013,5.4257057,52.9207874,5/13/2013 3:42,-1,5/13/2013 3:42
2001-2013,5.4257141,52.9208443,5/13/2013 3:47,2,5/13/2013 3:47
2001-2013,5.4257254,52.9208729,5/13/2013 3:52,2,5/13/2013 3:52
2001-2013,5.422891,52.9203592,5/13/2013 3:57,-1,5/13/2013 3:57
2001-2013,5.4249099,52.9201502,5/13/2013 4:03,1,5/13/2013 4:03
2001-2013,5.4249365,52.9201354,5/13/2013 4:18,1,5/13/2013 4:18
2001-2013,5.424896,52.9201449,5/13/2013 4:34,1,5/13/2013 4:34
2001-2013,5.424905,52.9201428,5/13/2013 4:49,1,5/13/2013 4:49
2001-2013,5.4249183,52.9201313,5/13/2013 5:05,1,5/13/2013 5:05
2001-2013,5.4249493,52.9201364,5/13/2013 5:20,1,5/13/2013 5:20
2001-2013,5.424945,52.9201249,5/13/2013 5:35,1,5/13/2013 5:35
2001-2013,5.4248349,52.9200996,5/13/2013 5:51,1,5/13/2013 5:51
2001-2013,5.4249413,52.9201284,5/13/2013 6:08,1,5/13/2013 6:08
2001-2013,5.4249289,52.9201221,5/13/2013 6:23,1,5/13/2013 6:23
2001-2013,5.4249723,52.9201114,5/13/2013 6:39,1,5/13/2013 6:39
2001-2013,5.4228713,52.9199847,5/13/2013 6:54,-1,5/13/2013 6:54
2001-2013,5.4228732,52.9200519,5/13/2013 6:59,-1,5/13/2013 6:59
2001-2013,5.4227495,52.9201149,5/13/2013 7:04,-1,5/13/2013 7:04
2001-2013,5.4265265,52.921273,5/13/2013 7:09,2,5/13/2013 7:09
2001-2013,5.4265915,52.9212457,5/13/2013 7:14,2,5/13/2013 7:14
2001-2013,5.4265853,52.9212382,5/13/2013 7:19,2,5/13/2013 7:19
2001-2013,5.4264959,52.9212023,5/13/2013 7:25,2,5/13/2013 7:25
2001-2013,5.4230815,52.9200973,5/13/2013 7:30,2,5/13/2013 7:30
2001-2013,5.4257847,52.9207609,5/13/2013 7:35,2,5/13/2013 7:35
2001-2013,5.4264114,52.9212089,5/13/2013 7:40,2,5/13/2013 7:40
2001-2013,5.4264696,52.9211811,5/13/2013 7:45,2,5/13/2013 7:45
2001-2013,5.4264372,52.921183,5/13/2013 7:50,2,5/13/2013 7:50
2001-2013,5.4264336,52.9211687,5/13/2013 7:56,2,5/13/2013 7:56
2001-2013,5.4249883,52.9200869,5/13/2013 8:01,1,5/13/2013 8:01
2001-2013,5.4249903,52.9200889,5/13/2013 8:16,1,5/13/2013 8:16
2001-2013,5.4248704,52.9201961,5/13/2013 8:31,1,5/13/2013 8:31
2001-2013,5.4247544,52.9202507,5/13/2013 8:47,1,5/13/2013 8:47
2001-2013,5.4249102,52.920162,5/13/2013 9:02,1,5/13/2013 9:02
2001-2013,5.424887,52.9201705,5/13/2013 9:17,1,5/13/2013 9:17
2001-2013,5.4249142,52.9201525,5/13/2013 9:31,1,5/13/2013 9:31
2001-2013,5.4249541,52.9201182,5/13/2013 9:47,1,5/13/2013 9:47
2001-2013,5.4249734,52.9202042,5/13/2013 10:02,1,5/13/2013 10:02
2001-2013,5.4250707,52.9202068,5/13/2013 10:17,1,5/13/2013 10:17
2001-2013,5.4250772,52.9202569,5/13/2013 10:34,1,5/13/2013 10:34
2001-2013,5.4249886,52.9202572,5/13/2013 10:49,1,5/13/2013 10:49
2001-2013,5.4249543,52.92012,5/13/2013 11:05,1,5/13/2013 11:05
2001-2013,5.4249312,52.9201175,5/13/2013 11:20,1,5/13/2013 11:20
2001-2013,5.4249575,52.9201401,5/13/2013 11:36,1,5/13/2013 11:36
2001-2013,5.4249695,52.9201238,5/13/2013 11:51,1,5/13/2013 11:51
2001-2013,5.4249581,52.920133,5/13/2013 12:06,1,5/13/2013 12:06
2001-2013,5.4249715,52.9201273,5/13/2013 12:22,1,5/13/2013 12:22
2001-2013,5.4248641,52.9201188,5/13/2013 12:37,1,5/13/2013 12:37
2001-2013,5.4230327,52.9201922,5/13/2013 12:52,-1,5/13/2013 12:52
2001-2013,5.4229537,52.9200984,5/13/2013 12:56,-1,5/13/2013 12:56
2001-2013,5.422939,52.9198213,5/13/2013 13:04,-1,5/13/2013 13:04
2001-2013,5.424976,52.9202563,5/13/2013 13:09,-1,5/13/2013 13:09
2001-2013,5.4248872,52.9201522,5/13/2013 13:24,1,5/13/2013 13:24
2001-2013,5.4249792,52.9201233,5/13/2013 13:39,1,5/13/2013 13:39
2001-2013,5.4249821,52.9201356,5/13/2013 13:54,1,5/13/2013 13:54
2001-2013,5.4229888,52.9201018,5/13/2013 14:10,1,5/13/2013 14:10
2001-2013,5.424999,52.9201987,5/13/2013 14:14,1,5/13/2013 14:14
2001-2013,5.4248329,52.9201933,5/13/2013 14:30,1,5/13/2013 14:30
2001-2013,5.4249164,52.9201438,5/13/2013 14:45,1,5/13/2013 14:45
2001-2013,5.4249939,52.9201475,5/13/2013 15:00,1,5/13/2013 15:00
2001-2013,5.4249433,52.920132,5/13/2013 15:15,1,5/13/2013 15:15
2001-2013,5.4249699,52.9201337,5/13/2013 15:32,1,5/13/2013 15:32
2001-2013,5.4249826,52.9201158,5/13/2013 15:47,1,5/13/2013 15:47
2001-2013,5.4249615,52.92013,5/13/2013 16:03,1,5/13/2013 16:03
2001-2013,5.4249375,52.9201335,5/13/2013 16:19,1,5/13/2013 16:19
2001-2013,5.4229586,52.9200022,5/13/2013 16:35,-1,5/13/2013 16:35
2001-2013,5.4229408,52.9199218,5/13/2013 16:39,-1,5/13/2013 16:39
2001-2013,5.4228854,52.9198721,5/13/2013 16:44,-1,5/13/2013 16:44
2001-2013,5.4228323,52.9199752,5/13/2013 16:50,-1,5/13/2013 16:50
2001-2013,5.422891,52.9199478,5/13/2013 16:55,-1,5/13/2013 16:55
2001-2013,5.4229938,52.920022,5/13/2013 17:00,2,5/13/2013 17:00
2001-2013,5.4229753,52.9200644,5/13/2013 17:05,2,5/13/2013 17:05
2001-2013,5.4229596,52.919997,5/13/2013 17:10,2,5/13/2013 17:10
2001-2013,5.4229264,52.9200957,5/13/2013 17:15,2,5/13/2013 17:15
2001-2013,5.4228864,52.9200352,5/13/2013 17:20,-1,5/13/2013 17:20
2001-2013,5.4228551,52.9201167,5/13/2013 17:25,-1,5/13/2013 17:25
2001-2013,5.4243286,52.9202208,5/13/2013 17:30,1,5/13/2013 17:30
2001-2013,5.4267542,52.9212587,5/13/2013 17:35,2,5/13/2013 17:35
2001-2013,5.4268359,52.9213076,5/13/2013 17:40,2,5/13/2013 17:40
2001-2013,5.4268188,52.9212862,5/13/2013 17:47,2,5/13/2013 17:47
2001-2013,5.423078,52.9205334,5/13/2013 17:52,-1,5/13/2013 17:52
2001-2013,5.4230449,52.9206008,5/13/2013 17:57,-1,5/13/2013 17:57
2001-2013,5.4229687,52.9199544,5/13/2013 18:03,-1,5/13/2013 18:03
2001-2013,5.4229136,52.9198212,5/13/2013 18:08,-1,5/13/2013 18:08
2001-2013,5.4228534,52.919681,5/13/2013 18:13,-1,5/13/2013 18:13
2001-2013,5.4227813,52.9196424,5/13/2013 18:18,-1,5/13/2013 18:18
2001-2013,5.4228234,52.9197702,5/13/2013 18:23,-1,5/13/2013 18:23
2001-2013,5.4228446,52.9199436,5/13/2013 18:28,-1,5/13/2013 18:28
2001-2013,5.4229162,52.9200232,5/13/2013 18:33,-1,5/13/2013 18:33
2001-2013,5.4229655,52.9199543,5/13/2013 18:38,-1,5/13/2013 18:38
2001-2013,5.4230692,52.9201058,5/13/2013 18:43,-1,5/13/2013 18:43
2001-2013,5.4230378,52.9201919,5/13/2013 18:48,-1,5/13/2013 18:48
2001-2013,5.4245796,52.9202458,5/13/2013 18:53,1,5/13/2013 18:53
2001-2013,5.4244998,52.9204204,5/13/2013 18:58,1,5/13/2013 18:58
2001-2013,5.4244855,52.9204619,5/13/2013 19:04,1,5/13/2013 19:04
2001-2013,5.4245017,52.9204333,5/13/2013 19:09,1,5/13/2013 19:09
2001-2013,5.4245082,52.9204361,5/13/2013 19:14,1,5/13/2013 19:14
2001-2013,5.4244757,52.9204712,5/13/2013 19:19,1,5/13/2013 19:19
2001-2013,5.42446,52.920469,5/13/2013 19:24,1,5/13/2013 19:24
2001-2013,5.4244286,52.9204684,5/13/2013 19:30,1,5/13/2013 19:30
2001-2013,5.4245133,52.9204764,5/13/2013 19:35,1,5/13/2013 19:35
2001-2013,5.4245313,52.9204678,5/13/2013 19:40,1,5/13/2013 19:40
2001-2013,5.4249832,52.9210308,5/13/2013 19:45,1,5/13/2013 19:45
2001-2013,5.425312,52.9211348,5/13/2013 19:50,2,5/13/2013 19:50
2001-2013,5.4255167,52.9211907,5/13/2013 19:57,2,5/13/2013 19:57
2001-2013,5.4255131,52.9211581,5/13/2013 20:03,2,5/13/2013 20:03
2001-2013,5.4259601,52.9211745,5/13/2013 20:08,2,5/13/2013 20:08
2001-2013,5.4259746,52.9212111,5/13/2013 20:13,2,5/13/2013 20:13
2001-2013,5.426727,52.9212283,5/13/2013 20:19,2,5/13/2013 20:19
2001-2013,5.4267865,52.9212973,5/13/2013 20:24,2,5/13/2013 20:24
2001-2013,5.4268804,52.9212135,5/13/2013 20:31,2,5/13/2013 20:31
2001-2013,5.4267826,52.9212791,5/13/2013 20:36,2,5/13/2013 20:36
2001-2013,5.426519,52.9212869,5/13/2013 20:41,2,5/13/2013 20:41
2001-2013,5.4263981,52.9212027,5/13/2013 20:51,2,5/13/2013 20:51
2001-2013,5.4264023,52.9212103,5/13/2013 20:56,2,5/13/2013 20:56
2001-2013,5.4264101,52.921206,5/13/2013 21:02,2,5/13/2013 21:02
2001-2013,5.4264228,52.9212366,5/13/2013 21:07,2,5/13/2013 21:07
2001-2013,5.4264022,52.9212434,5/13/2013 21:12,2,5/13/2013 21:12
2001-2013,5.4264133,52.9211876,5/13/2013 21:18,2,5/13/2013 21:18
2001-2013,5.4264151,52.9211501,5/13/2013 21:23,2,5/13/2013 21:23
2001-2013,5.4264243,52.9212055,5/13/2013 21:28,2,5/13/2013 21:28
2001-2013,5.4264146,52.9212514,5/13/2013 21:33,2,5/13/2013 21:33
2001-2013,5.4264108,52.9211911,5/13/2013 21:38,2,5/13/2013 21:38
2001-2013,5.4264035,52.9212069,5/13/2013 21:43,2,5/13/2013 21:43
2001-2013,5.426397,52.9211828,5/13/2013 21:49,2,5/13/2013 21:49
2001-2013,5.4263703,52.9212432,5/13/2013 21:55,2,5/13/2013 21:55
2001-2013,5.4262879,52.9212578,5/13/2013 22:00,2,5/13/2013 22:00
2001-2013,5.4264515,52.9211951,5/13/2013 22:05,2,5/13/2013 22:05
2001-2013,5.4264288,52.9212068,5/13/2013 22:11,2,5/13/2013 22:11
2001-2013,5.4264203,52.9212051,5/13/2013 22:16,2,5/13/2013 22:16
2001-2013,5.4263205,52.9212384,5/13/2013 22:21,2,5/13/2013 22:21
2001-2013,5.4262896,52.9212357,5/13/2013 22:26,2,5/13/2013 22:26
2001-2013,5.4262874,52.921218,5/13/2013 22:31,2,5/13/2013 22:31
2001-2013,5.4262243,52.9212016,5/13/2013 22:36,2,5/13/2013 22:36
2001-2013,5.42621,52.9212129,5/13/2013 22:41,2,5/13/2013 22:41
2001-2013,5.426206,52.9211996,5/13/2013 22:46,2,5/13/2013 22:46
2001-2013,5.4261691,52.9211924,5/13/2013 22:52,2,5/13/2013 22:52
2001-2013,5.4261669,52.9211664,5/13/2013 22:57,2,5/13/2013 22:57
2001-2013,5.4261531,52.9211616,5/13/2013 23:02,2,5/13/2013 23:02
2001-2013,5.4261489,52.921134,5/13/2013 23:07,2,5/13/2013 23:07
2001-2013,5.4260996,52.9211252,5/13/2013 23:13,2,5/13/2013 23:13
2001-2013,5.4261144,52.9211396,5/13/2013 23:18,2,5/13/2013 23:18
2001-2013,5.4261138,52.921153,5/13/2013 23:23,2,5/13/2013 23:23
2001-2013,5.4261187,52.9211477,5/13/2013 23:28,2,5/13/2013 23:28
2001-2013,5.4260904,52.9211546,5/13/2013 23:33,2,5/13/2013 23:33
2001-2013,5.426131,52.9211384,5/13/2013 23:39,2,5/13/2013 23:39
2001-2013,5.4261885,52.9211507,5/13/2013 23:44,2,5/13/2013 23:44
2001-2013,5.4262718,52.9211445,5/13/2013 23:49,2,5/13/2013 23:49
2001-2013,5.42626,52.9211756,5/13/2013 23:54,2,5/13/2013 23:54
2001-2013,5.426231,52.9211902,5/14/2013 0:00,2,5/14/2013 0:00
2001-2013,5.4262572,52.9211968,5/14/2013 0:05,2,5/14/2013 0:05
2001-2013,5.4261986,52.9212087,5/14/2013 0:10,2,5/14/2013 0:10
2001-2013,5.426215,52.9211918,5/14/2013 0:15,2,5/14/2013 0:15
2001-2013,5.426271,52.9211753,5/14/2013 0:20,2,5/14/2013 0:20
2001-2013,5.4261922,52.9211958,5/14/2013 0:26,2,5/14/2013 0:26
2001-2013,5.4262345,52.921185,5/14/2013 0:31,2,5/14/2013 0:31
2001-2013,5.4262381,52.9211796,5/14/2013 0:36,2,5/14/2013 0:36
2001-2013,5.4262295,52.9211796,5/14/2013 0:41,2,5/14/2013 0:41
2001-2013,5.4262444,52.9211828,5/14/2013 0:46,2,5/14/2013 0:46
2001-2013,5.4262172,52.9211801,5/14/2013 0:51,2,5/14/2013 0:51
2001-2013,5.4262297,52.9211857,5/14/2013 0:56,2,5/14/2013 0:56
2001-2013,5.4262557,52.9211735,5/14/2013 1:01,2,5/14/2013 1:01
2001-2013,5.4262607,52.9211835,5/14/2013 1:07,2,5/14/2013 1:07
2001-2013,5.4262535,52.9211821,5/14/2013 1:12,2,5/14/2013 1:12
2001-2013,5.4262428,52.9211826,5/14/2013 1:17,2,5/14/2013 1:17
2001-2013,5.4262498,52.921183,5/14/2013 1:23,2,5/14/2013 1:23
2001-2013,5.426236,52.9211841,5/14/2013 1:28,2,5/14/2013 1:28
2001-2013,5.4262564,52.9211877,5/14/2013 1:33,2,5/14/2013 1:33
2001-2013,5.4262508,52.9211828,5/14/2013 1:38,2,5/14/2013 1:38
2001-2013,5.4262736,52.9211839,5/14/2013 1:43,2,5/14/2013 1:43
2001-2013,5.4262495,52.9211861,5/14/2013 1:48,2,5/14/2013 1:48
2001-2013,5.4262602,52.9211781,5/14/2013 1:53,2,5/14/2013 1:53
2001-2013,5.4262707,52.9211757,5/14/2013 1:59,2,5/14/2013 1:59
2001-2013,5.4262749,52.9211474,5/14/2013 2:04,2,5/14/2013 2:04
2001-2013,5.4262861,52.9211413,5/14/2013 2:09,2,5/14/2013 2:09
2001-2013,5.4261523,52.9211627,5/14/2013 2:14,2,5/14/2013 2:14
2001-2013,5.4262723,52.9211859,5/14/2013 2:19,2,5/14/2013 2:19
2001-2013,5.4264041,52.9212115,5/14/2013 2:25,2,5/14/2013 2:25
2001-2013,5.4263978,52.921228,5/14/2013 2:30,2,5/14/2013 2:30
2001-2013,5.4263936,52.9212167,5/14/2013 2:35,2,5/14/2013 2:35
2001-2013,5.4265634,52.9211548,5/14/2013 2:42,2,5/14/2013 2:42
2001-2013,5.4267237,52.9209821,5/14/2013 2:47,2,5/14/2013 2:47
2001-2013,5.4274277,52.9205058,5/14/2013 2:52,-1,5/14/2013 2:52
2001-2013,5.4295829,52.9202032,5/14/2013 2:57,-1,5/14/2013 2:57
2001-2013,5.4261253,52.9211184,5/14/2013 3:02,2,5/14/2013 3:02
2001-2013,5.4260107,52.9210859,5/14/2013 3:07,2,5/14/2013 3:07
2001-2013,5.4260405,52.9211729,5/14/2013 3:12,2,5/14/2013 3:12
2001-2013,5.4261481,52.9211353,5/14/2013 3:18,2,5/14/2013 3:18
2001-2013,5.4261673,52.9211695,5/14/2013 3:23,2,5/14/2013 3:23
2001-2013,5.4261521,52.9211396,5/14/2013 3:28,2,5/14/2013 3:28
2001-2013,5.4246537,52.9202206,5/14/2013 3:35,1,5/14/2013 3:35
2001-2013,5.4246008,52.9202539,5/14/2013 3:40,1,5/14/2013 3:40
2001-2013,5.4245165,52.9203649,5/14/2013 3:45,1,5/14/2013 3:45
2001-2013,5.4244453,52.9203713,5/14/2013 3:51,1,5/14/2013 3:51
2001-2013,5.4246153,52.9202853,5/14/2013 3:56,1,5/14/2013 3:56
2001-2013,5.4247462,52.9202514,5/14/2013 4:01,1,5/14/2013 4:01
2001-2013,5.4249091,52.9201423,5/14/2013 4:18,1,5/14/2013 4:18
2001-2013,5.4249142,52.9201512,5/14/2013 4:33,1,5/14/2013 4:33
2001-2013,5.4248952,52.9201357,5/14/2013 4:48,1,5/14/2013 4:48
2001-2013,5.424924,52.9201419,5/14/2013 5:03,1,5/14/2013 5:03
2001-2013,5.4249214,52.9201417,5/14/2013 5:18,1,5/14/2013 5:18
2001-2013,5.4249765,52.920154,5/14/2013 5:33,1,5/14/2013 5:33
