ID,date_time,latitude,longitude,b,t
2019-2013,5/6/2013 16:08,52.9244556,5.4333704,-1,05/06/2013 16:08:50
2019-2013,5/6/2013 17:09,52.9444106,5.4977394,2,05/06/2013 17:09:00
2019-2013,5/6/2013 18:08,52.9443492,5.4976638,2,05/06/2013 18:08:57
2019-2013,5/6/2013 19:09,52.9443687,5.4975872,2,05/06/2013 19:09:38
2019-2013,5/6/2013 20:09,52.9444229,5.4975527,2,05/06/2013 20:09:53
2019-2013,5/6/2013 21:10,52.9443902,5.49758,2,05/06/2013 21:10:38
2019-2013,5/6/2013 22:11,52.9443818,5.497578,2,05/06/2013 22:11:27
2019-2013,5/6/2013 23:11,52.9443946,5.4975907,2,05/06/2013 23:11:37
2019-2013,5/7/2013 0:11,52.9444259,5.497534,2,05/07/2013 00:11:48
2019-2013,5/7/2013 1:12,52.9443923,5.4975736,2,05/07/2013 01:12:09
2019-2013,5/7/2013 2:12,52.9443481,5.4976084,2,05/07/2013 02:12:36
2019-2013,5/7/2013 3:12,52.9444711,5.4976585,2,05/07/2013 03:12:46
2019-2013,5/7/2013 4:13,52.944387,5.4975661,2,05/07/2013 04:13:08
2019-2013,5/7/2013 5:13,52.9443754,5.4975675,2,05/07/2013 05:13:21
2019-2013,5/7/2013 6:13,52.9439732,5.4850327,2,05/07/2013 06:13:24
2019-2013,5/7/2013 7:14,52.9139075,5.4335154,-1,05/07/2013 07:14:08
2019-2013,5/7/2013 8:14,52.9138862,5.4335458,-1,05/07/2013 08:14:41
2019-2013,5/7/2013 9:15,52.9140611,5.4334258,-1,05/07/2013 09:15:00
2019-2013,5/7/2013 10:15,52.9139197,5.4334893,-1,05/07/2013 10:15:26
2019-2013,5/7/2013 11:15,52.9137554,5.433743,-1,05/07/2013 11:15:31
2019-2013,5/7/2013 12:16,52.9249454,5.4440535,-1,05/07/2013 12:16:08
2019-2013,5/7/2013 13:16,52.9250986,5.4438863,-1,05/07/2013 13:16:30
2019-2013,5/7/2013 14:17,52.9249786,5.4440499,-1,05/07/2013 14:17:09
2019-2013,5/7/2013 15:17,52.9250862,5.4443698,-1,05/07/2013 15:17:16
2019-2013,5/7/2013 16:19,52.9445287,5.4973191,-1,05/07/2013 16:19:08
2019-2013,5/7/2013 17:19,52.9444563,5.4971864,2,05/07/2013 17:19:25
2019-2013,5/7/2013 18:19,52.9443615,5.4975701,2,05/07/2013 18:19:56
2019-2013,5/7/2013 19:21,52.9444843,5.4975263,2,05/07/2013 19:21:02
