ID,longitude,latitude,date_time,b,t
1008-2013,5.4326994,52.9212901,5/29/2013 8:41,1,5/29/2013 8:41
1008-2013,5.4326607,52.9212687,5/29/2013 8:56,1,5/29/2013 8:56
1008-2013,5.4328481,52.9212106,5/29/2013 9:11,4,5/29/2013 9:11
1008-2013,5.4327418,52.921265,5/29/2013 9:27,4,5/29/2013 9:27
1008-2013,5.432661,52.9212461,5/29/2013 9:42,4,5/29/2013 9:42
1008-2013,5.4328852,52.9211368,5/29/2013 9:57,4,5/29/2013 9:57
1008-2013,5.4327787,52.9212606,5/29/2013 10:12,4,5/29/2013 10:12
1008-2013,5.4328674,52.9212016,5/29/2013 10:37,4,5/29/2013 10:37
1008-2013,5.4326945,52.9212201,5/29/2013 10:52,4,5/29/2013 10:52
1008-2013,5.4326591,52.9211838,5/29/2013 11:07,4,5/29/2013 11:07
1008-2013,5.4327028,52.9213057,5/29/2013 11:22,4,5/29/2013 11:22
1008-2013,5.4326163,52.9214059,5/29/2013 11:36,4,5/29/2013 11:36
1008-2013,5.4326152,52.9212909,5/29/2013 11:52,4,5/29/2013 11:52
1008-2013,5.4326563,52.9212944,5/29/2013 12:07,4,5/29/2013 12:07
1008-2013,5.4327755,52.9213356,5/29/2013 12:35,4,5/29/2013 12:35
1008-2013,5.4324355,52.9214514,5/29/2013 12:50,4,5/29/2013 12:50
1008-2013,5.4326638,52.9211954,5/29/2013 13:06,4,5/29/2013 13:06
1008-2013,5.4324249,52.9213472,5/29/2013 13:23,4,5/29/2013 13:23
1008-2013,5.4323797,52.9213489,5/29/2013 13:38,4,5/29/2013 13:38
1008-2013,5.4325079,52.921513,5/29/2013 14:08,4,5/29/2013 14:08
1008-2013,5.4329105,52.9211888,5/29/2013 14:39,4,5/29/2013 14:39
1008-2013,5.4328979,52.9212445,5/29/2013 15:08,4,5/29/2013 15:08
1008-2013,5.4330355,52.9212002,5/29/2013 15:38,4,5/29/2013 15:38
1008-2013,5.4332017,52.921477,5/29/2013 16:08,4,5/29/2013 16:08
1008-2013,5.4331909,52.9212558,5/29/2013 16:23,4,5/29/2013 16:23
1008-2013,5.4330718,52.9213538,5/29/2013 16:38,4,5/29/2013 16:38
1008-2013,5.4330402,52.9213772,5/29/2013 17:08,4,5/29/2013 17:08
1008-2013,5.4330512,52.9213507,5/29/2013 17:23,4,5/29/2013 17:23
1008-2013,5.4329285,52.9212182,5/29/2013 17:38,4,5/29/2013 17:38
1008-2013,5.4329714,52.9210197,5/29/2013 17:56,4,5/29/2013 17:56
1008-2013,5.4335163,52.9216023,5/29/2013 18:12,4,5/29/2013 18:12
1008-2013,5.4332469,52.9216127,5/29/2013 18:29,4,5/29/2013 18:29
1008-2013,5.4333453,52.9215285,5/29/2013 18:44,4,5/29/2013 18:44
1008-2013,5.4333723,52.9215632,5/29/2013 18:59,4,5/29/2013 18:59
1008-2013,5.4333685,52.9215553,5/29/2013 19:14,4,5/29/2013 19:14
1008-2013,5.4335061,52.9215707,5/29/2013 19:29,4,5/29/2013 19:29
1008-2013,5.4334706,52.9216079,5/29/2013 19:59,4,5/29/2013 19:59
1008-2013,5.4335137,52.9215787,5/29/2013 20:30,4,5/29/2013 20:30
1008-2013,5.4334844,52.9215727,5/29/2013 21:00,4,5/29/2013 21:00
1008-2013,5.4335107,52.9215688,5/29/2013 21:29,4,5/29/2013 21:29
1008-2013,5.4335194,52.9215865,5/29/2013 22:00,4,5/29/2013 22:00
1008-2013,5.4335083,52.9215517,5/29/2013 22:29,4,5/29/2013 22:29
1008-2013,5.4335335,52.9215674,5/29/2013 22:59,4,5/29/2013 22:59
1008-2013,5.4335024,52.9215767,5/29/2013 23:30,4,5/29/2013 23:30
1008-2013,5.4334886,52.9215566,5/30/2013 0:00,4,5/30/2013 0:00
1008-2013,5.4334827,52.9215671,5/30/2013 0:30,4,5/30/2013 0:30
1008-2013,5.4335141,52.921593,5/30/2013 1:00,4,5/30/2013 1:00
1008-2013,5.4334817,52.9215721,5/30/2013 1:30,4,5/30/2013 1:30
1008-2013,5.4334838,52.9215745,5/30/2013 2:00,4,5/30/2013 2:00
1008-2013,5.4334772,52.9215591,5/30/2013 2:30,4,5/30/2013 2:30
1008-2013,5.4334743,52.9215623,5/30/2013 3:00,4,5/30/2013 3:00
1008-2013,5.433582,52.9215647,5/30/2013 3:24,4,5/30/2013 3:24
1008-2013,5.4335978,52.9216023,5/30/2013 3:39,4,5/30/2013 3:39
1008-2013,5.433563,52.9215167,5/30/2013 4:07,4,5/30/2013 4:07
1008-2013,5.4335752,52.9215143,5/30/2013 4:22,4,5/30/2013 4:22
1008-2013,5.4335265,52.9216089,5/30/2013 4:37,4,5/30/2013 4:37
1008-2013,5.4334638,52.9215568,5/30/2013 4:53,4,5/30/2013 4:53
1008-2013,5.4336641,52.9214713,5/30/2013 5:08,4,5/30/2013 5:08
1008-2013,5.4331897,52.9213849,5/30/2013 5:23,4,5/30/2013 5:23
1008-2013,5.4332314,52.9213836,5/30/2013 5:38,4,5/30/2013 5:38
1008-2013,5.4332027,52.9214982,5/30/2013 5:53,4,5/30/2013 5:53
1008-2013,5.4336593,52.9214179,5/30/2013 6:08,4,5/30/2013 6:08
1008-2013,5.4333534,52.9213988,5/30/2013 6:23,4,5/30/2013 6:23
1008-2013,5.4334807,52.9214867,5/30/2013 6:38,4,5/30/2013 6:38
1008-2013,5.4337352,52.9211704,5/30/2013 6:53,4,5/30/2013 6:53
1008-2013,5.4336401,52.9211473,5/30/2013 7:08,4,5/30/2013 7:08
1008-2013,5.433506,52.9213719,5/30/2013 7:24,4,5/30/2013 7:24
1008-2013,5.4332424,52.9214252,5/30/2013 7:39,4,5/30/2013 7:39
1008-2013,5.4333591,52.9213395,5/30/2013 7:54,4,5/30/2013 7:54
1008-2013,5.4336753,52.9212236,5/30/2013 8:10,4,5/30/2013 8:10
1008-2013,5.4336788,52.9213446,5/30/2013 8:27,4,5/30/2013 8:27
1008-2013,5.4335506,52.9213976,5/30/2013 8:42,4,5/30/2013 8:42
1008-2013,5.4334978,52.9216188,5/30/2013 8:57,4,5/30/2013 8:57
1008-2013,5.4335109,52.9216185,5/30/2013 9:12,4,5/30/2013 9:12
1008-2013,5.4328519,52.9214537,5/30/2013 9:27,4,5/30/2013 9:27
1008-2013,5.4336639,52.921337,5/30/2013 9:42,4,5/30/2013 9:42
1008-2013,5.4336597,52.9211726,5/30/2013 9:58,4,5/30/2013 9:58
1008-2013,5.433585,52.9213628,5/30/2013 10:13,4,5/30/2013 10:13
1008-2013,5.4336981,52.9214303,5/30/2013 10:27,4,5/30/2013 10:27
1008-2013,5.4333687,52.921484,5/30/2013 10:43,4,5/30/2013 10:43
1008-2013,5.4332935,52.9214425,5/30/2013 10:59,4,5/30/2013 10:59
1008-2013,5.4332168,52.9215559,5/30/2013 11:16,4,5/30/2013 11:16
1008-2013,5.43301,52.9215018,5/30/2013 11:32,4,5/30/2013 11:32
1008-2013,5.4331653,52.9213066,5/30/2013 11:48,4,5/30/2013 11:48
1008-2013,5.4329886,52.9212024,5/30/2013 12:03,4,5/30/2013 12:03
1008-2013,5.4329125,52.9212083,5/30/2013 12:18,4,5/30/2013 12:18
1008-2013,5.4328239,52.9212305,5/30/2013 12:47,4,5/30/2013 12:47
1008-2013,5.4324644,52.9209611,5/30/2013 13:02,4,5/30/2013 13:02
1008-2013,5.4330798,52.9211771,5/30/2013 13:18,4,5/30/2013 13:18
1008-2013,5.4318181,52.9212911,5/30/2013 13:33,4,5/30/2013 13:33
1008-2013,5.4329285,52.921493,5/30/2013 13:48,4,5/30/2013 13:48
1008-2013,5.4328271,52.9211811,5/30/2013 14:03,4,5/30/2013 14:03
1008-2013,5.4336453,52.9218474,5/30/2013 14:26,4,5/30/2013 14:26
1008-2013,5.4328428,52.920258,5/30/2013 14:41,4,5/30/2013 14:41
1008-2013,5.4328195,52.9210755,5/30/2013 14:56,4,5/30/2013 14:56
1008-2013,5.4337834,52.9210767,5/30/2013 15:11,4,5/30/2013 15:11
1008-2013,5.4327415,52.9209878,5/30/2013 15:26,4,5/30/2013 15:26
1008-2013,5.4328543,52.9210422,5/30/2013 15:41,4,5/30/2013 15:41
1008-2013,5.4329116,52.9212075,5/30/2013 16:11,4,5/30/2013 16:11
1008-2013,5.4335523,52.9212724,5/30/2013 16:37,4,5/30/2013 16:37
1008-2013,5.4326934,52.9215129,5/30/2013 16:52,4,5/30/2013 16:52
1008-2013,5.4324332,52.9214807,5/30/2013 17:09,4,5/30/2013 17:09
1008-2013,5.4327303,52.9213871,5/30/2013 17:25,4,5/30/2013 17:25
1008-2013,5.4326785,52.9213941,5/30/2013 17:42,4,5/30/2013 17:42
1008-2013,5.4330224,52.9208427,5/30/2013 17:56,4,5/30/2013 17:56
1008-2013,5.433034,52.9208353,5/30/2013 18:11,4,5/30/2013 18:11
1008-2013,5.433053,52.9211538,5/30/2013 18:26,4,5/30/2013 18:26
1008-2013,5.4329504,52.9212113,5/30/2013 18:41,4,5/30/2013 18:41
1008-2013,5.4348131,52.9215913,5/30/2013 18:56,4,5/30/2013 18:56
1008-2013,5.4335996,52.9214562,5/30/2013 19:24,4,5/30/2013 19:24
1008-2013,5.4335008,52.9215765,5/30/2013 19:39,4,5/30/2013 19:39
1008-2013,5.4337273,52.9214046,5/30/2013 20:10,4,5/30/2013 20:10
1008-2013,5.4337305,52.921411,5/30/2013 20:40,4,5/30/2013 20:40
1008-2013,5.4337173,52.9214033,5/30/2013 21:10,4,5/30/2013 21:10
1008-2013,5.4337355,52.9213999,5/30/2013 21:40,4,5/30/2013 21:40
1008-2013,5.4337591,52.9214078,5/30/2013 22:10,4,5/30/2013 22:10
1008-2013,5.4337248,52.9213928,5/30/2013 22:40,4,5/30/2013 22:40
1008-2013,5.4337139,52.9214245,5/31/2013 0:10,4,5/31/2013 0:10
1008-2013,5.433724,52.9214353,5/31/2013 0:40,4,5/31/2013 0:40
1008-2013,5.4336875,52.9213855,5/31/2013 1:11,4,5/31/2013 1:11
1008-2013,5.4337243,52.9213949,5/31/2013 1:41,4,5/31/2013 1:41
1008-2013,5.4337116,52.9213963,5/31/2013 2:11,4,5/31/2013 2:11
1008-2013,5.4340137,52.9206563,5/31/2013 3:12,4,5/31/2013 3:12
1008-2013,5.4340127,52.9214547,5/31/2013 3:42,4,5/31/2013 3:42
1008-2013,5.4338619,52.92128,5/31/2013 4:12,4,5/31/2013 4:12
1008-2013,5.4338439,52.9214486,5/31/2013 4:42,4,5/31/2013 4:42
1008-2013,5.4336059,52.9215025,5/31/2013 5:14,4,5/31/2013 5:14
1008-2013,5.4332652,52.9214062,5/31/2013 5:44,4,5/31/2013 5:44
1008-2013,5.4335996,52.9214179,5/31/2013 6:14,4,5/31/2013 6:14
1008-2013,5.4330767,52.9212418,5/31/2013 7:14,4,5/31/2013 7:14
1008-2013,5.4339887,52.9218806,5/31/2013 7:44,4,5/31/2013 7:44
1008-2013,5.4317848,52.9216823,5/31/2013 8:16,4,5/31/2013 8:16
1008-2013,5.4310191,52.9224185,5/31/2013 8:46,4,5/31/2013 8:46
1008-2013,5.4312451,52.9225064,5/31/2013 9:18,4,5/31/2013 9:18
1008-2013,5.4307855,52.9223875,5/31/2013 9:48,4,5/31/2013 9:48
1008-2013,5.4306043,52.9223501,5/31/2013 10:18,4,5/31/2013 10:18
1008-2013,5.430464,52.9222538,5/31/2013 10:33,4,5/31/2013 10:33
1008-2013,5.4303091,52.9225521,5/31/2013 11:38,4,5/31/2013 11:38
1008-2013,5.4301049,52.9227964,5/31/2013 11:53,4,5/31/2013 11:53
1008-2013,5.4301757,52.9229331,5/31/2013 12:08,4,5/31/2013 12:08
1008-2013,5.4393767,52.9308416,5/31/2013 12:23,2,5/31/2013 12:23
1008-2013,5.429539,52.923386,5/31/2013 12:38,-1,5/31/2013 12:38
1008-2013,5.4299038,52.9233499,5/31/2013 12:53,-1,5/31/2013 12:53
1008-2013,5.4300041,52.9234581,5/31/2013 13:08,-1,5/31/2013 13:08
1008-2013,5.4304694,52.9236218,5/31/2013 13:23,-1,5/31/2013 13:23
1008-2013,5.4305728,52.923648,5/31/2013 13:38,-1,5/31/2013 13:38
1008-2013,5.4304527,52.9237618,5/31/2013 14:09,-1,5/31/2013 14:09
1008-2013,5.4298681,52.9234374,5/31/2013 14:24,-1,5/31/2013 14:24
1008-2013,5.4384493,52.9306223,5/31/2013 14:39,2,5/31/2013 14:39
1008-2013,5.4310721,52.9227454,5/31/2013 15:01,-1,5/31/2013 15:01
1008-2013,5.4310039,52.9224975,5/31/2013 15:31,-1,5/31/2013 15:31
1008-2013,5.430606,52.9224516,5/31/2013 15:46,-1,5/31/2013 15:46
1008-2013,5.4303496,52.9225028,5/31/2013 16:03,-1,5/31/2013 16:03
1008-2013,5.4306044,52.9226088,5/31/2013 16:19,-1,5/31/2013 16:19
1008-2013,5.4306301,52.9225771,5/31/2013 16:34,-1,5/31/2013 16:34
1008-2013,5.4306617,52.9225792,5/31/2013 16:49,-1,5/31/2013 16:49
1008-2013,5.4306815,52.9226078,5/31/2013 17:04,-1,5/31/2013 17:04
1008-2013,5.4307947,52.9226178,5/31/2013 17:19,4,5/31/2013 17:19
1008-2013,5.4312635,52.9229351,5/31/2013 17:34,4,5/31/2013 17:34
1008-2013,5.4303518,52.9224505,5/31/2013 17:49,4,5/31/2013 17:49
1008-2013,5.4307216,52.9226221,5/31/2013 18:10,4,5/31/2013 18:10
1008-2013,5.430774,52.9227,5/31/2013 18:30,4,5/31/2013 18:30
1008-2013,5.430984,52.922746,5/31/2013 18:59,4,5/31/2013 18:59
1008-2013,5.4312882,52.9226891,5/31/2013 19:33,4,5/31/2013 19:33
1008-2013,5.4311569,52.9227423,5/31/2013 19:49,4,5/31/2013 19:49
1008-2013,5.4311463,52.9227467,5/31/2013 20:18,4,5/31/2013 20:18
1008-2013,5.431062,52.9227349,5/31/2013 20:48,4,5/31/2013 20:48
1008-2013,5.4310605,52.9227808,5/31/2013 21:19,4,5/31/2013 21:19
1008-2013,5.431061,52.9228029,5/31/2013 21:49,4,5/31/2013 21:49
1008-2013,5.4311522,52.9227321,5/31/2013 22:19,4,5/31/2013 22:19
1008-2013,5.4311962,52.922863,5/31/2013 22:52,4,5/31/2013 22:52
1008-2013,5.431202,52.9228354,5/31/2013 23:22,4,5/31/2013 23:22
1008-2013,5.4306728,52.9227838,5/31/2013 23:52,4,5/31/2013 23:52
1008-2013,5.4305767,52.9227943,6/1/2013 0:22,4,6/1/2013 0:22
1008-2013,5.430482,52.9228198,6/1/2013 0:52,4,6/1/2013 0:52
1008-2013,5.4306888,52.9227868,6/1/2013 1:23,4,6/1/2013 1:23
1008-2013,5.4315727,52.9225783,6/1/2013 1:52,4,6/1/2013 1:52
1008-2013,5.4310885,52.9226442,6/1/2013 2:23,4,6/1/2013 2:23
1008-2013,5.431067,52.9225933,6/1/2013 2:54,4,6/1/2013 2:54
1008-2013,5.4312006,52.9226676,6/1/2013 3:23,4,6/1/2013 3:23
1008-2013,5.4312551,52.922651,6/1/2013 3:38,4,6/1/2013 3:38
1008-2013,5.4311563,52.9226535,6/1/2013 4:09,4,6/1/2013 4:09
1008-2013,5.4307559,52.9223903,6/1/2013 4:26,4,6/1/2013 4:26
1008-2013,5.4309942,52.9226008,6/1/2013 4:42,4,6/1/2013 4:42
1008-2013,5.4308124,52.9226276,6/1/2013 5:11,4,6/1/2013 5:11
1008-2013,5.4305372,52.922604,6/1/2013 5:37,4,6/1/2013 5:37
1008-2013,5.4304696,52.9222418,6/1/2013 5:56,4,6/1/2013 5:56
1008-2013,5.4306968,52.922737,6/1/2013 6:21,4,6/1/2013 6:21
1008-2013,5.4299338,52.9230456,6/1/2013 6:38,4,6/1/2013 6:38
1008-2013,5.4298934,52.9233184,6/1/2013 6:53,4,6/1/2013 6:53
1008-2013,5.4299811,52.9230798,6/1/2013 7:09,4,6/1/2013 7:09
1008-2013,5.4299329,52.9229011,6/1/2013 7:39,4,6/1/2013 7:39
1008-2013,5.429731,52.9230269,6/1/2013 8:10,4,6/1/2013 8:10
1008-2013,5.4293596,52.9234933,6/1/2013 8:40,4,6/1/2013 8:40
1008-2013,5.4300485,52.9232189,6/1/2013 9:10,4,6/1/2013 9:10
1008-2013,5.4298761,52.9234899,6/1/2013 9:40,4,6/1/2013 9:40
1008-2013,5.4298743,52.9233328,6/1/2013 10:11,4,6/1/2013 10:11
1008-2013,5.4298196,52.9231663,6/1/2013 10:43,4,6/1/2013 10:43
1008-2013,5.4298375,52.9231993,6/1/2013 11:13,4,6/1/2013 11:13
1008-2013,5.4302903,52.9231699,6/1/2013 11:43,4,6/1/2013 11:43
1008-2013,5.4297958,52.9229698,6/1/2013 12:13,4,6/1/2013 12:13
1008-2013,5.4299323,52.9230332,6/1/2013 12:43,4,6/1/2013 12:43
1008-2013,5.4299906,52.9231226,6/1/2013 13:13,4,6/1/2013 13:13
1008-2013,5.4297322,52.9232476,6/1/2013 13:45,4,6/1/2013 13:45
1008-2013,5.4296779,52.9231289,6/1/2013 14:17,4,6/1/2013 14:17
1008-2013,5.4290948,52.9234152,6/1/2013 14:48,4,6/1/2013 14:48
1008-2013,5.4309291,52.9257005,6/1/2013 15:18,4,6/1/2013 15:18
1008-2013,5.4299035,52.9233063,6/1/2013 15:49,4,6/1/2013 15:49
1008-2013,5.4301678,52.9235447,6/1/2013 16:20,4,6/1/2013 16:20
1008-2013,5.4298174,52.9234074,6/1/2013 16:53,4,6/1/2013 16:53
1008-2013,5.4297946,52.9234476,6/1/2013 17:24,4,6/1/2013 17:24
1008-2013,5.4300022,52.9229497,6/1/2013 17:54,4,6/1/2013 17:54
1008-2013,5.4300125,52.9229532,6/1/2013 18:24,4,6/1/2013 18:24
1008-2013,5.4306962,52.9223048,6/1/2013 18:55,4,6/1/2013 18:55
1008-2013,5.4306176,52.9225078,6/1/2013 19:25,4,6/1/2013 19:25
1008-2013,5.4303407,52.9226386,6/1/2013 19:55,4,6/1/2013 19:55
1008-2013,5.430654,52.922601,6/1/2013 20:25,4,6/1/2013 20:25
1008-2013,5.4306146,52.9225999,6/1/2013 20:55,4,6/1/2013 20:55
1008-2013,5.4306362,52.9225813,6/1/2013 21:25,4,6/1/2013 21:25
1008-2013,5.4306264,52.9225991,6/1/2013 21:55,4,6/1/2013 21:55
1008-2013,5.4306614,52.9225709,6/1/2013 22:26,4,6/1/2013 22:26
1008-2013,5.4306335,52.9225852,6/1/2013 22:56,4,6/1/2013 22:56
1008-2013,5.4306403,52.9225994,6/1/2013 23:25,4,6/1/2013 23:25
