ID,date_time,latitude,longitude,b,t
2041-2013,5/16/2013 13:53,52.9444968,5.4973741,-1,05/16/2013 13:53:54
2041-2013,5/16/2013 14:54,52.9445682,5.4974064,-1,05/16/2013 14:54:05
2041-2013,5/16/2013 15:55,52.9444934,5.4973333,-1,05/16/2013 15:55:07
2041-2013,5/16/2013 16:55,52.9446202,5.497245,-1,05/16/2013 16:55:19
2041-2013,5/16/2013 17:55,52.9446034,5.4974336,-1,05/16/2013 17:55:39
2041-2013,5/16/2013 18:56,52.9444857,5.4973812,-1,05/16/2013 18:56:38
2041-2013,5/16/2013 19:57,52.9439943,5.4849116,-1,05/16/2013 19:57:08
2041-2013,5/16/2013 20:57,52.944582,5.4973562,-1,05/16/2013 20:57:35
2041-2013,5/16/2013 21:58,52.944509,5.4973703,-1,05/16/2013 21:58:08
2041-2013,5/16/2013 22:58,52.9444673,5.497376,-1,05/16/2013 22:58:07
2041-2013,5/16/2013 23:58,52.9446126,5.4974037,-1,05/16/2013 23:58:29
2041-2013,5/17/2013 0:58,52.9444665,5.4974512,-1,05/17/2013 00:58:38
2041-2013,5/17/2013 1:59,52.9443925,5.4974142,-1,05/17/2013 01:59:05
2041-2013,5/17/2013 2:59,52.944465,5.4973613,-1,05/17/2013 02:59:15
2041-2013,5/17/2013 4:01,52.9277655,5.4379524,-1,05/17/2013 04:01:20
2041-2013,5/17/2013 5:01,52.9248807,5.4437184,-1,05/17/2013 05:01:54
2041-2013,5/17/2013 6:01,52.9223478,5.4307867,-1,05/17/2013 06:01:58
2041-2013,5/17/2013 7:06,52.9233033,5.4292787,-1,05/17/2013 07:06:03
2041-2013,5/17/2013 8:06,52.9194854,5.4267431,-1,05/17/2013 08:06:20
2041-2013,5/17/2013 9:08,52.9265508,5.4400348,-1,05/17/2013 09:08:13
2041-2013,5/17/2013 10:10,52.9256607,5.43885,-1,05/17/2013 10:10:39
2041-2013,5/17/2013 11:10,52.9239575,5.4414808,-1,05/17/2013 11:10:35
2041-2013,5/17/2013 12:12,52.9442778,5.4847718,-1,05/17/2013 12:12:38
2041-2013,5/17/2013 13:12,52.9203712,5.4422729,-1,05/17/2013 13:12:47
2041-2013,5/17/2013 14:13,52.9197414,5.4428404,-1,05/17/2013 14:13:19
2041-2013,5/17/2013 15:15,52.9194922,5.4267436,-1,05/17/2013 15:15:38
2041-2013,5/17/2013 16:17,52.9231178,5.4285776,-1,05/17/2013 16:17:38
2041-2013,5/17/2013 17:19,52.9249028,5.4396255,-1,05/17/2013 17:19:38
2041-2013,5/17/2013 19:24,52.9444902,5.4973482,-1,05/17/2013 19:24:03
2041-2013,5/17/2013 20:24,52.9444608,5.4973609,-1,05/17/2013 20:24:12
2041-2013,5/17/2013 21:24,52.9444231,5.4973058,-1,05/17/2013 21:24:38
2041-2013,5/17/2013 22:25,52.9444831,5.4973794,-1,05/17/2013 22:25:08
2041-2013,5/17/2013 23:25,52.9444464,5.4974021,-1,05/17/2013 23:25:26
2041-2013,5/18/2013 0:25,52.9444942,5.4972801,-1,05/18/2013 00:25:25
2041-2013,5/18/2013 1:25,52.9444985,5.4974268,-1,05/18/2013 01:25:35
2041-2013,5/18/2013 2:26,52.9444924,5.4973453,-1,05/18/2013 02:26:26
2041-2013,5/18/2013 3:26,52.9445003,5.4973434,-1,05/18/2013 03:26:29
2041-2013,5/18/2013 4:26,52.9445103,5.4972988,-1,05/18/2013 04:26:48
2041-2013,5/18/2013 5:26,52.9431862,5.4855599,-1,05/18/2013 05:26:45
2041-2013,5/18/2013 6:27,52.9430795,5.4856197,-1,05/18/2013 06:27:08
2041-2013,5/18/2013 7:27,52.9439101,5.4851128,-1,05/18/2013 07:27:30
2041-2013,5/18/2013 8:28,52.9198522,5.4334382,-1,05/18/2013 08:28:50
2041-2013,5/18/2013 9:30,52.9197931,5.4334323,-1,05/18/2013 09:30:56
2041-2013,5/18/2013 10:32,52.9197659,5.4334186,-1,05/18/2013 10:32:19
2041-2013,5/18/2013 11:33,52.9146934,5.4499417,-1,05/18/2013 11:33:16
2041-2013,5/18/2013 13:34,52.9244614,5.4333731,-1,05/18/2013 13:34:44
2041-2013,5/18/2013 14:35,52.9244211,5.4333809,-1,05/18/2013 14:35:38
2041-2013,5/18/2013 15:36,52.9244253,5.4333831,-1,05/18/2013 15:36:31
2041-2013,5/18/2013 16:36,52.92437,5.4334148,-1,05/18/2013 16:36:47
2041-2013,5/18/2013 17:37,52.9444718,5.4974207,-1,05/18/2013 17:37:09
2041-2013,5/18/2013 18:37,52.9444663,5.4973744,-1,05/18/2013 18:37:32
2041-2013,5/18/2013 19:37,52.9444625,5.4973866,-1,05/18/2013 19:37:51
2041-2013,5/18/2013 20:37,52.9444785,5.4974147,-1,05/18/2013 20:37:51
2041-2013,5/18/2013 21:38,52.9444596,5.4973838,-1,05/18/2013 21:38:38
2041-2013,5/18/2013 22:38,52.9444769,5.4973749,-1,05/18/2013 22:38:36
2041-2013,5/18/2013 23:38,52.9445013,5.4975024,-1,05/18/2013 23:38:39
2041-2013,5/19/2013 0:39,52.9444583,5.4974308,-1,05/19/2013 00:39:08
2041-2013,5/19/2013 1:39,52.9445674,5.4973532,-1,05/19/2013 01:39:07
2041-2013,5/19/2013 2:39,52.9448054,5.4968833,-1,05/19/2013 02:39:23
2041-2013,5/19/2013 3:39,52.9444968,5.4973489,-1,05/19/2013 03:39:36
2041-2013,5/19/2013 4:39,52.9444705,5.4973176,-1,05/19/2013 04:39:38
