ID,date_time,latitude,longitude,b,t
2020-2013,5/23/2013 8:46,52.9244452,5.4333305,-1,05/23/2013 08:46:45
2020-2013,5/23/2013 9:47,52.9244434,5.4333243,-1,05/23/2013 09:47:05
2020-2013,5/23/2013 10:47,52.944187,5.4850694,-1,05/23/2013 10:47:08
2020-2013,5/23/2013 11:47,52.9440907,5.485089,-1,05/23/2013 11:47:11
2020-2013,5/23/2013 12:48,52.915985,5.4377296,-1,05/23/2013 12:48:09
2020-2013,5/23/2013 13:48,52.9221686,5.4436434,-1,05/23/2013 13:48:22
2020-2013,5/23/2013 14:49,52.9255617,5.4409146,-1,05/23/2013 14:49:09
2020-2013,5/23/2013 15:49,52.9255663,5.4409106,-1,05/23/2013 15:49:11
2020-2013,5/23/2013 16:51,52.9206785,5.4606254,-1,05/23/2013 16:51:39
2020-2013,5/23/2013 17:52,52.9444624,5.4972646,-1,05/23/2013 17:52:09
2020-2013,5/23/2013 18:52,52.944416,5.497447,-1,05/23/2013 18:52:13
2020-2013,5/23/2013 19:52,52.9444534,5.4974347,-1,05/23/2013 19:52:23
2020-2013,5/23/2013 20:52,52.9444634,5.4973535,-1,05/23/2013 20:52:39
2020-2013,5/23/2013 21:52,52.9444971,5.4974056,-1,05/23/2013 21:52:48
2020-2013,5/23/2013 22:53,52.944563,5.4972184,-1,05/23/2013 22:53:10
2020-2013,5/23/2013 23:53,52.9444756,5.4973457,-1,05/23/2013 23:53:40
2020-2013,5/24/2013 1:53,52.9444274,5.4973177,-1,05/24/2013 01:53:59
2020-2013,5/24/2013 2:54,52.9444868,5.4973485,-1,05/24/2013 02:54:27
2020-2013,5/24/2013 3:54,52.9444988,5.4973265,-1,05/24/2013 03:54:43
2020-2013,5/24/2013 4:54,52.9250525,5.443996,-1,05/24/2013 04:54:42
2020-2013,5/24/2013 5:55,52.9249701,5.4440766,-1,05/24/2013 05:55:34
2020-2013,5/24/2013 6:55,52.92501,5.4440099,-1,05/24/2013 06:55:33
2020-2013,5/24/2013 7:57,52.9241238,5.4290025,-1,05/24/2013 07:57:06
2020-2013,5/24/2013 8:57,52.9231838,5.4287079,-1,05/24/2013 08:57:49
2020-2013,5/24/2013 9:58,52.921097,5.4417516,-1,05/24/2013 09:58:06
2020-2013,5/24/2013 10:58,52.9249665,5.444065,-1,05/24/2013 10:58:39
2020-2013,5/24/2013 11:58,52.9249257,5.4443263,-1,05/24/2013 11:58:45
2020-2013,5/24/2013 12:59,52.9185338,5.4348432,-1,05/24/2013 12:59:32
2020-2013,5/24/2013 14:01,52.9123656,5.4664993,-1,05/24/2013 14:01:26
2020-2013,5/24/2013 15:01,52.9236446,5.4306155,-1,05/24/2013 15:01:35
2020-2013,5/24/2013 16:02,52.9200653,5.434009,-1,05/24/2013 16:02:02
2020-2013,5/24/2013 17:02,52.9253977,5.428321,-1,05/24/2013 17:02:43
2020-2013,5/24/2013 18:03,52.925696,5.427392,-1,05/24/2013 18:03:08
2020-2013,5/24/2013 19:03,52.9256931,5.427782,-1,05/24/2013 19:03:24
2020-2013,5/24/2013 20:04,52.9256981,5.4310087,-1,05/24/2013 20:04:08
2020-2013,5/24/2013 21:04,52.9260113,5.4305366,-1,05/24/2013 21:04:12
2020-2013,5/24/2013 22:04,52.9256724,5.4306617,-1,05/24/2013 22:04:14
2020-2013,5/24/2013 23:04,52.9256866,5.4306774,-1,05/24/2013 23:04:38
2020-2013,5/25/2013 0:05,52.9256863,5.430691,-1,05/25/2013 00:05:08
2020-2013,5/25/2013 1:05,52.9258527,5.4305749,-1,05/25/2013 01:05:31
2020-2013,5/25/2013 2:05,52.9258015,5.4306801,-1,05/25/2013 02:05:32
2020-2013,5/25/2013 3:06,52.925463,5.4283405,-1,05/25/2013 03:06:08
2020-2013,5/25/2013 4:06,52.9255835,5.427983,-1,05/25/2013 04:06:21
2020-2013,5/25/2013 5:06,52.9255845,5.4279384,4,05/25/2013 05:06:25
2020-2013,5/25/2013 6:07,52.9255459,5.4279559,4,05/25/2013 06:07:02
