*,date_time,longitude,latitude,b,id
1,5/11/2015 8:52,5.428,52.923,4,144442-2015
2,5/11/2015 9:48,5.437,52.919,4,144442-2015
3,5/11/2015 10:32,5.439,52.919,4,144442-2015
4,5/11/2015 12:13,5.446,52.927,4,144442-2015
5,5/11/2015 12:57,5.444,52.922,4,144442-2015
6,5/11/2015 14:01,5.446,52.92,4,144442-2015
7,5/11/2015 14:38,5.436,52.921,4,144442-2015
8,5/11/2015 15:43,5.421,52.918,-1,144442-2015
9,5/11/2015 16:06,5.428,52.918,4,144442-2015
10,5/12/2015 17:12,5.425,52.913,-1,144442-2015
11,5/12/2015 17:21,5.435,52.92,4,144442-2015
12,5/12/2015 18:26,5.448,52.926,4,144442-2015
13,5/12/2015 20:00,5.432,52.921,4,144442-2015
14,5/12/2015 21:37,5.446,52.921,4,144442-2015
15,5/14/2015 2:29,5.415,52.928,-1,144442-2015
16,5/14/2015 4:11,5.428,52.923,4,144442-2015
17,5/14/2015 5:06,5.43,52.922,4,144442-2015
18,5/14/2015 5:17,5.434,52.925,4,144442-2015
19,5/14/2015 5:18,5.433,52.923,4,144442-2015
20,5/14/2015 6:47,5.434,52.925,4,144442-2015
21,5/14/2015 6:56,5.45,52.925,4,144442-2015
22,5/14/2015 6:57,5.445,52.925,4,144442-2015
23,5/14/2015 7:49,5.447,52.923,4,144442-2015
24,5/15/2015 9:12,5.455,52.924,4,144442-2015
25,5/15/2015 10:04,5.434,52.926,4,144442-2015
26,5/15/2015 10:51,5.431,52.924,4,144442-2015
27,5/15/2015 12:10,5.424,52.926,4,144442-2015
28,5/15/2015 13:50,5.429,52.924,4,144442-2015
29,5/15/2015 14:57,5.428,52.941,-1,144442-2015
30,5/15/2015 16:05,5.427,52.925,4,144442-2015
31,5/16/2015 16:23,5.428,52.925,4,144442-2015
32,5/16/2015 17:21,5.447,52.92,4,144442-2015
33,5/16/2015 18:00,5.433,52.919,4,144442-2015
34,5/16/2015 18:04,5.45,52.922,4,144442-2015
35,5/16/2015 19:31,5.428,52.925,4,144442-2015
36,5/16/2015 19:36,5.435,52.924,4,144442-2015
37,5/16/2015 20:19,5.415,52.921,-1,144442-2015
38,5/18/2015 3:27,5.438,52.921,-1,144442-2015
39,5/18/2015 4:51,5.421,52.925,-1,144442-2015
40,5/18/2015 5:06,5.43,52.928,-1,144442-2015
41,5/18/2015 5:08,5.431,52.926,-1,144442-2015
42,5/18/2015 6:11,5.426,52.924,-1,144442-2015
43,5/18/2015 6:30,5.432,52.915,-1,144442-2015
44,5/18/2015 6:47,5.428,52.926,-1,144442-2015
45,5/18/2015 7:50,5.422,52.927,-1,144442-2015
46,5/19/2015 9:27,5.419,52.928,-1,144442-2015
47,5/19/2015 10:18,5.423,52.927,-1,144442-2015
48,5/19/2015 11:09,5.426,52.924,-1,144442-2015
49,5/19/2015 11:25,5.425,52.933,-1,144442-2015
50,5/19/2015 13:04,5.428,52.924,-1,144442-2015
51,5/19/2015 14:51,5.407,52.92,-1,144442-2015
52,5/19/2015 15:49,5.423,52.924,-1,144442-2015
53,5/19/2015 16:07,5.419,52.92,-1,144442-2015
54,5/20/2015 17:24,5.435,52.924,-1,144442-2015
55,5/20/2015 17:24,5.435,52.924,-1,144442-2015
56,5/20/2015 17:34,5.433,52.926,-1,144442-2015
57,5/20/2015 18:57,5.338,52.936,2,144442-2015
58,5/20/2015 19:14,5.442,52.925,-1,144442-2015
59,5/20/2015 19:45,5.427,52.928,-1,144442-2015
60,5/20/2015 20:35,5.426,52.927,-1,144442-2015
61,5/20/2015 21:26,5.416,52.927,-1,144442-2015
62,5/22/2015 2:40,5.427,52.928,-1,144442-2015
63,5/22/2015 3:45,5.416,52.93,-1,144442-2015
64,5/22/2015 4:26,5.422,52.924,-1,144442-2015
65,5/22/2015 5:07,5.433,52.926,-1,144442-2015
66,5/22/2015 6:06,5.435,52.924,-1,144442-2015
67,5/22/2015 6:48,5.432,52.923,-1,144442-2015
68,5/22/2015 7:08,5.434,52.923,-1,144442-2015
69,5/23/2015 9:46,5.402,52.926,-1,144442-2015
70,5/23/2015 10:35,5.427,52.925,-1,144442-2015
71,5/23/2015 11:20,5.432,52.927,-1,144442-2015
72,5/23/2015 12:20,5.422,52.915,-1,144442-2015
73,5/23/2015 14:03,5.434,52.922,-1,144442-2015
74,5/23/2015 15:06,5.441,52.928,-1,144442-2015
75,5/24/2015 16:37,5.434,52.923,-1,144442-2015
76,5/24/2015 17:24,5.437,52.924,-1,144442-2015
77,5/24/2015 18:15,5.601,52.778,-1,144442-2015
78,5/24/2015 18:48,5.444,52.918,-1,144442-2015
79,5/24/2015 19:13,5.478,52.936,-1,144442-2015
80,5/24/2015 20:07,5.433,52.921,-1,144442-2015
81,5/24/2015 20:53,5.43,52.926,-1,144442-2015
82,5/26/2015 3:37,5.441,52.923,-1,144442-2015
83,5/26/2015 4:00,5.432,52.923,-1,144442-2015
84,5/26/2015 4:36,5.429,52.919,-1,144442-2015
85,5/26/2015 5:08,5.434,52.92,-1,144442-2015
86,5/26/2015 5:17,5.44,52.916,-1,144442-2015
87,5/26/2015 5:40,5.445,52.922,-1,144442-2015
88,5/26/2015 6:19,5.433,52.917,-1,144442-2015
89,5/26/2015 6:47,5.447,52.927,-1,144442-2015
90,5/26/2015 6:53,5.43,52.925,-1,144442-2015
91,5/27/2015 7:50,5.434,52.924,-1,144442-2015
92,5/27/2015 8:01,5.433,52.926,-1,144442-2015
93,5/27/2015 9:14,5.427,52.929,-1,144442-2015
94,5/27/2015 10:04,5.465,52.916,-1,144442-2015
95,5/27/2015 11:37,5.515,52.92,-1,144442-2015
96,5/27/2015 11:43,5.463,52.925,-1,144442-2015
97,5/27/2015 13:16,5.44,52.919,-1,144442-2015
98,5/27/2015 14:23,5.444,52.936,-1,144442-2015
99,5/27/2015 14:32,5.445,52.936,-1,144442-2015
100,5/27/2015 15:00,5.438,52.919,-1,144442-2015
101,5/28/2015 14:52,5.499,52.915,-1,144442-2015
102,5/28/2015 15:45,5.462,52.929,-1,144442-2015
103,5/28/2015 15:46,5.59,52.948,2,144442-2015
104,5/28/2015 17:22,5.449,52.93,-1,144442-2015
105,5/28/2015 17:30,5.403,52.931,-1,144442-2015
106,5/28/2015 18:22,5.412,52.927,-1,144442-2015
107,5/28/2015 19:32,5.433,52.919,-1,144442-2015
108,5/28/2015 20:00,5.446,52.917,-1,144442-2015
109,5/28/2015 20:17,5.442,52.923,-1,144442-2015
110,5/28/2015 21:10,5.434,52.921,-1,144442-2015
111,5/30/2015 2:51,5.437,52.92,-1,144442-2015
112,5/30/2015 3:33,5.429,52.92,-1,144442-2015
113,5/30/2015 4:30,5.428,52.91,-1,144442-2015
114,5/30/2015 5:08,5.395,52.931,-1,144442-2015
115,5/30/2015 5:14,5.443,52.923,-1,144442-2015
116,5/30/2015 5:32,5.466,52.912,-1,144442-2015
117,5/31/2015 6:22,5.436,52.922,-1,144442-2015
118,5/31/2015 6:22,5.436,52.921,-1,144442-2015
119,5/31/2015 7:02,5.472,52.911,-1,144442-2015
120,5/31/2015 8:40,5.439,52.923,-1,144442-2015
121,5/31/2015 9:30,5.427,52.921,-1,144442-2015
122,5/31/2015 10:19,5.442,52.928,-1,144442-2015
123,5/31/2015 12:01,5.429,52.926,-1,144442-2015
124,5/31/2015 12:29,5.438,52.916,-1,144442-2015
125,6/1/2015 14:06,5.415,52.904,-1,144442-2015
126,6/1/2015 14:11,5.415,52.904,-1,144442-2015
127,6/1/2015 15:00,5.433,52.918,-1,144442-2015
128,6/1/2015 15:46,5.431,52.923,-1,144442-2015
129,6/1/2015 17:25,5.435,52.918,-1,144442-2015
130,6/1/2015 17:54,5.445,52.916,-1,144442-2015
131,6/1/2015 18:24,5.549,52.985,2,144442-2015
132,6/1/2015 19:36,5.432,52.919,-1,144442-2015
133,6/1/2015 19:42,5.426,52.915,-1,144442-2015
134,6/1/2015 20:43,5.421,52.929,-1,144442-2015
135,6/1/2015 21:13,5.425,52.93,-1,144442-2015
136,6/1/2015 21:27,5.449,52.93,-1,144442-2015
137,6/3/2015 2:08,5.438,52.931,-1,144442-2015
138,6/3/2015 3:48,5.436,52.921,-1,144442-2015
139,6/3/2015 4:48,5.442,52.923,-1,144442-2015
140,6/3/2015 4:48,5.447,52.922,-1,144442-2015
141,6/3/2015 5:09,5.46,52.911,-1,144442-2015
142,6/4/2015 5:56,5.438,52.918,-1,144442-2015
143,6/4/2015 6:17,5.439,52.919,-1,144442-2015
144,6/4/2015 6:25,5.439,52.92,-1,144442-2015
145,6/4/2015 8:57,5.439,52.923,-1,144442-2015
146,6/4/2015 9:50,5.411,52.921,-1,144442-2015
147,6/4/2015 10:36,5.446,52.922,-1,144442-2015
148,6/4/2015 11:47,5.441,52.884,-1,144442-2015
149,6/4/2015 12:17,5.402,52.862,-1,144442-2015
150,6/4/2015 13:27,5.437,52.919,-1,144442-2015
151,6/5/2015 15:01,5.442,52.925,-1,144442-2015
152,6/5/2015 15:46,5.443,52.921,-1,144442-2015
153,6/5/2015 15:55,5.429,52.921,-1,144442-2015
154,6/5/2015 17:25,5.465,52.926,-1,144442-2015
155,6/5/2015 17:29,5.423,52.926,-1,144442-2015
156,6/5/2015 17:39,5.448,52.931,-1,144442-2015
157,6/5/2015 18:24,5.433,52.925,-1,144442-2015
158,6/5/2015 19:10,5.44,52.922,-1,144442-2015
159,6/5/2015 19:18,5.439,52.922,-1,144442-2015
160,6/5/2015 20:03,5.44,52.925,-1,144442-2015
161,6/5/2015 20:49,5.439,52.937,-1,144442-2015
162,6/5/2015 21:44,5.438,52.934,-1,144442-2015
163,6/7/2015 3:01,5.438,52.923,-1,144442-2015
164,6/7/2015 4:04,5.444,52.922,-1,144442-2015
165,6/7/2015 4:22,5.435,52.921,-1,144442-2015
166,6/7/2015 4:39,5.416,52.946,-1,144442-2015
167,6/7/2015 5:10,5.452,52.918,-1,144442-2015
168,6/7/2015 5:41,5.431,52.922,-1,144442-2015
169,6/8/2015 6:26,5.382,52.892,-1,144442-2015
170,6/8/2015 7:12,5.392,52.893,-1,144442-2015
171,6/8/2015 9:12,5.385,52.893,-1,144442-2015
172,6/8/2015 10:07,5.403,52.89,-1,144442-2015
173,6/8/2015 10:55,5.39,52.892,-1,144442-2015
174,6/8/2015 11:45,5.385,52.893,-1,144442-2015
175,6/8/2015 12:42,5.39,52.892,-1,144442-2015
176,6/9/2015 14:16,5.39,52.891,-1,144442-2015
177,6/9/2015 15:11,5.392,52.89,-1,144442-2015
178,6/9/2015 15:46,5.383,52.891,-1,144442-2015
179,6/9/2015 16:51,5.303,52.887,2,144442-2015
180,6/9/2015 17:07,5.312,52.881,2,144442-2015
181,6/9/2015 17:26,5.397,52.893,-1,144442-2015
182,6/9/2015 18:45,5.399,52.891,-1,144442-2015
183,6/9/2015 19:30,5.398,52.889,-1,144442-2015
184,6/9/2015 20:15,5.333,52.872,2,144442-2015
185,6/9/2015 20:24,5.429,52.903,-1,144442-2015
186,6/10/2015 21:39,5.474,53.008,2,144442-2015
187,6/11/2015 2:18,5.48,53.008,2,144442-2015
188,6/11/2015 3:58,5.454,52.896,-1,144442-2015
189,6/11/2015 4:01,5.39,52.891,-1,144442-2015
190,6/11/2015 4:55,5.398,52.892,-1,144442-2015
191,6/11/2015 5:12,5.394,52.892,-1,144442-2015
192,6/12/2015 5:09,5.395,52.892,-1,144442-2015
193,6/12/2015 6:25,5.394,52.893,-1,144442-2015
194,6/12/2015 6:44,5.393,52.892,-1,144442-2015
195,6/12/2015 8:02,5.399,52.894,-1,144442-2015
196,6/12/2015 8:40,5.419,52.921,-1,144442-2015
197,6/12/2015 9:32,5.385,52.896,-1,144442-2015
198,6/12/2015 10:24,5.398,52.891,-1,144442-2015
199,6/12/2015 11:12,5.394,52.891,-1,144442-2015
200,6/12/2015 11:58,5.419,52.874,-1,144442-2015
201,6/13/2015 13:26,5.391,52.891,-1,144442-2015
202,6/13/2015 14:21,5.379,52.872,-1,144442-2015
203,6/13/2015 15:49,5.382,52.87,-1,144442-2015
204,6/13/2015 16:04,5.394,52.873,-1,144442-2015
205,6/13/2015 16:40,5.394,52.871,-1,144442-2015
206,6/13/2015 17:27,5.384,52.874,-1,144442-2015
207,6/13/2015 17:49,5.405,52.849,2,144442-2015
208,6/13/2015 18:20,5.37,52.874,-1,144442-2015
209,6/13/2015 18:59,5.373,52.878,-1,144442-2015
210,6/13/2015 19:48,5.38,52.87,-1,144442-2015
211,6/13/2015 19:57,5.385,52.876,-1,144442-2015
212,6/13/2015 20:34,5.515,52.915,-1,144442-2015
213,6/15/2015 1:38,5.47,52.938,-1,144442-2015
214,6/15/2015 3:14,5.473,52.942,-1,144442-2015
215,6/15/2015 3:29,5.377,52.843,2,144442-2015
216,6/15/2015 4:53,5.404,52.882,-1,144442-2015
217,6/15/2015 5:11,5.377,52.873,-1,144442-2015
218,6/15/2015 5:12,5.381,52.871,-1,144442-2015
219,6/16/2015 6:19,5.432,53.039,-1,144442-2015
220,6/16/2015 6:25,5.433,53.041,-1,144442-2015
221,6/16/2015 7:16,5.432,53.039,-1,144442-2015
