*,date_time,longitude,latitude,b,id
1,5/25/2015 6:32,5.443,52.915,-1,144422-2015
2,5/25/2015 7:12,5.46,52.93,2,144422-2015
3,5/25/2015 9:03,5.435,52.919,1,144422-2015
4,5/25/2015 9:55,5.432,52.922,1,144422-2015
5,5/25/2015 10:46,5.439,52.919,1,144422-2015
6,5/25/2015 11:58,5.442,52.919,1,144422-2015
7,5/25/2015 12:25,5.455,52.937,2,144422-2015
8,5/25/2015 13:38,5.447,52.92,-1,144422-2015
9,5/26/2015 13:26,5.439,52.922,1,144422-2015
10,5/26/2015 14:29,5.418,52.921,-1,144422-2015
11,5/26/2015 15:12,5.429,52.926,-1,144422-2015
12,5/26/2015 16:12,5.44,52.921,1,144422-2015
13,5/26/2015 16:34,5.441,52.921,1,144422-2015
14,5/26/2015 17:54,5.476,52.924,2,144422-2015
15,5/26/2015 18:12,5.44,52.924,1,144422-2015
16,5/26/2015 18:33,5.444,52.921,1,144422-2015
17,5/26/2015 20:05,5.433,52.92,1,144422-2015
18,5/27/2015 19:45,5.434,52.92,4,144422-2015
19,5/27/2015 20:42,5.443,52.924,4,144422-2015
20,5/27/2015 21:26,5.438,52.921,4,144422-2015
21,5/28/2015 1:37,5.421,52.921,4,144422-2015
22,5/28/2015 3:15,5.428,52.924,4,144422-2015
23,5/29/2015 3:03,5.438,52.923,4,144422-2015
24,5/29/2015 4:05,5.453,52.916,4,144422-2015
25,5/29/2015 4:41,5.539,52.99,2,144422-2015
26,5/29/2015 5:34,5.43,52.925,4,144422-2015
27,5/29/2015 5:44,5.443,52.919,4,144422-2015
28,5/29/2015 5:45,5.445,52.924,4,144422-2015
29,5/29/2015 7:11,5.441,52.924,4,144422-2015
30,5/29/2015 7:22,5.435,52.923,4,144422-2015
31,5/29/2015 10:15,5.428,52.923,4,144422-2015
32,5/30/2015 9:01,5.433,52.921,4,144422-2015
33,5/30/2015 9:53,5.439,52.921,4,144422-2015
34,5/30/2015 10:40,5.439,52.919,4,144422-2015
35,5/30/2015 11:02,5.438,52.92,4,144422-2015
36,5/30/2015 12:21,5.435,52.911,-1,144422-2015
37,5/30/2015 12:44,5.425,52.921,4,144422-2015
38,5/30/2015 14:25,5.457,52.915,4,144422-2015
39,5/30/2015 15:28,5.439,52.918,4,144422-2015
40,5/30/2015 16:35,5.435,52.917,4,144422-2015
41,5/31/2015 15:20,5.445,52.918,4,144422-2015
42,5/31/2015 16:09,5.416,52.913,-1,144422-2015
43,5/31/2015 16:46,5.472,52.934,-1,144422-2015
44,5/31/2015 16:55,5.431,52.92,4,144422-2015
