*,date_time,longitude,latitude,b,id
1,5/10/2015 14:50,5.447,52.924,4,144420-2015
2,5/10/2015 14:51,5.428,52.919,4,144420-2015
3,5/10/2015 16:34,5.421,52.915,-1,144420-2015
4,5/10/2015 17:38,5.466,52.919,-1,144420-2015
5,5/10/2015 17:47,5.409,52.936,-1,144420-2015
6,5/10/2015 18:13,5.43,52.93,4,144420-2015
7,5/10/2015 19:00,5.434,52.922,4,144420-2015
8,5/10/2015 19:29,5.431,52.921,4,144420-2015
9,5/10/2015 20:37,5.427,52.926,4,144420-2015
10,5/10/2015 21:05,5.417,52.928,-1,144420-2015
11,5/10/2015 21:35,5.425,52.931,4,144420-2015
12,5/10/2015 22:24,5.44,52.932,4,144420-2015
13,5/12/2015 2:56,5.428,52.924,4,144420-2015
14,5/12/2015 4:39,5.43,52.92,4,144420-2015
15,5/12/2015 5:40,5.431,52.922,4,144420-2015
16,5/12/2015 5:56,5.439,52.92,4,144420-2015
17,5/12/2015 6:19,5.431,52.924,4,144420-2015
18,5/12/2015 7:23,5.435,52.922,4,144420-2015
19,5/13/2015 7:09,5.443,52.929,4,144420-2015
20,5/13/2015 7:09,5.427,52.92,4,144420-2015
21,5/13/2015 7:28,5.427,52.921,4,144420-2015
22,5/13/2015 9:53,5.39,52.927,-1,144420-2015
23,5/13/2015 11:32,5.436,52.921,4,144420-2015
24,5/13/2015 12:34,5.425,52.92,4,144420-2015
25,5/14/2015 14:04,5.433,52.922,4,144420-2015
26,5/14/2015 14:50,5.427,52.923,4,144420-2015
27,5/14/2015 15:11,5.425,52.92,4,144420-2015
28,5/14/2015 16:32,5.427,52.925,4,144420-2015
29,5/14/2015 16:51,5.425,52.924,4,144420-2015
30,5/14/2015 17:22,5.424,52.924,4,144420-2015
31,5/14/2015 18:10,5.423,52.912,-1,144420-2015
32,5/14/2015 19:01,5.43,52.922,4,144420-2015
33,5/15/2015 19:53,5.43,52.926,4,144420-2015
34,5/15/2015 20:08,5.43,52.925,4,144420-2015
35,5/15/2015 20:40,5.436,52.927,4,144420-2015
36,5/15/2015 22:22,5.431,52.927,4,144420-2015
37,5/16/2015 2:05,5.429,52.927,4,144420-2015
38,5/17/2015 2:01,5.46,52.892,2,144420-2015
39,5/17/2015 3:38,5.43,52.922,-1,144420-2015
40,5/17/2015 3:44,5.429,52.926,-1,144420-2015
41,5/17/2015 4:45,5.417,52.927,-1,144420-2015
42,5/17/2015 5:22,5.426,52.923,-1,144420-2015
43,5/17/2015 5:33,5.424,52.924,-1,144420-2015
44,5/17/2015 6:22,5.431,52.922,-1,144420-2015
45,5/17/2015 7:09,5.423,52.921,-1,144420-2015
46,5/17/2015 8:31,5.442,52.921,-1,144420-2015
47,5/17/2015 9:21,5.421,52.925,-1,144420-2015
48,5/18/2015 9:50,5.416,52.926,-1,144420-2015
49,5/18/2015 10:41,5.431,52.919,-1,144420-2015
50,5/18/2015 11:23,5.426,52.921,-1,144420-2015
51,5/18/2015 11:36,5.428,52.922,-1,144420-2015
52,5/18/2015 13:17,5.423,52.925,-1,144420-2015
53,5/18/2015 15:01,5.425,52.914,-1,144420-2015
54,5/18/2015 16:06,5.422,52.921,-1,144420-2015
55,5/19/2015 15:49,5.434,52.924,-1,144420-2015
56,5/19/2015 16:07,5.422,52.922,-1,144420-2015
57,5/19/2015 17:36,5.444,52.933,-1,144420-2015
58,5/19/2015 17:49,5.426,52.924,-1,144420-2015
59,5/19/2015 18:06,5.424,52.925,-1,144420-2015
60,5/19/2015 19:17,5.424,52.922,-1,144420-2015
61,5/19/2015 19:43,5.424,52.922,-1,144420-2015
62,5/19/2015 20:52,5.43,52.924,-1,144420-2015
63,5/21/2015 1:10,5.445,52.929,-1,144420-2015
64,5/21/2015 3:17,5.417,52.928,-1,144420-2015
65,5/21/2015 4:31,5.39,52.937,-1,144420-2015
66,5/21/2015 4:56,5.385,52.916,-1,144420-2015
67,5/22/2015 4:23,5.037,53.063,2,144420-2015
68,5/22/2015 4:25,5.432,52.931,-1,144420-2015
69,5/22/2015 5:07,5.437,52.933,-1,144420-2015
70,5/22/2015 5:23,5.42,52.937,-1,144420-2015
71,5/22/2015 6:06,5.439,52.932,-1,144420-2015
72,5/22/2015 6:45,5.439,52.931,-1,144420-2015
73,5/22/2015 8:42,5.43,52.923,-1,144420-2015
74,5/22/2015 10:04,5.431,52.934,-1,144420-2015
75,5/22/2015 10:57,5.445,52.934,-1,144420-2015
76,5/22/2015 11:47,5.437,52.931,-1,144420-2015
77,5/23/2015 11:25,5.432,52.933,-1,144420-2015
78,5/23/2015 12:24,5.428,52.929,-1,144420-2015
79,5/23/2015 14:04,5.432,52.93,-1,144420-2015
80,5/23/2015 15:04,5.437,52.931,-1,144420-2015
81,5/23/2015 16:08,5.433,52.93,-1,144420-2015
82,5/23/2015 16:43,5.433,52.931,-1,144420-2015
83,5/23/2015 17:39,5.43,52.929,-1,144420-2015
84,5/23/2015 17:48,5.434,52.929,-1,144420-2015
85,5/24/2015 17:09,5.537,53.073,2,144420-2015
86,5/24/2015 17:23,5.449,52.932,-1,144420-2015
87,5/24/2015 18:47,5.445,52.929,-1,144420-2015
88,5/24/2015 19:13,5.439,52.932,-1,144420-2015
89,5/24/2015 20:02,5.437,52.93,-1,144420-2015
90,5/24/2015 20:25,5.44,52.932,-1,144420-2015
91,5/24/2015 20:54,5.442,52.931,-1,144420-2015
92,5/25/2015 0:29,5.44,52.932,-1,144420-2015
93,5/26/2015 1:55,5.408,52.976,-1,144420-2015
94,5/26/2015 3:38,5.409,52.977,-1,144420-2015
95,5/26/2015 3:59,5.455,53.038,-1,144420-2015
96,5/26/2015 4:38,5.436,52.999,-1,144420-2015
97,5/26/2015 5:07,5.422,52.989,-1,144420-2015
98,5/26/2015 5:19,5.422,52.986,-1,144420-2015
99,5/26/2015 5:38,5.425,52.994,-1,144420-2015
100,5/26/2015 6:20,5.434,52.92,-1,144420-2015
101,5/26/2015 6:47,5.429,52.921,-1,144420-2015
102,5/27/2015 6:07,5.447,52.94,-1,144420-2015
103,5/27/2015 6:20,5.457,52.939,-1,144420-2015
104,5/27/2015 7:46,5.455,52.935,-1,144420-2015
105,5/27/2015 9:16,5.456,52.939,-1,144420-2015
106,5/27/2015 10:03,5.455,52.939,-1,144420-2015
107,5/27/2015 11:36,5.46,52.938,-1,144420-2015
108,5/27/2015 11:42,5.458,52.939,-1,144420-2015
109,5/27/2015 12:43,5.455,52.934,-1,144420-2015
110,5/27/2015 13:17,5.469,52.937,-1,144420-2015
111,5/28/2015 13:07,5.461,52.936,-1,144420-2015
112,5/28/2015 14:49,5.475,52.938,-1,144420-2015
113,5/28/2015 15:45,5.217,52.892,2,144420-2015
114,5/28/2015 15:47,5.463,52.933,-1,144420-2015
115,5/28/2015 17:22,5.458,52.935,-1,144420-2015
116,5/28/2015 17:30,5.459,52.936,-1,144420-2015
117,5/28/2015 18:21,5.466,52.934,-1,144420-2015
118,5/28/2015 19:30,5.464,52.935,-1,144420-2015
119,5/28/2015 20:00,5.486,52.92,-1,144420-2015
120,5/29/2015 19:10,5.453,52.931,-1,144420-2015
121,5/29/2015 19:31,5.462,52.936,-1,144420-2015
122,5/29/2015 19:59,5.53,52.948,2,144420-2015
123,5/29/2015 20:45,5.441,52.93,-1,144420-2015
124,5/30/2015 1:11,5.399,52.943,-1,144420-2015
125,5/31/2015 2:39,5.409,52.938,-1,144420-2015
126,5/31/2015 4:22,5.467,52.941,-1,144420-2015
127,5/31/2015 4:43,5.493,52.939,-1,144420-2015
128,5/31/2015 4:44,5.494,52.94,-1,144420-2015
129,5/31/2015 5:21,5.47,52.935,-1,144420-2015
130,5/31/2015 6:22,5.463,52.939,-1,144420-2015
131,5/31/2015 6:23,5.464,52.938,-1,144420-2015
132,5/31/2015 7:04,5.474,52.935,-1,144420-2015
133,6/1/2015 9:57,5.43,52.933,-1,144420-2015
134,6/1/2015 11:40,5.426,52.922,-1,144420-2015
135,6/1/2015 12:24,5.435,52.928,-1,144420-2015
136,6/1/2015 14:03,5.432,52.93,-1,144420-2015
137,6/1/2015 15:05,5.413,52.978,-1,144420-2015
138,6/2/2015 14:55,5.618,53.221,2,144420-2015
139,6/2/2015 15:20,5.429,52.92,-1,144420-2015
140,6/2/2015 16:34,5.435,52.922,-1,144420-2015
141,6/2/2015 17:00,5.433,52.921,-1,144420-2015
142,6/2/2015 17:27,5.432,52.922,-1,144420-2015
143,6/2/2015 19:04,5.439,52.923,-1,144420-2015
144,6/2/2015 19:26,5.44,52.923,-1,144420-2015
145,6/2/2015 20:20,5.431,52.928,-1,144420-2015
146,6/2/2015 20:42,5.434,52.928,-1,144420-2015
147,6/2/2015 21:08,5.44,52.932,-1,144420-2015
148,6/3/2015 22:27,5.409,52.981,-1,144420-2015
149,6/4/2015 1:54,5.406,52.98,-1,144420-2015
150,6/4/2015 3:36,5.464,52.982,-1,144420-2015
151,6/4/2015 4:18,5.429,52.986,-1,144420-2015
152,6/4/2015 4:35,5.429,52.985,-1,144420-2015
153,6/5/2015 3:45,5.454,52.994,-1,144420-2015
154,6/5/2015 4:28,5.45,52.994,-1,144420-2015
155,6/5/2015 5:24,5.454,52.997,-1,144420-2015
156,6/5/2015 6:02,5.463,52.993,-1,144420-2015
157,6/5/2015 6:05,5.455,52.994,-1,144420-2015
158,6/5/2015 8:34,5.448,52.993,-1,144420-2015
159,6/5/2015 10:16,5.453,52.996,-1,144420-2015
160,6/6/2015 10:51,5.427,52.988,-1,144420-2015
161,6/6/2015 11:36,5.421,52.989,-1,144420-2015
