*,date_time,longitude,latitude,b,id
1,5/19/2015 19:15,5.437,52.931,1,144423-2015
2,5/19/2015 19:43,5.437,52.931,1,144423-2015
3,5/19/2015 20:06,5.452,52.934,2,144423-2015
4,5/19/2015 20:51,5.444,52.93,-1,144423-2015
5,5/20/2015 1:25,5.426,52.931,-1,144423-2015
6,5/21/2015 2:51,5.443,52.932,-1,144423-2015
7,5/21/2015 3:58,5.438,52.929,1,144423-2015
8,5/21/2015 4:57,5.444,52.938,2,144423-2015
9,5/21/2015 5:31,5.429,52.933,-1,144423-2015
10,5/21/2015 5:34,5.431,52.934,-1,144423-2015
11,5/21/2015 6:37,5.463,52.925,2,144423-2015
12,5/21/2015 7:13,5.451,52.923,2,144423-2015
13,5/21/2015 8:02,5.434,52.926,-1,144423-2015
14,5/21/2015 8:47,5.412,52.922,2,144423-2015
15,5/21/2015 9:40,5.431,52.928,-1,144423-2015
16,5/22/2015 10:05,5.445,52.927,-1,144423-2015
17,5/22/2015 11:48,5.428,52.971,2,144423-2015
18,5/22/2015 12:29,5.453,52.938,2,144423-2015
19,5/22/2015 14:16,5.437,52.931,1,144423-2015
20,5/22/2015 15:19,5.436,52.93,1,144423-2015
21,5/22/2015 16:33,5.439,52.931,1,144423-2015
22,5/22/2015 17:00,5.437,52.932,1,144423-2015
23,5/23/2015 16:47,5.44,52.931,1,144423-2015
24,5/23/2015 17:40,5.436,52.931,1,144423-2015
25,5/23/2015 17:48,5.437,52.929,1,144423-2015
26,5/23/2015 19:34,5.438,52.929,1,144423-2015
27,5/23/2015 20:21,5.442,52.933,-1,144423-2015
28,5/23/2015 21:00,5.43,52.934,-1,144423-2015
29,5/23/2015 21:14,5.44,52.931,-1,144423-2015
30,5/25/2015 2:11,5.395,52.942,-1,144423-2015
31,5/25/2015 3:49,5.435,52.931,1,144423-2015
32,5/25/2015 4:29,5.452,52.934,-1,144423-2015
33,5/25/2015 4:51,5.44,52.933,-1,144423-2015
34,5/25/2015 5:33,5.435,52.932,1,144423-2015
35,5/25/2015 6:10,5.44,52.931,1,144423-2015
36,5/25/2015 6:31,5.44,52.93,1,144423-2015
37,5/25/2015 7:12,5.435,52.924,-1,144423-2015
38,5/26/2015 9:37,5.461,52.929,-1,144423-2015
39,5/26/2015 10:23,5.439,52.932,1,144423-2015
40,5/26/2015 11:18,5.437,52.93,1,144423-2015
41,5/26/2015 12:05,5.431,52.926,-1,144423-2015
42,5/26/2015 13:29,5.438,52.929,1,144423-2015
43,5/26/2015 14:31,5.439,52.928,1,144423-2015
44,5/27/2015 15:59,5.439,52.931,1,144423-2015
45,5/27/2015 16:11,5.441,52.931,1,144423-2015
46,5/27/2015 17:43,5.439,52.931,1,144423-2015
47,5/27/2015 18:52,5.433,52.932,1,144423-2015
48,5/27/2015 19:49,5.438,52.932,1,144423-2015
49,5/27/2015 20:33,5.439,52.928,1,144423-2015
50,5/27/2015 20:42,5.444,52.932,-1,144423-2015
51,5/27/2015 21:26,5.439,52.931,1,144423-2015
52,5/29/2015 1:24,5.43,52.928,4,144423-2015
53,5/29/2015 3:04,5.436,52.932,4,144423-2015
54,5/29/2015 4:06,5.434,52.931,4,144423-2015
55,5/29/2015 4:41,5.431,52.917,4,144423-2015
56,5/29/2015 5:33,5.436,52.931,4,144423-2015
57,5/29/2015 5:42,5.476,52.93,-1,144423-2015
58,5/29/2015 5:43,5.456,52.929,4,144423-2015
59,5/30/2015 5:08,5.441,52.935,4,144423-2015
60,5/30/2015 5:13,5.443,52.934,4,144423-2015
61,5/30/2015 5:33,5.445,52.929,4,144423-2015
62,5/30/2015 6:47,5.437,52.932,4,144423-2015
63,5/30/2015 9:00,5.43,52.93,4,144423-2015
64,5/30/2015 9:49,5.429,52.931,4,144423-2015
65,5/30/2015 10:40,5.427,52.934,4,144423-2015
66,5/30/2015 12:21,5.428,52.943,4,144423-2015
67,5/30/2015 12:44,5.435,52.927,4,144423-2015
68,5/31/2015 14:14,5.441,52.932,4,144423-2015
69,5/31/2015 15:14,5.438,52.933,4,144423-2015
70,5/31/2015 16:09,5.414,52.927,4,144423-2015
71,5/31/2015 16:58,5.434,52.93,4,144423-2015
72,5/31/2015 18:28,5.462,52.927,4,144423-2015
73,5/31/2015 20:08,5.448,52.93,4,144423-2015
74,6/1/2015 21:27,5.44,52.929,4,144423-2015
75,6/2/2015 2:18,5.443,52.931,4,144423-2015
76,6/2/2015 3:40,5.434,52.932,4,144423-2015
77,6/2/2015 3:58,5.435,52.938,4,144423-2015
78,6/3/2015 3:48,5.44,52.931,4,144423-2015
79,6/3/2015 4:47,5.435,52.933,4,144423-2015
80,6/3/2015 4:48,5.444,52.932,4,144423-2015
81,6/3/2015 5:10,5.43,52.931,4,144423-2015
82,6/3/2015 5:26,5.431,52.931,4,144423-2015
83,6/3/2015 6:28,5.436,52.931,4,144423-2015
84,6/3/2015 6:49,5.438,52.933,4,144423-2015
85,6/3/2015 7:36,5.343,52.808,-1,144423-2015
86,6/3/2015 8:07,5.492,52.968,2,144423-2015
87,6/3/2015 9:18,5.426,52.934,4,144423-2015
88,6/3/2015 10:08,5.45,52.93,4,144423-2015
89,6/3/2015 10:59,5.452,52.928,4,144423-2015
90,6/4/2015 11:47,5.434,52.938,4,144423-2015
91,6/4/2015 13:27,5.433,52.928,4,144423-2015
92,6/4/2015 14:26,5.408,52.918,-1,144423-2015
93,6/4/2015 14:32,5.408,52.918,-1,144423-2015
94,6/4/2015 15:12,5.407,52.962,2,144423-2015
95,6/4/2015 16:08,5.436,52.932,4,144423-2015
96,6/4/2015 16:11,5.434,52.931,4,144423-2015
97,6/4/2015 17:49,5.452,52.937,4,144423-2015
98,6/4/2015 17:52,5.446,52.946,4,144423-2015
99,6/4/2015 18:02,5.436,52.932,4,144423-2015
100,6/5/2015 19:19,5.44,52.936,4,144423-2015
101,6/5/2015 20:58,5.449,52.936,4,144423-2015
102,6/5/2015 21:43,5.452,52.922,4,144423-2015
103,6/7/2015 3:01,5.441,52.931,4,144423-2015
104,6/7/2015 4:01,5.437,52.93,4,144423-2015
105,6/7/2015 4:21,5.434,52.932,4,144423-2015
106,6/7/2015 4:45,5.436,52.923,4,144423-2015
107,6/7/2015 5:08,5.442,52.932,4,144423-2015
108,6/7/2015 5:41,5.445,52.93,4,144423-2015
109,6/7/2015 6:01,5.438,52.934,4,144423-2015
110,6/7/2015 6:50,5.434,52.934,4,144423-2015
111,6/7/2015 7:19,5.429,52.94,4,144423-2015
112,6/7/2015 9:38,5.452,52.935,4,144423-2015
113,6/8/2015 10:09,5.487,52.912,2,144423-2015
114,6/8/2015 10:56,5.421,52.946,-1,144423-2015
115,6/8/2015 11:04,5.432,52.941,4,144423-2015
116,6/8/2015 12:44,5.442,52.929,4,144423-2015
117,6/8/2015 14:23,5.423,52.95,-1,144423-2015
118,6/8/2015 15:23,5.452,52.935,4,144423-2015
119,6/8/2015 16:12,5.415,52.924,4,144423-2015
120,6/8/2015 17:06,5.439,52.928,4,144423-2015
121,6/8/2015 17:36,5.439,52.931,4,144423-2015
122,6/9/2015 17:26,5.433,52.922,4,144423-2015
123,6/9/2015 18:44,5.435,52.925,4,144423-2015
124,6/9/2015 19:33,5.434,52.928,4,144423-2015
125,6/9/2015 20:21,5.445,52.93,4,144423-2015
126,6/11/2015 2:18,5.428,52.923,4,144423-2015
127,6/11/2015 3:56,5.434,52.924,4,144423-2015
128,6/11/2015 4:00,5.44,52.92,4,144423-2015
129,6/11/2015 4:56,5.43,52.923,4,144423-2015
130,6/11/2015 5:12,5.424,52.926,4,144423-2015
131,6/11/2015 5:36,5.448,52.928,4,144423-2015
132,6/11/2015 5:37,5.447,52.92,4,144423-2015
133,6/11/2015 6:36,5.424,52.922,4,144423-2015
134,6/11/2015 6:51,5.43,52.923,4,144423-2015
135,6/11/2015 8:11,5.42,52.926,4,144423-2015
136,6/12/2015 8:05,5.301,52.999,2,144423-2015
137,6/12/2015 9:32,5.426,52.925,4,144423-2015
138,6/12/2015 10:24,5.442,52.921,4,144423-2015
139,6/12/2015 11:12,5.435,52.891,2,144423-2015
140,6/12/2015 11:56,5.422,52.919,4,144423-2015
141,6/12/2015 13:40,5.418,52.922,4,144423-2015
142,6/12/2015 14:37,5.432,52.934,4,144423-2015
143,6/13/2015 15:12,5.431,52.934,4,144423-2015
144,6/13/2015 15:47,5.431,52.922,4,144423-2015
145,6/13/2015 16:05,5.432,52.923,4,144423-2015
146,6/13/2015 17:27,5.437,52.92,4,144423-2015
147,6/13/2015 17:47,5.455,52.94,4,144423-2015
148,6/13/2015 18:20,5.424,52.922,4,144423-2015
149,6/13/2015 18:57,5.418,52.908,-1,144423-2015
150,6/13/2015 19:58,5.428,52.92,4,144423-2015
151,6/13/2015 20:38,5.432,52.923,4,144423-2015
152,6/15/2015 3:14,5.43,52.922,4,144423-2015
153,6/15/2015 3:31,5.43,52.922,4,144423-2015
154,6/15/2015 4:12,5.355,52.779,-1,144423-2015
155,6/15/2015 4:52,5.424,52.923,4,144423-2015
156,6/15/2015 5:10,5.423,52.921,4,144423-2015
157,6/15/2015 5:11,5.429,52.922,4,144423-2015
158,6/15/2015 5:49,5.438,52.921,4,144423-2015
159,6/16/2015 5:47,5.694,53.191,-1,144423-2015
160,6/16/2015 6:19,5.444,52.922,4,144423-2015
161,6/16/2015 6:24,5.42,52.925,4,144423-2015
162,6/16/2015 7:16,5.43,52.927,4,144423-2015
163,6/16/2015 8:59,5.35,52.863,2,144423-2015
164,6/16/2015 9:41,5.43,52.924,4,144423-2015
165,6/16/2015 10:39,5.431,52.922,4,144423-2015
166,6/16/2015 11:12,5.45,52.918,-1,144423-2015
167,6/16/2015 11:30,5.451,52.915,-1,144423-2015
168,6/16/2015 12:49,5.531,52.942,2,144423-2015
169,6/16/2015 13:05,5.428,52.991,2,144423-2015
170,6/17/2015 14:24,5.431,52.922,4,144423-2015
171,6/17/2015 15:15,5.427,52.922,4,144423-2015
172,6/17/2015 15:46,5.424,52.921,4,144423-2015
173,6/17/2015 17:00,5.428,52.924,4,144423-2015
174,6/17/2015 17:28,5.428,52.921,4,144423-2015
175,6/17/2015 19:14,5.428,52.922,4,144423-2015
176,6/17/2015 20:03,5.429,52.923,4,144423-2015
177,6/17/2015 20:51,5.424,52.923,4,144423-2015
178,6/18/2015 20:36,5.435,52.924,4,144423-2015
179,6/18/2015 20:42,5.428,52.92,4,144423-2015
180,6/19/2015 2:28,5.414,52.925,4,144423-2015
181,6/19/2015 3:08,5.415,52.924,4,144423-2015
182,6/19/2015 3:29,5.266,52.981,2,144423-2015
183,6/20/2015 3:59,5.428,52.929,4,144423-2015
184,6/20/2015 4:13,5.427,52.927,4,144423-2015
185,6/20/2015 4:47,5.43,52.932,4,144423-2015
186,6/20/2015 4:55,5.429,52.928,4,144423-2015
187,6/20/2015 5:54,5.425,52.928,4,144423-2015
188,6/20/2015 6:27,5.461,52.915,-1,144423-2015
189,6/20/2015 6:34,5.427,52.929,4,144423-2015
190,6/20/2015 8:14,5.405,52.887,2,144423-2015
191,6/20/2015 9:18,5.449,52.922,4,144423-2015
192,6/20/2015 10:06,5.436,52.926,4,144423-2015
193,6/20/2015 10:28,5.438,52.926,4,144423-2015
194,6/21/2015 10:38,5.45,52.934,4,144423-2015
195,6/21/2015 11:27,5.446,52.937,4,144423-2015
196,6/21/2015 11:56,5.452,52.936,4,144423-2015
197,6/21/2015 13:38,5.474,52.937,-1,144423-2015
198,6/21/2015 14:33,5.452,52.932,4,144423-2015
199,6/21/2015 15:50,5.44,52.933,4,144423-2015
200,6/21/2015 16:14,5.442,52.933,4,144423-2015
201,6/21/2015 17:25,5.455,52.921,4,144423-2015
202,6/21/2015 17:25,5.437,52.922,4,144423-2015
203,6/21/2015 17:57,5.436,52.919,4,144423-2015
204,6/22/2015 18:36,5.432,52.931,-1,144423-2015
205,6/22/2015 19:12,5.446,52.931,-1,144423-2015
206,6/22/2015 20:01,5.437,52.927,-1,144423-2015
207,6/22/2015 20:16,5.504,52.879,-1,144423-2015
208,6/22/2015 20:52,5.445,52.931,-1,144423-2015
209,6/24/2015 1:34,5.444,52.922,-1,144423-2015
210,6/24/2015 3:12,5.448,52.923,-1,144423-2015
211,6/24/2015 3:50,5.449,52.923,-1,144423-2015
212,6/24/2015 4:48,5.45,52.924,-1,144423-2015
213,6/24/2015 5:26,5.447,52.924,-1,144423-2015
214,6/24/2015 5:46,5.443,52.924,-1,144423-2015
215,6/24/2015 6:29,5.441,52.943,-1,144423-2015
216,6/24/2015 8:09,5.449,52.912,-1,144423-2015
217,6/25/2015 8:58,5.443,52.892,-1,144423-2015
218,6/25/2015 9:13,5.418,52.922,-1,144423-2015
219,6/25/2015 10:04,5.446,52.926,-1,144423-2015
220,6/25/2015 11:40,5.47,52.901,-1,144423-2015
221,6/25/2015 12:56,5.542,52.947,-1,144423-2015
222,6/25/2015 13:54,5.551,52.949,-1,144423-2015
223,6/25/2015 14:35,5.452,52.939,-1,144423-2015
224,6/25/2015 15:30,5.514,52.923,-1,144423-2015
225,6/25/2015 15:50,5.444,52.922,-1,144423-2015
226,6/26/2015 16:57,5.457,52.921,-1,144423-2015
227,6/26/2015 17:04,5.455,52.926,-1,144423-2015
228,6/26/2015 18:09,5.447,52.916,-1,144423-2015
229,6/26/2015 19:30,5.449,52.923,-1,144423-2015
230,6/26/2015 19:50,5.451,52.923,-1,144423-2015
231,6/26/2015 20:18,5.452,52.924,-1,144423-2015
232,6/26/2015 21:05,5.482,52.912,-1,144423-2015
233,6/28/2015 2:28,5.475,52.91,-1,144423-2015
234,6/28/2015 4:10,5.449,52.924,-1,144423-2015
235,6/28/2015 4:48,5.45,52.923,-1,144423-2015
236,6/28/2015 5:01,5.446,52.924,-1,144423-2015
237,6/28/2015 5:03,5.449,52.924,-1,144423-2015
238,6/28/2015 6:28,5.457,52.921,-1,144423-2015
239,6/28/2015 6:43,5.445,52.921,-1,144423-2015
240,6/28/2015 6:43,5.464,52.941,-1,144423-2015
241,6/29/2015 6:11,5.532,52.915,-1,144423-2015
242,6/29/2015 6:31,5.532,52.912,-1,144423-2015
243,6/29/2015 7:40,5.565,52.905,-1,144423-2015
244,6/29/2015 8:38,5.536,52.918,-1,144423-2015
245,6/29/2015 9:17,5.994,53.022,2,144423-2015
246,6/29/2015 9:30,5.506,52.932,-1,144423-2015
247,6/29/2015 10:18,5.47,52.957,-1,144423-2015
248,6/29/2015 11:08,5.52,52.977,-1,144423-2015
249,6/29/2015 12:08,5.571,53.002,2,144423-2015
250,6/29/2015 13:35,5.384,53.28,2,144423-2015
251,6/29/2015 13:51,5.719,52.973,2,144423-2015
252,6/30/2015 13:38,5.662,52.902,2,144423-2015
253,6/30/2015 14:37,5.601,52.95,2,144423-2015
254,6/30/2015 15:25,5.469,52.907,-1,144423-2015
255,6/30/2015 16:11,5.47,52.913,-1,144423-2015
256,6/30/2015 17:05,5.473,52.909,-1,144423-2015
257,6/30/2015 17:44,5.469,52.909,-1,144423-2015
258,6/30/2015 17:55,5.468,52.909,-1,144423-2015
259,6/30/2015 19:23,5.341,52.939,2,144423-2015
260,6/30/2015 19:41,5.467,52.91,-1,144423-2015
261,6/30/2015 20:41,5.469,52.905,-1,144423-2015
262,6/30/2015 21:28,5.473,52.909,-1,144423-2015
263,7/1/2015 21:08,5.278,52.944,2,144423-2015
264,7/2/2015 1:46,5.408,52.915,-1,144423-2015
265,7/2/2015 3:23,5.385,52.875,-1,144423-2015
266,7/2/2015 4:36,5.382,52.875,-1,144423-2015
267,7/2/2015 4:50,5.381,52.877,-1,144423-2015
268,7/3/2015 5:44,5.372,52.876,2,144423-2015
269,7/3/2015 5:44,5.374,52.88,-1,144423-2015
270,7/3/2015 6:04,5.384,52.876,-1,144423-2015
271,7/3/2015 7:26,5.403,52.869,-1,144423-2015
272,7/3/2015 7:43,5.365,52.863,2,144423-2015
273,7/3/2015 8:55,5.397,52.867,-1,144423-2015
274,7/3/2015 9:48,5.346,52.883,2,144423-2015
275,7/3/2015 10:36,5.348,52.891,2,144423-2015
276,7/3/2015 11:20,5.404,52.852,2,144423-2015
277,7/3/2015 12:18,5.395,52.866,-1,144423-2015
278,7/4/2015 12:53,5.337,52.868,2,144423-2015
279,7/4/2015 13:44,5.342,52.867,2,144423-2015
280,7/4/2015 14:36,5.39,52.881,-1,144423-2015
281,7/4/2015 15:23,5.359,52.874,2,144423-2015
282,7/4/2015 15:25,5.361,52.874,2,144423-2015
283,7/4/2015 17:05,5.385,52.877,-1,144423-2015
284,7/4/2015 17:08,5.384,52.877,-1,144423-2015
285,7/4/2015 17:18,5.376,52.875,-1,144423-2015
286,7/4/2015 18:58,5.385,52.875,-1,144423-2015
287,7/4/2015 19:59,5.324,52.857,2,144423-2015
288,7/5/2015 20:33,5.388,52.916,-1,144423-2015
289,7/5/2015 21:24,5.403,52.919,-1,144423-2015
290,7/6/2015 1:01,5.406,52.936,-1,144423-2015
291,7/6/2015 2:36,5.407,52.918,-1,144423-2015
292,7/7/2015 4:09,5.386,52.876,-1,144423-2015
293,7/7/2015 4:25,5.38,52.873,-1,144423-2015
294,7/7/2015 4:58,5.376,52.876,-1,144423-2015
295,7/7/2015 5:20,5.38,52.876,-1,144423-2015
296,7/7/2015 6:04,5.365,52.876,2,144423-2015
297,7/7/2015 6:39,5.378,52.873,-1,144423-2015
298,7/7/2015 6:59,5.36,52.85,2,144423-2015
299,7/7/2015 7:45,5.382,52.887,-1,144423-2015
300,7/7/2015 9:14,5.362,52.87,2,144423-2015
301,7/7/2015 10:54,5.375,52.87,2,144423-2015
302,7/8/2015 12:07,5.383,52.877,-1,144423-2015
303,7/8/2015 13:50,5.377,52.876,-1,144423-2015
304,7/8/2015 14:40,5.38,52.879,-1,144423-2015
305,7/8/2015 15:25,5.392,52.882,-1,144423-2015
306,7/8/2015 16:18,5.382,52.875,-1,144423-2015
