*,date_time,longitude,latitude,b,id
1,5/16/2015 2:07,5.44,52.933,4,144424-2015
2,5/17/2015 3:38,5.445,52.922,4,144424-2015
3,5/17/2015 3:44,5.445,52.922,4,144424-2015
4,5/17/2015 5:21,5.447,52.925,4,144424-2015
5,5/17/2015 6:23,5.443,52.924,4,144424-2015
6,5/17/2015 7:02,5.444,52.915,-1,144424-2015
7,5/17/2015 7:15,5.441,52.923,4,144424-2015
8,5/17/2015 8:47,5.443,52.928,4,144424-2015
9,5/17/2015 9:19,5.439,52.923,4,144424-2015
10,5/17/2015 10:10,5.439,52.923,4,144424-2015
11,5/18/2015 9:49,5.442,52.923,4,144424-2015
12,5/18/2015 10:41,5.445,52.921,-1,144424-2015
13,5/18/2015 11:30,5.443,52.923,4,144424-2015
14,5/18/2015 11:36,5.459,52.943,4,144424-2015
15,5/18/2015 13:17,5.446,52.923,4,144424-2015
16,5/18/2015 14:25,5.442,52.919,-1,144424-2015
17,5/18/2015 14:54,5.436,52.923,4,144424-2015
18,5/18/2015 16:01,5.445,52.922,4,144424-2015
19,5/18/2015 16:33,5.454,52.923,4,144424-2015
20,5/19/2015 17:35,5.443,52.881,-1,144424-2015
21,5/19/2015 17:47,5.449,52.913,-1,144424-2015
22,5/19/2015 18:04,5.442,52.922,4,144424-2015
23,5/19/2015 19:42,5.443,52.922,4,144424-2015
24,5/19/2015 20:52,5.445,52.924,4,144424-2015
25,5/21/2015 2:52,5.444,52.924,4,144424-2015
26,5/21/2015 3:55,5.432,52.934,4,144424-2015
27,5/21/2015 4:57,5.464,52.928,-1,144424-2015
28,5/21/2015 5:32,5.477,52.926,-1,144424-2015
29,5/21/2015 5:35,5.454,52.934,4,144424-2015
30,5/21/2015 7:12,5.442,52.92,-1,144424-2015
31,5/22/2015 9:16,5.442,52.916,-1,144424-2015
32,5/22/2015 10:04,5.441,52.922,4,144424-2015
33,5/22/2015 10:54,5.455,52.909,-1,144424-2015
34,5/22/2015 11:47,5.436,52.922,4,144424-2015
35,5/22/2015 12:34,5.423,52.919,-1,144424-2015
36,5/22/2015 14:16,5.443,52.931,4,144424-2015
37,5/22/2015 14:54,5.444,52.93,4,144424-2015
38,5/22/2015 15:17,5.436,52.919,-1,144424-2015
39,5/23/2015 15:06,5.433,52.92,-1,144424-2015
40,5/23/2015 16:08,5.421,52.917,-1,144424-2015
41,5/23/2015 16:45,5.433,52.92,-1,144424-2015
42,5/23/2015 17:39,5.439,52.921,-1,144424-2015
43,5/23/2015 17:48,5.45,52.927,-1,144424-2015
44,5/23/2015 18:50,5.497,52.892,-1,144424-2015
45,5/23/2015 19:18,5.439,52.922,4,144424-2015
46,5/23/2015 19:33,5.438,52.923,4,144424-2015
47,5/23/2015 21:14,5.444,52.92,-1,144424-2015
48,5/25/2015 2:06,5.438,52.921,-1,144424-2015
49,5/25/2015 2:53,5.438,52.921,-1,144424-2015
50,5/25/2015 4:31,5.439,52.92,-1,144424-2015
51,5/25/2015 4:47,5.437,52.92,-1,144424-2015
52,5/25/2015 5:28,5.44,52.919,-1,144424-2015
53,5/25/2015 5:34,5.473,52.919,-1,144424-2015
54,5/26/2015 5:39,5.438,52.921,-1,144424-2015
55,5/26/2015 6:20,5.441,52.921,-1,144424-2015
56,5/26/2015 6:47,5.438,52.921,-1,144424-2015
57,5/26/2015 8:23,5.443,52.917,-1,144424-2015
58,5/26/2015 8:42,5.426,52.929,4,144424-2015
59,5/26/2015 9:36,5.422,52.928,4,144424-2015
60,5/26/2015 10:25,5.436,52.923,4,144424-2015
61,5/26/2015 11:47,5.439,52.924,4,144424-2015
62,5/26/2015 12:04,5.439,52.92,-1,144424-2015
63,5/26/2015 13:27,5.441,52.922,4,144424-2015
64,5/27/2015 13:16,5.437,52.92,-1,144424-2015
65,5/27/2015 14:22,5.439,52.92,-1,144424-2015
66,5/27/2015 15:00,5.435,52.903,-1,144424-2015
67,5/27/2015 15:59,5.445,52.922,4,144424-2015
68,5/27/2015 16:12,5.447,52.922,4,144424-2015
69,5/27/2015 17:43,5.449,52.923,4,144424-2015
70,5/27/2015 17:50,5.446,52.916,-1,144424-2015
71,5/27/2015 18:54,5.448,52.92,-1,144424-2015
72,5/27/2015 19:50,5.438,52.921,-1,144424-2015
73,5/27/2015 20:32,5.432,52.925,4,144424-2015
74,5/27/2015 20:47,5.442,52.922,4,144424-2015
75,5/28/2015 21:05,5.479,52.908,2,144424-2015
76,5/29/2015 3:02,5.44,52.923,-1,144424-2015
77,5/29/2015 4:04,5.441,52.923,-1,144424-2015
78,5/30/2015 4:33,5.486,53.018,-1,144424-2015
79,5/30/2015 5:09,5.448,52.923,-1,144424-2015
80,5/30/2015 5:14,5.466,52.924,-1,144424-2015
81,5/30/2015 5:33,5.493,52.91,2,144424-2015
82,5/30/2015 6:14,5.48,52.877,2,144424-2015
83,5/30/2015 6:48,5.437,52.925,-1,144424-2015
84,5/30/2015 6:55,5.438,52.921,-1,144424-2015
85,5/30/2015 7:15,5.451,52.925,-1,144424-2015
86,5/30/2015 8:24,5.427,52.887,2,144424-2015
87,5/30/2015 8:53,5.451,52.944,-1,144424-2015
88,5/30/2015 9:49,5.513,52.908,-1,144424-2015
89,5/30/2015 10:40,5.435,52.923,-1,144424-2015
90,5/31/2015 11:10,5.438,52.925,-1,144424-2015
91,5/31/2015 12:00,5.442,52.924,-1,144424-2015
92,5/31/2015 12:33,5.433,52.916,-1,144424-2015
93,5/31/2015 14:13,5.442,52.92,-1,144424-2015
94,5/31/2015 15:14,5.438,52.92,-1,144424-2015
95,5/31/2015 16:10,5.426,52.917,-1,144424-2015
96,5/31/2015 16:59,5.456,52.916,-1,144424-2015
97,5/31/2015 17:51,5.442,52.916,-1,144424-2015
98,5/31/2015 18:27,5.407,52.926,-1,144424-2015
99,6/1/2015 19:35,5.438,52.932,-1,144424-2015
100,6/1/2015 19:48,5.439,52.932,-1,144424-2015
101,6/1/2015 20:42,5.442,52.931,-1,144424-2015
102,6/1/2015 21:13,5.44,52.928,-1,144424-2015
103,6/1/2015 21:23,5.446,52.932,-1,144424-2015
104,6/2/2015 2:18,5.442,52.932,-1,144424-2015
105,6/3/2015 3:11,5.463,52.914,-1,144424-2015
106,6/3/2015 3:47,5.328,52.925,-1,144424-2015
107,6/3/2015 4:47,5.519,52.923,-1,144424-2015
108,6/3/2015 4:48,5.524,52.921,-1,144424-2015
109,6/3/2015 5:10,5.519,52.921,-1,144424-2015
110,6/3/2015 6:28,5.52,52.92,-1,144424-2015
111,6/3/2015 6:49,5.521,52.921,-1,144424-2015
112,6/3/2015 8:12,5.53,52.921,-1,144424-2015
113,6/3/2015 9:17,5.519,52.92,-1,144424-2015
114,6/4/2015 11:47,5.532,52.972,-1,144424-2015
115,6/4/2015 13:27,5.525,52.976,-1,144424-2015
116,6/4/2015 14:27,5.53,52.979,-1,144424-2015
117,6/4/2015 14:29,5.53,52.979,-1,144424-2015
118,6/4/2015 15:13,5.457,53.055,-1,144424-2015
119,6/4/2015 16:08,5.528,52.921,-1,144424-2015
120,6/4/2015 16:09,5.515,52.919,-1,144424-2015
121,6/4/2015 17:50,5.526,52.917,-1,144424-2015
122,6/4/2015 17:51,5.525,52.916,-1,144424-2015
123,6/4/2015 18:02,5.52,52.92,-1,144424-2015
124,6/5/2015 19:10,5.492,52.912,2,144424-2015
125,6/5/2015 19:18,5.492,52.912,2,144424-2015
126,6/5/2015 20:00,5.482,52.91,2,144424-2015
127,6/6/2015 1:35,5.457,52.902,2,144424-2015
128,6/7/2015 3:01,5.478,52.91,2,144424-2015
129,6/7/2015 3:24,5.479,52.91,2,144424-2015
130,6/7/2015 4:23,5.439,52.924,-1,144424-2015
131,6/7/2015 4:42,5.441,52.923,-1,144424-2015
132,6/7/2015 5:09,5.441,52.923,-1,144424-2015
