*,date_time,longitude,latitude,b,id
1,5/28/2015 17:23,5.529,52.916,-1,144154-2015
2,5/28/2015 17:31,5.44,52.914,-1,144154-2015
3,5/28/2015 18:22,5.426,52.928,-1,144154-2015
4,5/28/2015 19:28,5.416,52.92,-1,144154-2015
5,5/28/2015 20:02,5.432,52.938,-1,144154-2015
6,5/28/2015 20:19,5.437,52.93,1,144154-2015
7,5/29/2015 1:24,5.487,52.928,-1,144154-2015
8,5/31/2015 2:42,5.446,52.927,4,144154-2015
9,5/31/2015 4:20,5.434,52.926,4,144154-2015
10,5/31/2015 4:42,5.438,52.926,4,144154-2015
11,5/31/2015 4:45,5.441,52.939,-1,144154-2015
12,5/31/2015 5:21,5.466,52.922,-1,144154-2015
13,5/31/2015 6:23,5.442,52.932,4,144154-2015
14,5/31/2015 6:24,5.441,52.928,4,144154-2015
15,5/31/2015 7:06,5.447,52.925,4,144154-2015
16,5/31/2015 8:01,5.431,52.935,4,144154-2015
17,5/31/2015 8:38,5.43,52.935,-1,144154-2015
18,5/31/2015 10:13,5.437,52.929,4,144154-2015
19,6/2/2015 11:20,5.433,52.932,4,144154-2015
20,6/2/2015 12:12,5.439,52.933,4,144154-2015
21,6/2/2015 13:53,5.438,52.93,4,144154-2015
22,6/2/2015 15:20,5.428,52.915,-1,144154-2015
23,6/2/2015 16:33,5.435,52.934,4,144154-2015
24,6/2/2015 16:59,5.435,52.932,4,144154-2015
25,6/2/2015 17:26,5.426,52.934,-1,144154-2015
26,6/2/2015 18:18,5.428,52.937,-1,144154-2015
27,6/2/2015 19:05,5.441,52.933,4,144154-2015
28,6/4/2015 20:25,5.446,52.936,-1,144154-2015
29,6/5/2015 3:25,5.436,52.933,4,144154-2015
30,6/5/2015 3:46,5.446,52.935,-1,144154-2015
31,6/5/2015 4:26,5.431,52.935,4,144154-2015
32,6/5/2015 5:06,5.43,52.938,-1,144154-2015
33,6/5/2015 5:25,5.438,52.936,-1,144154-2015
34,6/7/2015 5:09,5.433,52.929,4,144154-2015
35,6/7/2015 5:41,5.442,52.927,4,144154-2015
36,6/7/2015 6:01,5.467,52.915,-1,144154-2015
37,6/7/2015 6:51,5.437,52.933,4,144154-2015
38,6/7/2015 7:54,5.421,52.936,-1,144154-2015
39,6/7/2015 9:35,5.421,52.935,-1,144154-2015
40,6/7/2015 9:38,5.441,52.93,4,144154-2015
41,6/7/2015 10:27,5.44,52.929,4,144154-2015
