*,date_time,longitude,latitude,b,id
1,5/9/2017 15:58,5.41,52.951,-1,157558-2017
2,5/9/2017 16:47,5.414,52.918,-1,157558-2017
3,5/9/2017 17:39,4.956,52.848,2,157558-2017
4,5/9/2017 18:26,5.287,52.85,2,157558-2017
5,5/9/2017 18:59,5.45,52.982,2,157558-2017
6,5/9/2017 19:48,5.236,52.848,2,157558-2017
7,5/9/2017 20:04,5.379,52.896,2,157558-2017
8,5/9/2017 20:32,5.466,52.927,-1,157558-2017
9,5/10/2017 20:11,4.687,52.759,2,157558-2017
10,5/10/2017 21:11,5.411,52.934,-1,157558-2017
11,5/10/2017 21:56,5.43,52.932,1,157558-2017
12,5/11/2017 2:19,5.42,52.937,-1,157558-2017
13,5/12/2017 3:48,5.398,52.944,-1,157558-2017
14,5/12/2017 4:46,5.367,52.889,2,157558-2017
15,5/12/2017 5:30,5.404,52.923,-1,157558-2017
16,5/12/2017 5:45,5.427,52.919,-1,157558-2017
17,5/12/2017 7:16,5.465,52.923,-1,157558-2017
18,5/12/2017 7:25,5.44,52.925,-1,157558-2017
19,5/13/2017 6:59,5.41,52.942,-1,157558-2017
20,5/13/2017 7:04,5.382,52.934,-1,157558-2017
21,5/13/2017 8:37,5.829,53.027,2,157558-2017
22,5/13/2017 9:27,5.55,52.879,2,157558-2017
23,5/13/2017 13:28,5.208,52.849,2,157558-2017
24,5/13/2017 13:42,5.218,52.849,2,157558-2017
25,5/14/2017 13:19,5.581,52.959,2,157558-2017
26,5/14/2017 14:58,5.479,52.926,-1,157558-2017
27,5/14/2017 19:07,5.423,52.95,4,157558-2017
28,5/15/2017 17:37,5.437,52.934,4,157558-2017
29,5/15/2017 18:14,5.418,52.938,4,157558-2017
30,5/15/2017 18:37,5.304,52.951,2,157558-2017
31,5/18/2017 4:20,5.445,52.928,4,157558-2017
32,5/18/2017 4:59,5.463,52.907,-1,157558-2017
33,5/18/2017 9:23,5.49,52.904,2,157558-2017
34,5/18/2017 9:24,5.331,52.915,2,157558-2017
35,5/18/2017 9:55,5.335,52.911,2,157558-2017
36,5/18/2017 10:10,5.332,52.911,2,157558-2017
37,5/19/2017 9:03,5.542,52.947,2,157558-2017
38,5/19/2017 9:16,5.475,52.952,4,157558-2017
39,5/19/2017 9:55,5.478,52.945,4,157558-2017
40,5/19/2017 10:42,5.496,52.952,-1,157558-2017
41,5/20/2017 15:33,5.37,52.976,2,157558-2017
42,5/20/2017 17:12,5.507,52.936,2,157558-2017
43,5/20/2017 17:15,5.454,52.932,4,157558-2017
44,5/20/2017 17:42,5.397,52.936,-1,157558-2017
45,5/21/2017 20:45,5.646,52.971,2,157558-2017
46,5/23/2017 3:21,5.621,52.891,2,157558-2017
47,5/24/2017 5:47,5.455,52.903,-1,157558-2017
48,5/24/2017 6:38,5.425,52.898,-1,157558-2017
49,5/24/2017 7:25,5.48,52.918,-1,157558-2017
50,5/24/2017 8:18,5.397,52.942,-1,157558-2017
51,5/24/2017 8:56,5.435,52.949,4,157558-2017
52,5/24/2017 10:00,6.164,52.84,2,157558-2017
53,5/24/2017 12:20,5.567,53.026,2,157558-2017
54,5/25/2017 11:56,5.436,52.937,-1,157558-2017
