*,date_time,longitude,latitude,b,id
1,1/1/2017 15:08,-6.417,37.053,-1,144436-2017
2,1/2/2017 17:56,-6.249,36.957,-1,144436-2017
3,1/2/2017 18:47,-6.164,37.063,-1,144436-2017
4,1/2/2017 19:27,-6.23,37.042,-1,144436-2017
5,1/4/2017 3:10,-6.23,37.039,-1,144436-2017
6,1/4/2017 4:34,-6.231,37.04,-1,144436-2017
7,1/4/2017 4:49,-6.23,37.044,-1,144436-2017
8,1/4/2017 5:47,-6.24,36.962,-1,144436-2017
9,1/4/2017 6:10,-6.242,36.959,-1,144436-2017
10,1/5/2017 6:47,-6.241,36.957,-1,144436-2017
11,1/5/2017 7:00,-6.246,36.958,-1,144436-2017
12,1/5/2017 10:19,-6.193,36.948,-1,144436-2017
13,1/5/2017 11:59,-6.151,36.938,-1,144436-2017
14,1/6/2017 14:10,-6.234,36.95,-1,144436-2017
15,1/6/2017 15:53,-6.234,36.95,-1,144436-2017
16,1/6/2017 17:54,-6.245,36.956,-1,144436-2017
17,1/6/2017 18:00,-6.242,36.957,-1,144436-2017
18,1/6/2017 19:02,-6.185,37.04,-1,144436-2017
19,1/6/2017 19:44,-6.176,37.058,-1,144436-2017
20,1/7/2017 19:30,-6.233,37.043,-1,144436-2017
21,1/7/2017 20:55,-6.232,37.044,-1,144436-2017
22,1/7/2017 22:38,-6.232,37.041,-1,144436-2017
23,1/8/2017 2:23,-6.232,37.047,-1,144436-2017
24,1/9/2017 2:11,-6.232,37.047,-1,144436-2017
25,1/9/2017 3:53,-6.176,37.029,-1,144436-2017
26,1/9/2017 5:15,-6.234,36.903,-1,144436-2017
27,1/9/2017 6:56,-6.239,36.96,-1,144436-2017
28,1/9/2017 6:59,-6.245,36.96,-1,144436-2017
29,1/9/2017 7:41,-6.248,36.961,-1,144436-2017
30,1/9/2017 9:51,-6.255,36.961,-1,144436-2017
31,1/10/2017 10:14,-6.244,36.959,-1,144436-2017
32,1/10/2017 11:07,-6.248,36.955,-1,144436-2017
33,1/10/2017 11:57,-6.249,36.965,-1,144436-2017
34,1/10/2017 15:07,-6.243,36.952,-1,144436-2017
35,1/11/2017 16:36,-6.244,36.959,-1,144436-2017
36,1/11/2017 17:29,-6.252,36.958,-1,144436-2017
37,1/11/2017 18:09,-6.253,36.956,-1,144436-2017
38,1/11/2017 18:43,-6.244,36.959,-1,144436-2017
39,1/11/2017 19:45,-6.279,37.065,-1,144436-2017
40,1/11/2017 21:12,-6.228,37.043,-1,144436-2017
41,1/13/2017 3:09,-6.222,37.043,-1,144436-2017
42,1/13/2017 4:48,-6.129,37.042,-1,144436-2017
43,1/13/2017 4:48,-6.13,37.014,-1,144436-2017
44,1/14/2017 6:00,-6.175,36.975,-1,144436-2017
45,1/14/2017 6:36,-6.249,36.961,-1,144436-2017
46,1/14/2017 6:43,-6.253,36.961,-1,144436-2017
47,1/14/2017 8:24,-6.248,36.961,-1,144436-2017
48,1/14/2017 8:54,-6.257,36.96,-1,144436-2017
49,1/14/2017 10:33,-6.246,36.96,-1,144436-2017
50,1/15/2017 15:51,-6.234,37.014,-1,144436-2017
51,1/15/2017 17:28,-6.27,37.006,-1,144436-2017
52,1/15/2017 17:41,-6.23,37.023,-1,144436-2017
53,1/15/2017 17:55,-6.235,37.016,-1,144436-2017
54,1/15/2017 19:08,-6.232,37.028,-1,144436-2017
55,1/15/2017 19:22,-6.236,37.036,-1,144436-2017
56,1/15/2017 19:36,-6.237,37.037,-1,144436-2017
57,1/16/2017 19:27,-6.237,37.036,-1,144436-2017
58,1/16/2017 21:10,-6.236,37.036,-1,144436-2017
59,1/16/2017 22:50,-6.242,37.037,-1,144436-2017
60,1/18/2017 3:50,-6.245,37.038,-1,144436-2017
61,1/18/2017 5:33,-6.236,37.014,-1,144436-2017
62,1/18/2017 6:36,-6.233,37.014,-1,144436-2017
63,1/18/2017 7:37,-6.246,37.02,-1,144436-2017
64,1/19/2017 9:08,-6.528,37.411,-1,144436-2017
65,1/19/2017 10:28,-6.192,37.008,-1,144436-2017
66,1/19/2017 15:00,-6.11,37.041,-1,144436-2017
67,1/20/2017 18:26,-6.235,37.017,-1,144436-2017
68,1/20/2017 18:39,-6.162,37.051,-1,144436-2017
69,1/20/2017 18:44,-6.233,37.041,-1,144436-2017
70,1/20/2017 20:05,-6.233,37.04,-1,144436-2017
71,1/20/2017 21:25,-6.24,37.035,-1,144436-2017
72,1/20/2017 23:08,-6.217,37.006,-1,144436-2017
73,1/21/2017 22:47,-6.22,37.069,-1,144436-2017
74,1/22/2017 3:06,-6.225,37.063,-1,144436-2017
75,1/22/2017 4:45,-6.219,37.061,-1,144436-2017
76,1/22/2017 5:12,-6.23,37.019,-1,144436-2017
77,1/23/2017 6:12,-6.238,37.019,-1,144436-2017
78,1/23/2017 6:19,-6.234,37.015,-1,144436-2017
79,1/23/2017 6:42,-6.23,37.013,-1,144436-2017
80,1/23/2017 7:49,-6.239,37.011,-1,144436-2017
81,1/23/2017 8:19,-6.232,37.016,-1,144436-2017
82,1/23/2017 9:08,-6.231,37.01,-1,144436-2017
83,1/23/2017 10:02,-6.23,37.012,-1,144436-2017
84,1/23/2017 10:46,-6.233,37.016,-1,144436-2017
85,1/23/2017 12:29,-6.229,37.022,-1,144436-2017
86,1/24/2017 15:48,-6.241,37.018,-1,144436-2017
87,1/24/2017 17:03,-6.239,37.017,-1,144436-2017
88,1/24/2017 17:52,-6.238,37.005,-1,144436-2017
89,1/24/2017 18:02,-6.235,37.013,-1,144436-2017
90,1/24/2017 18:45,-6.14,37.033,-1,144436-2017
91,1/24/2017 19:33,-6.108,37.05,-1,144436-2017
92,1/24/2017 19:43,-6.224,37.063,-1,144436-2017
93,1/24/2017 20:06,-6.223,37.064,-1,144436-2017
94,1/25/2017 20:35,-6.174,37.07,-1,144436-2017
95,1/25/2017 21:22,-6.169,37.077,-1,144436-2017
96,1/26/2017 2:21,-6.149,37.081,-1,144436-2017
97,1/27/2017 3:48,-6.216,37.061,-1,144436-2017
98,1/27/2017 5:54,-6.221,37.019,-1,144436-2017
99,1/27/2017 6:10,-6.234,37.017,-1,144436-2017
100,1/27/2017 7:33,-6.231,37.014,-1,144436-2017
101,1/27/2017 9:24,-6.244,37.008,-1,144436-2017
102,1/28/2017 9:59,-6.236,37.015,-1,144436-2017
103,1/28/2017 10:43,-6.233,37.014,-1,144436-2017
104,1/28/2017 15:01,-6.254,37.006,-1,144436-2017
105,1/28/2017 17:03,-6.269,37,-1,144436-2017
106,1/29/2017 18:21,-6.224,37.01,-1,144436-2017
107,1/29/2017 18:32,-6.223,37.01,-1,144436-2017
108,1/29/2017 18:46,-6.224,37.01,-1,144436-2017
