*,date_time,longitude,latitude,b,id
1,5/20/2015 19:13,5.461,52.932,4,144421-2015
2,5/20/2015 20:31,5.447,52.932,4,144421-2015
3,5/22/2015 4:23,5.437,52.931,4,144421-2015
4,5/22/2015 5:07,5.438,52.93,4,144421-2015
5,5/22/2015 5:24,5.433,52.929,4,144421-2015
6,5/22/2015 6:05,5.438,52.929,4,144421-2015
7,5/22/2015 6:46,5.436,52.927,4,144421-2015
8,5/22/2015 7:07,5.436,52.929,4,144421-2015
9,5/22/2015 10:05,5.435,52.928,4,144421-2015
10,5/22/2015 11:46,5.407,52.922,-1,144421-2015
11,5/23/2015 14:05,5.397,52.926,-1,144421-2015
12,5/23/2015 15:05,5.437,52.929,4,144421-2015
13,5/23/2015 16:10,5.391,52.926,-1,144421-2015
14,5/23/2015 16:45,5.435,52.93,4,144421-2015
15,5/23/2015 17:41,5.435,52.929,4,144421-2015
16,5/23/2015 17:48,5.431,52.927,4,144421-2015
17,5/23/2015 19:20,5.435,52.928,4,144421-2015
18,5/23/2015 19:33,5.436,52.932,4,144421-2015
19,5/23/2015 21:12,5.437,52.929,4,144421-2015
20,5/25/2015 2:08,5.434,52.93,4,144421-2015
21,5/25/2015 3:49,5.437,52.929,4,144421-2015
22,5/25/2015 4:31,5.435,52.93,4,144421-2015
23,5/25/2015 4:49,5.436,52.928,4,144421-2015
24,5/25/2015 5:33,5.431,52.93,4,144421-2015
25,5/25/2015 6:11,5.436,52.93,4,144421-2015
26,5/25/2015 6:33,5.434,52.931,4,144421-2015
27,5/25/2015 7:12,5.437,52.929,4,144421-2015
28,5/26/2015 10:09,5.451,52.928,4,144421-2015
29,5/26/2015 10:24,5.437,52.927,4,144421-2015
30,5/26/2015 11:16,5.435,52.925,4,144421-2015
31,5/26/2015 12:01,5.435,52.927,4,144421-2015
32,5/26/2015 13:27,5.449,52.93,4,144421-2015
33,5/26/2015 14:30,5.451,52.928,4,144421-2015
34,5/26/2015 14:51,5.442,52.934,4,144421-2015
35,5/26/2015 15:12,5.382,52.879,2,144421-2015
36,5/26/2015 16:13,5.439,52.927,4,144421-2015
37,5/26/2015 16:33,5.427,52.928,4,144421-2015
38,5/27/2015 19:50,5.44,52.929,4,144421-2015
39,5/27/2015 20:42,5.438,52.928,4,144421-2015
40,5/27/2015 21:31,5.437,52.928,4,144421-2015
41,5/28/2015 3:14,5.438,52.929,4,144421-2015
42,5/29/2015 5:35,5.427,52.931,4,144421-2015
43,5/29/2015 5:43,5.429,52.93,4,144421-2015
44,5/29/2015 5:45,5.432,52.928,4,144421-2015
45,5/29/2015 7:13,5.436,52.925,-1,144421-2015
46,5/29/2015 7:23,5.436,52.927,-1,144421-2015
47,5/29/2015 8:31,5.437,52.928,-1,144421-2015
48,5/29/2015 9:20,5.432,52.929,-1,144421-2015
49,5/29/2015 10:13,5.436,52.927,-1,144421-2015
50,5/29/2015 11:02,5.432,52.934,-1,144421-2015
51,5/29/2015 12:23,5.43,52.937,-1,144421-2015
52,5/29/2015 12:38,5.442,52.959,-1,144421-2015
53,5/29/2015 12:56,5.419,52.923,-1,144421-2015
54,5/30/2015 15:28,5.421,52.927,-1,144421-2015
55,5/30/2015 16:36,5.422,52.929,-1,144421-2015
56,5/30/2015 17:08,5.436,52.926,-1,144421-2015
57,5/30/2015 17:17,5.436,52.933,-1,144421-2015
58,5/30/2015 18:15,5.431,52.935,-1,144421-2015
59,5/30/2015 18:50,5.47,52.92,-1,144421-2015
60,5/30/2015 18:58,5.439,52.929,-1,144421-2015
61,5/30/2015 19:44,5.451,52.924,-1,144421-2015
62,5/30/2015 20:30,5.453,52.934,-1,144421-2015
63,5/30/2015 20:37,5.439,52.93,-1,144421-2015
64,5/30/2015 22:11,5.443,52.934,-1,144421-2015
65,6/1/2015 2:27,5.451,52.93,-1,144421-2015
66,6/1/2015 4:11,5.427,52.931,-1,144421-2015
67,6/1/2015 4:12,5.428,52.93,-1,144421-2015
68,6/1/2015 5:12,5.43,52.932,-1,144421-2015
69,6/1/2015 5:52,5.435,52.931,-1,144421-2015
70,6/1/2015 5:58,5.437,52.931,-1,144421-2015
71,6/1/2015 6:51,5.431,52.93,-1,144421-2015
72,6/1/2015 7:37,5.43,52.929,-1,144421-2015
73,6/2/2015 10:29,5.403,52.93,2,144421-2015
74,6/2/2015 11:19,5.439,52.922,-1,144421-2015
75,6/2/2015 12:11,5.439,52.931,-1,144421-2015
76,6/2/2015 13:53,5.441,52.924,-1,144421-2015
77,6/2/2015 14:49,5.44,52.924,-1,144421-2015
78,6/2/2015 16:35,5.434,52.926,-1,144421-2015
79,6/2/2015 17:00,5.445,52.924,-1,144421-2015
80,6/2/2015 17:24,5.437,52.924,-1,144421-2015
