*,date_time,longitude,latitude,b,id
1,5/20/2015 9:06,5.436,52.941,-1,144428-2015
2,5/20/2015 9:58,5.462,52.913,-1,144428-2015
3,5/20/2015 10:48,5.393,52.918,-1,144428-2015
4,5/20/2015 11:16,5.433,52.901,-1,144428-2015
5,5/20/2015 12:28,5.457,52.938,-1,144428-2015
6,5/20/2015 12:54,5.366,52.906,-1,144428-2015
7,5/20/2015 14:38,5.451,52.924,-1,144428-2015
8,5/20/2015 15:38,5.434,52.922,-1,144428-2015
9,5/20/2015 15:43,5.445,52.925,-1,144428-2015
10,5/21/2015 16:58,5.447,52.91,4,144428-2015
11,5/21/2015 17:02,5.432,52.915,4,144428-2015
12,5/21/2015 18:35,5.442,52.921,4,144428-2015
13,5/21/2015 18:39,5.344,52.938,2,144428-2015
14,5/21/2015 18:41,5.445,52.915,4,144428-2015
15,5/21/2015 19:24,5.437,52.921,4,144428-2015
16,5/21/2015 20:14,5.431,52.922,4,144428-2015
17,5/21/2015 20:21,5.439,52.922,4,144428-2015
18,5/21/2015 21:08,5.442,52.933,4,144428-2015
19,5/21/2015 21:51,5.443,52.931,4,144428-2015
20,5/23/2015 2:30,5.436,52.921,4,144428-2015
21,5/23/2015 4:13,5.435,52.921,4,144428-2015
22,5/23/2015 5:15,5.457,52.92,4,144428-2015
23,5/23/2015 5:33,5.451,52.916,4,144428-2015
24,5/23/2015 5:49,5.44,52.92,4,144428-2015
25,5/23/2015 6:19,5.431,52.919,4,144428-2015
26,5/23/2015 6:54,5.419,52.934,-1,144428-2015
27,5/24/2015 7:40,5.439,52.921,4,144428-2015
28,5/24/2015 8:23,5.442,52.926,4,144428-2015
29,5/24/2015 9:25,5.434,52.92,4,144428-2015
30,5/24/2015 10:13,5.447,52.919,4,144428-2015
31,5/24/2015 11:06,5.415,52.912,-1,144428-2015
32,5/24/2015 12:09,5.435,52.915,4,144428-2015
33,5/24/2015 13:50,5.434,52.921,4,144428-2015
34,5/25/2015 14:42,5.436,52.927,4,144428-2015
35,5/25/2015 16:21,5.437,52.921,4,144428-2015
36,5/25/2015 16:54,5.438,52.921,4,144428-2015
37,5/25/2015 18:06,5.442,52.922,4,144428-2015
38,5/25/2015 18:16,5.414,52.929,-1,144428-2015
39,5/25/2015 18:39,5.414,52.927,-1,144428-2015
40,5/25/2015 18:52,5.45,52.92,4,144428-2015
41,5/25/2015 19:47,5.44,52.931,4,144428-2015
42,5/25/2015 20:32,5.456,52.924,4,144428-2015
43,5/26/2015 21:52,5.44,52.923,4,144428-2015
44,5/27/2015 3:27,5.434,52.924,4,144428-2015
45,5/27/2015 4:29,5.432,52.92,4,144428-2015
46,5/27/2015 4:44,5.433,52.92,4,144428-2015
47,5/27/2015 5:04,5.436,52.918,4,144428-2015
48,5/28/2015 4:37,5.428,52.917,4,144428-2015
49,5/28/2015 5:54,5.441,52.919,4,144428-2015
50,5/28/2015 5:56,5.439,52.917,4,144428-2015
51,5/28/2015 6:18,5.433,52.92,4,144428-2015
52,5/28/2015 7:35,5.437,52.91,4,144428-2015
53,5/28/2015 9:13,5.498,52.917,2,144428-2015
54,5/28/2015 9:42,5.446,52.923,4,144428-2015
