*,date_time,longitude,latitude,b,id
1,1/1/2018 10:54,-16.225,16.403,-1,144129-2018
2,1/2/2018 17:06,-16.234,16.397,-1,144129-2018
3,1/2/2018 18:13,-16.234,16.398,-1,144129-2018
4,1/2/2018 19:03,-16.23,16.4,-1,144129-2018
5,1/2/2018 19:50,-16.233,16.396,-1,144129-2018
6,1/2/2018 21:38,-16.233,16.373,-1,144129-2018
7,1/3/2018 21:22,-16.261,16.432,-1,144129-2018
8,1/3/2018 23:00,-16.228,16.388,-1,144129-2018
9,1/5/2018 5:23,-16.238,16.405,-1,144129-2018
10,1/5/2018 6:45,-16.239,16.403,-1,144129-2018
11,1/5/2018 9:28,-16.239,16.407,-1,144129-2018
12,1/5/2018 11:10,-16.243,16.403,-1,144129-2018
13,1/6/2018 17:46,-16.268,16.382,-1,144129-2018
14,1/6/2018 19:04,-16.224,16.386,-1,144129-2018
15,1/6/2018 19:27,-16.227,16.383,-1,144129-2018
16,1/7/2018 20:20,-16.241,16.399,-1,144129-2018
17,1/7/2018 20:35,-16.241,16.406,-1,144129-2018
18,1/7/2018 20:45,-16.242,16.403,-1,144129-2018
19,1/7/2018 21:38,-16.236,16.403,-1,144129-2018
20,1/7/2018 22:32,-16.239,16.405,-1,144129-2018
21,1/7/2018 23:19,-16.233,16.414,-1,144129-2018
22,1/9/2018 4:35,-16.24,16.406,-1,144129-2018
23,1/9/2018 6:13,-16.235,16.41,-1,144129-2018
24,1/9/2018 7:06,-16.236,16.412,-1,144129-2018
25,1/9/2018 7:29,-16.234,16.41,-1,144129-2018
26,1/9/2018 8:22,-16.237,16.407,-1,144129-2018
27,1/9/2018 9:09,-16.237,16.407,-1,144129-2018
28,1/10/2018 11:04,-16.241,16.399,-1,144129-2018
29,1/10/2018 17:14,-16.239,16.406,-1,144129-2018
30,1/11/2018 17:05,-16.249,16.388,-1,144129-2018
31,1/11/2018 18:32,-16.239,16.408,-1,144129-2018
32,1/11/2018 18:39,-16.239,16.408,-1,144129-2018
33,1/11/2018 20:11,-16.235,16.41,-1,144129-2018
34,1/11/2018 21:36,-16.237,16.404,-1,144129-2018
35,1/11/2018 21:53,-16.238,16.409,-1,144129-2018
36,1/11/2018 23:34,-16.235,16.411,-1,144129-2018
37,1/13/2018 6:42,-16.241,16.404,-1,144129-2018
38,1/14/2018 8:01,-16.247,16.406,-1,144129-2018
39,1/14/2018 11:19,-16.237,16.406,-1,144129-2018
40,1/15/2018 18:06,-16.234,16.4,-1,144129-2018
41,1/15/2018 19:09,-16.233,16.406,-1,144129-2018
42,1/15/2018 22:10,-16.228,16.408,-1,144129-2018
43,1/17/2018 4:42,-16.24,16.404,-1,144129-2018
44,1/18/2018 6:11,-16.24,16.401,-1,144129-2018
45,1/18/2018 8:01,-16.235,16.405,-1,144129-2018
46,1/18/2018 9:04,-16.236,16.405,-1,144129-2018
47,1/18/2018 9:56,-16.234,16.408,-1,144129-2018
48,1/18/2018 10:57,-16.24,16.406,-1,144129-2018
49,1/18/2018 11:37,-16.24,16.401,-1,144129-2018
50,1/19/2018 17:11,-16.236,16.407,-1,144129-2018
51,1/19/2018 18:37,-16.237,16.407,-1,144129-2018
52,1/19/2018 19:21,-16.238,16.406,-1,144129-2018
53,1/20/2018 19:54,-16.232,16.403,-1,144129-2018
54,1/20/2018 19:55,-16.232,16.404,-1,144129-2018
55,1/20/2018 21:33,-16.233,16.405,-1,144129-2018
56,1/20/2018 22:07,-16.237,16.405,-1,144129-2018
57,1/22/2018 7:04,-16.242,16.407,-1,144129-2018
58,1/22/2018 8:01,-16.235,16.405,-1,144129-2018
59,1/22/2018 8:20,-16.238,16.406,-1,144129-2018
60,1/22/2018 10:17,-16.231,16.401,-1,144129-2018
61,1/23/2018 9:49,-16.236,16.396,-1,144129-2018
62,1/23/2018 9:56,-16.237,16.405,-1,144129-2018
63,1/23/2018 10:54,-16.236,16.407,-1,144129-2018
64,1/23/2018 16:24,-16.234,16.4,-1,144129-2018
65,1/24/2018 19:56,-16.237,16.404,-1,144129-2018
66,1/24/2018 20:06,-16.244,16.421,-1,144129-2018
67,1/24/2018 20:46,-16.236,16.405,-1,144129-2018
68,1/24/2018 22:25,-16.24,16.402,-1,144129-2018
69,1/26/2018 4:37,-16.233,16.401,-1,144129-2018
70,1/26/2018 6:18,-16.232,16.394,-1,144129-2018
71,1/26/2018 6:36,-16.235,16.404,-1,144129-2018
72,1/26/2018 7:28,-16.234,16.403,-1,144129-2018
73,1/26/2018 7:56,-16.213,16.37,-1,144129-2018
74,1/27/2018 7:32,-16.208,16.4,-1,144129-2018
75,1/27/2018 9:02,-16.24,16.406,-1,144129-2018
76,1/27/2018 10:11,-16.239,16.408,-1,144129-2018
77,1/27/2018 11:13,-16.226,16.41,-1,144129-2018
78,1/27/2018 11:52,-16.236,16.409,-1,144129-2018
79,1/28/2018 15:28,-16.224,16.399,-1,144129-2018
80,1/28/2018 17:09,-16.232,16.405,-1,144129-2018
81,1/28/2018 18:01,-16.233,16.404,-1,144129-2018
82,1/28/2018 18:13,-16.233,16.405,-1,144129-2018
83,1/28/2018 19:54,-16.237,16.406,-1,144129-2018
84,1/28/2018 20:00,-16.239,16.404,-1,144129-2018
85,1/28/2018 21:44,-16.236,16.4,-1,144129-2018
86,1/29/2018 22:21,-16.224,16.407,-1,144129-2018
87,1/30/2018 5:32,-16.238,16.406,-1,144129-2018
88,1/31/2018 5:19,-16.238,16.407,-1,144129-2018
89,1/31/2018 7:24,-16.227,16.386,-1,144129-2018
90,1/31/2018 8:11,-16.206,16.392,-1,144129-2018
91,1/31/2018 10:28,-16.231,16.405,-1,144129-2018
92,2/1/2018 16:21,-16.232,16.403,-1,144129-2018
93,2/1/2018 18:13,-16.234,16.403,-1,144129-2018
94,2/1/2018 19:51,-16.229,16.404,-1,144129-2018
95,2/2/2018 20:25,-16.232,16.407,-1,144129-2018
96,2/2/2018 20:42,-16.229,16.405,-1,144129-2018
97,2/2/2018 21:55,-16.236,16.401,-1,144129-2018
98,2/2/2018 22:39,-16.232,16.401,-1,144129-2018
99,2/4/2018 4:33,-16.229,16.406,-1,144129-2018
100,2/4/2018 6:56,-16.225,16.406,-1,144129-2018
101,2/4/2018 9:07,-16.227,16.403,-1,144129-2018
102,2/4/2018 9:08,-16.233,16.404,-1,144129-2018
103,2/5/2018 10:28,-16.232,16.407,-1,144129-2018
104,2/5/2018 15:41,-16.225,16.406,-1,144129-2018
105,2/5/2018 17:18,-16.231,16.405,-1,144129-2018
106,2/6/2018 17:04,-16.214,16.406,-1,144129-2018
107,2/6/2018 18:22,-16.209,16.408,-1,144129-2018
108,2/6/2018 19:26,-16.267,16.39,-1,144129-2018
109,2/6/2018 19:55,-16.232,16.398,-1,144129-2018
110,2/6/2018 20:01,-16.229,16.4,-1,144129-2018
111,2/6/2018 21:13,-16.231,16.394,-1,144129-2018
112,2/6/2018 21:36,-16.231,16.394,-1,144129-2018
113,2/6/2018 22:56,-16.23,16.403,-1,144129-2018
114,2/8/2018 5:28,-16.228,16.41,-1,144129-2018
115,2/8/2018 6:29,-16.23,16.404,-1,144129-2018
116,2/8/2018 7:32,-16.231,16.405,-1,144129-2018
117,2/9/2018 7:40,-16.249,16.42,-1,144129-2018
118,2/9/2018 8:44,-16.224,16.413,-1,144129-2018
119,2/9/2018 9:51,-16.216,16.408,-1,144129-2018
120,2/9/2018 10:44,-16.235,16.422,-1,144129-2018
121,2/10/2018 16:19,-16.218,16.403,-1,144129-2018
122,2/10/2018 17:57,-16.227,16.482,-1,144129-2018
123,2/10/2018 19:07,-16.239,16.49,-1,144129-2018
124,2/10/2018 19:33,-16.226,16.376,-1,144129-2018
125,2/10/2018 19:38,-16.236,16.417,-1,144129-2018
126,2/10/2018 20:49,-16.23,16.419,-1,144129-2018
127,2/10/2018 21:32,-16.239,16.416,-1,144129-2018
128,2/11/2018 22:53,-16.25,16.46,-1,144129-2018
129,2/12/2018 4:43,-16.242,16.46,-1,144129-2018
130,2/13/2018 6:12,-16.252,16.459,-1,144129-2018
131,2/13/2018 7:07,-16.211,16.406,-1,144129-2018
132,2/13/2018 7:16,-16.214,16.405,-1,144129-2018
133,2/13/2018 8:48,-16.216,16.396,-1,144129-2018
134,2/13/2018 9:01,-16.222,16.409,-1,144129-2018
135,2/13/2018 10:20,-16.215,16.404,-1,144129-2018
136,2/13/2018 10:59,-16.213,16.407,-1,144129-2018
137,2/14/2018 17:13,-16.219,16.419,-1,144129-2018
138,2/14/2018 17:50,-16.343,16.532,-1,144129-2018
139,2/14/2018 19:11,-16.244,16.444,-1,144129-2018
140,2/14/2018 19:27,-16.247,16.442,-1,144129-2018
141,2/14/2018 20:02,-16.246,16.443,-1,144129-2018
142,2/15/2018 19:51,-16.241,16.443,-1,144129-2018
143,2/15/2018 21:31,-16.243,16.441,-1,144129-2018
144,2/15/2018 22:26,-16.238,16.445,-1,144129-2018
145,2/15/2018 23:09,-16.263,16.447,-1,144129-2018
146,2/17/2018 3:50,-16.243,16.445,-1,144129-2018
147,2/17/2018 5:27,-16.244,16.443,-1,144129-2018
148,2/17/2018 6:47,-16.138,16.478,-1,144129-2018
149,2/17/2018 7:09,-16.216,16.412,-1,144129-2018
150,2/17/2018 8:18,-16.218,16.402,-1,144129-2018
151,2/17/2018 8:46,-16.209,16.407,-1,144129-2018
