*,date_time,longitude,latitude,b,id
1,5/16/2015 13:42,5.436,52.92,4,144418-2015
2,5/16/2015 14:47,5.43,52.919,4,144418-2015
3,5/16/2015 15:43,5.435,52.92,4,144418-2015
4,5/16/2015 16:25,5.435,52.921,4,144418-2015
5,5/16/2015 17:21,5.434,52.918,4,144418-2015
6,5/16/2015 17:58,5.418,52.918,-1,144418-2015
7,5/16/2015 19:39,5.434,52.924,4,144418-2015
8,5/16/2015 20:17,5.436,52.921,4,144418-2015
9,5/17/2015 19:57,5.431,52.919,4,144418-2015
10,5/17/2015 21:34,5.437,52.921,4,144418-2015
11,5/18/2015 1:45,5.434,52.922,4,144418-2015
12,5/18/2015 3:27,5.436,52.922,4,144418-2015
13,5/19/2015 3:15,5.456,52.923,4,144418-2015
14,5/19/2015 4:18,5.441,52.912,-1,144418-2015
15,5/19/2015 4:20,5.443,52.915,4,144418-2015
16,5/19/2015 5:59,5.411,52.938,2,144418-2015
17,5/19/2015 6:00,5.392,52.927,2,144418-2015
18,5/19/2015 6:20,5.434,52.921,4,144418-2015
19,5/19/2015 8:39,5.419,52.921,4,144418-2015
20,5/19/2015 9:28,5.434,52.92,4,144418-2015
21,5/19/2015 9:38,5.433,52.92,4,144418-2015
22,5/19/2015 10:17,5.431,52.918,4,144418-2015
23,5/20/2015 10:04,5.332,52.938,2,144418-2015
24,5/20/2015 10:47,5.441,52.926,4,144418-2015
25,5/20/2015 12:26,5.442,52.92,4,144418-2015
26,5/20/2015 12:53,5.445,52.921,4,144418-2015
27,5/20/2015 14:02,5.459,52.919,-1,144418-2015
28,5/20/2015 14:38,5.437,52.917,4,144418-2015
29,5/20/2015 15:40,5.45,52.922,4,144418-2015
30,5/20/2015 15:45,5.441,52.918,4,144418-2015
31,5/20/2015 17:22,5.435,52.921,4,144418-2015
32,5/20/2015 17:23,5.443,52.91,-1,144418-2015
33,5/20/2015 17:34,5.435,52.916,4,144418-2015
34,5/21/2015 17:10,5.434,52.924,4,144418-2015
35,5/21/2015 18:37,5.438,52.923,4,144418-2015
36,5/21/2015 18:42,5.441,52.919,4,144418-2015
37,5/21/2015 19:25,5.432,52.915,4,144418-2015
38,5/21/2015 20:14,5.431,52.921,4,144418-2015
39,5/21/2015 20:22,5.434,52.921,4,144418-2015
40,5/21/2015 21:53,5.437,52.922,4,144418-2015
41,5/23/2015 2:28,5.431,52.922,4,144418-2015
42,5/23/2015 3:54,5.434,52.919,4,144418-2015
43,5/23/2015 4:10,5.425,52.915,4,144418-2015
44,5/23/2015 4:43,5.432,52.913,4,144418-2015
