*,date_time,longitude,latitude,b,id
1,5/7/2016 17:39,5.439,52.923,1,134755-2016
2,5/7/2016 17:42,5.455,52.91,-1,134755-2016
3,5/7/2016 18:16,5.433,52.925,1,134755-2016
4,5/7/2016 18:50,5.441,52.923,1,134755-2016
5,5/7/2016 19:16,5.437,52.93,1,134755-2016
6,5/7/2016 19:44,5.441,52.926,1,134755-2016
7,5/7/2016 20:26,5.49,52.931,-1,134755-2016
8,5/9/2016 1:39,5.436,52.925,1,134755-2016
9,5/9/2016 3:20,5.434,52.926,1,134755-2016
10,5/9/2016 4:30,5.405,52.913,-1,134755-2016
11,5/9/2016 5:05,5.445,52.928,-1,134755-2016
12,5/9/2016 5:30,5.409,52.929,-1,134755-2016
13,5/9/2016 6:10,5.438,52.924,1,134755-2016
14,5/9/2016 6:18,5.433,52.927,1,134755-2016
15,5/9/2016 7:06,5.446,52.924,-1,134755-2016
16,5/9/2016 8:18,5.439,52.925,1,134755-2016
17,5/10/2016 8:23,5.448,52.939,-1,134755-2016
18,5/10/2016 8:48,5.447,52.939,-1,134755-2016
19,5/10/2016 9:41,5.435,52.925,1,134755-2016
20,5/10/2016 9:57,5.45,52.938,-1,134755-2016
21,5/10/2016 11:23,5.43,52.919,-1,134755-2016
22,5/10/2016 13:03,5.433,52.923,1,134755-2016
23,5/10/2016 14:45,5.464,52.945,-1,134755-2016
24,5/10/2016 16:00,5.442,52.922,1,134755-2016
25,5/11/2016 16:06,5.436,52.925,1,134755-2016
26,5/11/2016 17:12,5.435,52.926,1,134755-2016
27,5/11/2016 17:26,5.429,52.926,1,134755-2016
28,5/11/2016 17:44,5.436,52.926,1,134755-2016
29,5/11/2016 18:51,5.452,52.926,-1,134755-2016
30,5/11/2016 19:08,5.439,52.924,1,134755-2016
31,5/11/2016 19:57,5.432,52.923,1,134755-2016
32,5/11/2016 20:43,5.434,52.933,-1,134755-2016
33,5/11/2016 22:29,5.435,52.93,1,134755-2016
34,5/13/2016 2:35,5.44,52.932,4,134755-2016
35,5/13/2016 4:05,5.437,52.925,4,134755-2016
36,5/13/2016 4:17,5.44,52.922,4,134755-2016
37,5/13/2016 5:25,5.499,52.92,-1,134755-2016
38,5/13/2016 5:26,5.446,52.93,4,134755-2016
39,5/13/2016 5:44,5.427,52.923,4,134755-2016
40,5/13/2016 7:09,5.438,52.926,4,134755-2016
41,5/13/2016 7:16,5.439,52.924,4,134755-2016
42,5/14/2016 9:06,5.442,52.923,4,134755-2016
43,5/14/2016 9:58,5.253,52.954,-1,134755-2016
44,5/14/2016 10:50,5.209,52.976,-1,134755-2016
45,5/14/2016 11:40,5.408,52.943,-1,134755-2016
46,5/14/2016 12:19,5.447,52.93,4,134755-2016
47,5/14/2016 13:56,5.442,52.924,4,134755-2016
48,5/14/2016 15:12,5.454,52.926,4,134755-2016
49,5/15/2016 16:06,5.434,52.923,-1,134755-2016
50,5/15/2016 16:39,5.461,52.929,-1,134755-2016
51,5/15/2016 17:44,5.441,52.923,-1,134755-2016
52,5/15/2016 18:27,5.458,52.921,-1,134755-2016
53,5/15/2016 20:09,5.47,52.949,-1,134755-2016
54,5/15/2016 20:18,5.485,52.94,-1,134755-2016
55,5/15/2016 21:08,5.438,52.928,-1,134755-2016
56,5/17/2016 1:51,5.44,52.928,-1,134755-2016
57,5/17/2016 3:30,5.441,52.932,-1,134755-2016
58,5/17/2016 3:41,5.43,52.93,-1,134755-2016
59,5/17/2016 4:44,5.43,52.93,-1,134755-2016
60,5/17/2016 5:19,5.44,52.925,-1,134755-2016
61,5/17/2016 5:30,5.424,52.928,-1,134755-2016
62,5/17/2016 6:22,5.422,52.927,-1,134755-2016
63,5/18/2016 6:28,5.438,52.925,-1,134755-2016
64,5/18/2016 6:44,5.436,52.926,-1,134755-2016
65,5/18/2016 7:57,5.437,52.928,-1,134755-2016
66,5/18/2016 8:25,5.427,52.935,-1,134755-2016
67,5/18/2016 8:33,5.437,52.925,-1,134755-2016
68,5/18/2016 9:25,5.453,52.922,-1,134755-2016
69,5/18/2016 10:15,5.438,52.926,-1,134755-2016
70,5/18/2016 11:56,5.428,52.918,-1,134755-2016
71,5/18/2016 13:13,5.428,52.923,-1,134755-2016
72,5/19/2016 14:42,5.424,52.938,-1,134755-2016
73,5/19/2016 15:52,5.418,52.93,-1,134755-2016
74,5/19/2016 16:05,5.497,52.925,-1,134755-2016
75,5/19/2016 17:37,5.452,52.928,-1,134755-2016
76,5/19/2016 17:44,5.43,52.926,-1,134755-2016
77,5/19/2016 18:02,5.434,52.927,-1,134755-2016
78,5/19/2016 18:06,5.433,52.928,-1,134755-2016
79,5/19/2016 19:43,5.431,52.933,-1,134755-2016
80,5/19/2016 19:43,5.431,52.934,-1,134755-2016
81,5/19/2016 20:32,5.446,52.931,-1,134755-2016
82,5/19/2016 21:24,5.44,52.931,-1,134755-2016
83,5/21/2016 2:46,5.486,52.922,-1,134755-2016
84,5/21/2016 3:43,5.492,52.918,-1,134755-2016
85,5/21/2016 4:28,5.442,52.92,-1,134755-2016
86,5/21/2016 4:53,5.453,52.928,-1,134755-2016
87,5/21/2016 5:27,5.438,52.926,-1,134755-2016
88,5/22/2016 5:04,5.434,52.941,-1,134755-2016
89,5/22/2016 5:25,5.433,52.937,-1,134755-2016
90,5/22/2016 6:01,5.436,52.935,-1,134755-2016
91,5/22/2016 6:41,5.438,52.934,-1,134755-2016
92,5/22/2016 7:08,5.453,52.933,-1,134755-2016
93,5/22/2016 8:50,5.444,52.932,-1,134755-2016
94,5/22/2016 8:52,5.432,52.938,-1,134755-2016
95,5/22/2016 9:43,5.44,52.924,-1,134755-2016
96,5/22/2016 10:35,5.434,52.925,-1,134755-2016
97,5/22/2016 12:10,5.429,52.944,-1,134755-2016
98,5/22/2016 12:25,5.449,52.93,-1,134755-2016
99,5/23/2016 13:55,5.449,52.93,-1,134755-2016
100,5/23/2016 15:08,5.45,52.928,-1,134755-2016
101,5/23/2016 15:37,5.424,52.926,-1,134755-2016
102,5/23/2016 16:03,5.441,52.926,-1,134755-2016
103,5/23/2016 16:50,5.447,52.935,-1,134755-2016
104,5/23/2016 17:35,5.44,52.926,-1,134755-2016
105,5/23/2016 17:47,5.44,52.927,-1,134755-2016
106,5/23/2016 18:21,5.451,52.925,-1,134755-2016
107,5/23/2016 18:32,5.446,52.928,-1,134755-2016
108,5/23/2016 19:18,5.454,52.93,-1,134755-2016
109,5/23/2016 20:00,5.436,52.925,-1,134755-2016
110,5/24/2016 21:19,5.469,52.911,-1,134755-2016
111,5/25/2016 3:38,5.488,52.918,-1,134755-2016
112,5/26/2016 5:05,5.434,52.979,-1,134755-2016
113,5/26/2016 5:08,5.423,53.003,-1,134755-2016
114,5/26/2016 5:35,5.421,52.99,-1,134755-2016
115,5/26/2016 6:21,5.327,53.011,2,134755-2016
116,5/26/2016 6:43,5.411,53.003,-1,134755-2016
117,5/26/2016 7:15,5.394,52.997,-1,134755-2016
118,5/26/2016 8:23,5.508,53.02,-1,134755-2016
119,5/26/2016 10:01,5.433,52.925,-1,134755-2016
120,5/26/2016 10:51,5.45,52.926,-1,134755-2016
121,5/26/2016 12:29,5.429,52.898,-1,134755-2016
122,5/27/2016 13:11,5.429,52.921,-1,134755-2016
123,5/27/2016 14:51,5.448,52.94,-1,134755-2016
124,5/27/2016 16:06,5.486,52.929,-1,134755-2016
125,5/27/2016 16:06,5.476,52.927,-1,134755-2016
126,5/27/2016 17:10,5.472,52.929,-1,134755-2016
127,5/27/2016 17:43,5.479,52.927,-1,134755-2016
128,5/27/2016 17:46,5.478,52.927,-1,134755-2016
129,5/27/2016 18:51,5.473,52.922,-1,134755-2016
130,5/27/2016 20:17,5.317,52.876,2,134755-2016
131,5/28/2016 20:49,5.444,52.93,-1,134755-2016
132,5/29/2016 1:14,5.313,52.902,2,134755-2016
133,5/29/2016 2:53,5.447,52.929,-1,134755-2016
134,5/29/2016 3:59,5.433,52.926,-1,134755-2016
135,5/30/2016 4:20,5.439,52.926,-1,134755-2016
136,5/30/2016 5:05,5.437,52.926,-1,134755-2016
137,5/30/2016 5:09,5.438,52.926,-1,134755-2016
138,5/30/2016 5:35,5.473,52.926,-1,134755-2016
139,5/30/2016 6:44,5.474,52.927,-1,134755-2016
140,5/30/2016 6:52,5.654,52.973,2,134755-2016
