*,date_time,longitude,latitude,b,id
1,1/1/2016 2:46,-16.384,16.352,-1,144434-2016
2,1/1/2016 4:25,-16.385,16.351,-1,144434-2016
3,1/1/2016 6:52,-16.392,16.351,-1,144434-2016
4,1/2/2016 7:03,-16.385,16.353,-1,144434-2016
5,1/2/2016 8:03,-16.388,16.353,-1,144434-2016
6,1/2/2016 11:00,-16.368,16.353,-1,144434-2016
7,1/3/2016 15:19,-16.364,16.351,-1,144434-2016
8,1/3/2016 17:46,-16.382,16.357,-1,144434-2016
9,1/3/2016 18:41,-16.385,16.355,-1,144434-2016
10,1/3/2016 19:25,-16.384,16.362,-1,144434-2016
11,1/3/2016 19:59,-16.381,16.327,-1,144434-2016
12,1/3/2016 21:45,-16.381,16.33,-1,144434-2016
13,1/4/2016 22:21,-16.389,16.318,-1,144434-2016
14,1/4/2016 23:07,-16.37,16.328,-1,144434-2016
15,1/5/2016 3:44,-16.338,16.318,-1,144434-2016
16,1/6/2016 5:58,-16.379,16.367,-1,144434-2016
17,1/6/2016 6:54,-16.391,16.361,-1,144434-2016
18,1/6/2016 7:05,-16.384,16.358,-1,144434-2016
19,1/6/2016 10:29,-16.321,16.465,-1,144434-2016
20,1/6/2016 11:13,-16.329,16.458,-1,144434-2016
21,1/7/2016 14:34,-16.257,16.419,-1,144434-2016
22,1/7/2016 16:11,-16.235,16.407,-1,144434-2016
23,1/7/2016 17:48,-16.231,16.406,-1,144434-2016
24,1/7/2016 17:59,-16.233,16.405,-1,144434-2016
25,1/7/2016 19:29,-16.236,16.386,-1,144434-2016
26,1/8/2016 21:41,-16.234,16.41,-1,144434-2016
27,1/10/2016 4:25,-16.237,16.403,-1,144434-2016
28,1/10/2016 6:08,-16.258,16.42,-1,144434-2016
29,1/10/2016 7:05,-16.259,16.418,-1,144434-2016
30,1/10/2016 7:09,-16.259,16.419,-1,144434-2016
31,1/10/2016 9:53,-16.259,16.413,-1,144434-2016
32,1/11/2016 11:09,-16.253,16.413,-1,144434-2016
33,1/11/2016 15:24,-16.253,16.417,-1,144434-2016
34,1/11/2016 17:48,-16.26,16.414,-1,144434-2016
35,1/12/2016 18:36,-16.183,16.464,-1,144434-2016
36,1/12/2016 18:41,-16.181,16.465,-1,144434-2016
37,1/12/2016 20:12,-16.157,16.463,-1,144434-2016
38,1/12/2016 22:02,-16.176,16.459,-1,144434-2016
39,1/14/2016 3:39,-16.174,16.459,-1,144434-2016
40,1/14/2016 6:48,-16.178,16.459,-1,144434-2016
41,1/14/2016 7:02,-16.178,16.459,-1,144434-2016
42,1/14/2016 7:07,-16.178,16.459,-1,144434-2016
43,1/15/2016 9:52,-16.318,16.468,-1,144434-2016
44,1/15/2016 10:43,-16.335,16.473,-1,144434-2016
45,1/15/2016 11:27,-16.321,16.47,-1,144434-2016
46,1/15/2016 14:44,-16.319,16.471,-1,144434-2016
47,1/15/2016 16:23,-16.321,16.467,-1,144434-2016
48,1/16/2016 17:55,-16.328,16.467,-1,144434-2016
49,1/16/2016 19:06,-16.324,16.471,-1,144434-2016
50,1/16/2016 19:45,-16.318,16.471,-1,144434-2016
51,1/16/2016 22:18,-16.331,16.47,-1,144434-2016
52,1/18/2016 2:51,-16.327,16.471,-1,144434-2016
53,1/18/2016 6:14,-16.326,16.47,-1,144434-2016
54,1/18/2016 6:18,-16.325,16.471,-1,144434-2016
55,1/18/2016 7:06,-16.323,16.47,-1,144434-2016
56,1/19/2016 7:28,-16.324,16.471,-1,144434-2016
57,1/19/2016 7:42,-16.325,16.471,-1,144434-2016
58,1/19/2016 10:05,-16.327,16.469,-1,144434-2016
59,1/19/2016 11:03,-16.323,16.469,-1,144434-2016
60,1/20/2016 15:24,-16.226,16.405,-1,144434-2016
61,1/20/2016 18:46,-16.227,16.406,-1,144434-2016
62,1/20/2016 19:03,-16.221,16.41,-1,144434-2016
63,1/20/2016 19:19,-16.215,16.407,-1,144434-2016
64,1/21/2016 22:14,-16.211,16.408,-1,144434-2016
65,1/22/2016 3:47,-16.218,16.407,-1,144434-2016
66,1/23/2016 6:41,-16.214,16.406,-1,144434-2016
67,1/23/2016 7:01,-16.213,16.405,-1,144434-2016
68,1/23/2016 7:03,-16.208,16.397,-1,144434-2016
69,1/23/2016 10:23,-16.219,16.411,-1,144434-2016
70,1/24/2016 14:38,-16.217,16.42,-1,144434-2016
71,1/24/2016 16:20,-16.21,16.407,-1,144434-2016
72,1/24/2016 18:04,-16.217,16.412,-1,144434-2016
73,1/24/2016 18:55,-16.22,16.409,-1,144434-2016
74,1/24/2016 19:46,-16.224,16.426,-1,144434-2016
75,1/24/2016 20:37,-16.215,16.408,-1,144434-2016
76,1/25/2016 22:35,-16.209,16.408,-1,144434-2016
77,1/26/2016 3:06,-16.229,16.403,-1,144434-2016
78,1/27/2016 4:33,-16.227,16.404,-1,144434-2016
79,1/27/2016 6:10,-16.228,16.403,-1,144434-2016
80,1/27/2016 6:36,-16.227,16.403,-1,144434-2016
81,1/27/2016 6:43,-16.227,16.403,-1,144434-2016
82,1/27/2016 7:53,-16.227,16.404,-1,144434-2016
83,1/27/2016 10:43,-16.234,16.415,-1,144434-2016
84,1/28/2016 15:34,-16.215,16.409,-1,144434-2016
85,1/28/2016 17:13,-16.228,16.411,-1,144434-2016
86,1/28/2016 18:28,-16.223,16.418,-1,144434-2016
87,1/28/2016 18:55,-16.218,16.409,-1,144434-2016
88,1/28/2016 19:03,-16.219,16.409,-1,144434-2016
89,1/29/2016 19:42,-16.229,16.423,-1,144434-2016
90,1/29/2016 22:50,-16.261,16.42,-1,144434-2016
91,1/31/2016 3:45,-16.226,16.403,-1,144434-2016
92,1/31/2016 6:10,-16.226,16.403,-1,144434-2016
93,1/31/2016 6:44,-16.231,16.406,-1,144434-2016
94,1/31/2016 7:53,-16.212,16.417,-1,144434-2016
95,2/1/2016 10:37,-16.219,16.412,-1,144434-2016
96,2/1/2016 14:49,-16.22,16.407,-1,144434-2016
97,2/1/2016 16:30,-16.222,16.421,-1,144434-2016
98,2/2/2016 17:56,-16.215,16.412,-1,144434-2016
99,2/2/2016 18:44,-16.213,16.407,-1,144434-2016
100,2/2/2016 19:17,-16.23,16.41,-1,144434-2016
