*,date_time,longitude,latitude,b,id
1,5/14/2015 8:24,5.342,52.968,-1,144427-2015
2,5/14/2015 9:32,5.43,52.92,1,144427-2015
3,5/14/2015 10:21,5.435,52.922,1,144427-2015
4,5/14/2015 11:12,5.357,52.983,-1,144427-2015
5,5/14/2015 12:25,5.432,52.919,1,144427-2015
6,5/14/2015 14:04,5.438,52.921,1,144427-2015
7,5/14/2015 15:06,5.429,52.918,1,144427-2015
8,5/15/2015 16:06,5.414,52.919,-1,144427-2015
9,5/15/2015 16:38,5.43,52.921,1,144427-2015
10,5/15/2015 17:46,5.429,52.923,1,144427-2015
11,5/15/2015 18:23,5.432,52.923,1,144427-2015
12,5/15/2015 18:24,5.638,52.883,2,144427-2015
13,5/15/2015 18:54,5.668,52.839,2,144427-2015
14,5/15/2015 20:08,5.67,52.839,2,144427-2015
15,5/15/2015 20:35,5.432,52.921,4,144427-2015
16,5/17/2015 2:00,5.436,52.92,4,144427-2015
17,5/17/2015 3:37,5.435,52.919,4,144427-2015
18,5/17/2015 3:42,5.436,52.92,4,144427-2015
19,5/17/2015 5:23,5.435,52.924,4,144427-2015
20,5/17/2015 5:34,5.412,52.924,4,144427-2015
21,5/18/2015 6:10,5.476,52.922,-1,144427-2015
22,5/18/2015 6:31,5.428,52.939,4,144427-2015
23,5/18/2015 6:47,5.423,52.923,4,144427-2015
24,5/18/2015 8:24,5.421,52.963,2,144427-2015
25,5/18/2015 9:50,5.396,52.931,-1,144427-2015
26,5/18/2015 10:41,5.437,52.923,4,144427-2015
27,5/18/2015 11:29,5.436,52.929,4,144427-2015
28,5/18/2015 11:38,5.432,52.925,4,144427-2015
29,5/18/2015 13:16,5.466,52.93,4,144427-2015
30,5/19/2015 13:05,5.47,52.928,-1,144427-2015
31,5/19/2015 14:10,5.433,52.927,4,144427-2015
32,5/19/2015 14:50,5.44,52.919,4,144427-2015
33,5/19/2015 15:49,5.436,52.921,4,144427-2015
34,5/19/2015 16:08,5.437,52.922,4,144427-2015
35,5/19/2015 17:48,5.454,52.917,4,144427-2015
36,5/19/2015 18:05,5.433,52.917,4,144427-2015
37,5/19/2015 19:19,5.37,52.923,2,144427-2015
38,5/19/2015 19:45,5.408,52.924,-1,144427-2015
39,5/19/2015 20:09,5.409,52.922,4,144427-2015
40,5/20/2015 20:36,4.983,52.889,-1,144427-2015
41,5/20/2015 22:15,5.406,52.936,-1,144427-2015
42,5/21/2015 2:52,5.429,52.924,4,144427-2015
43,5/22/2015 4:22,5.431,52.934,4,144427-2015
44,5/22/2015 5:08,5.427,52.925,4,144427-2015
45,5/22/2015 5:23,5.328,52.941,2,144427-2015
46,5/22/2015 6:06,5.434,52.927,4,144427-2015
47,5/22/2015 6:47,5.433,52.924,4,144427-2015
48,5/22/2015 7:07,5.429,52.925,4,144427-2015
49,5/22/2015 8:25,5.439,52.925,4,144427-2015
50,5/22/2015 9:15,5.427,52.924,4,144427-2015
51,5/22/2015 10:05,5.428,52.927,4,144427-2015
52,5/22/2015 10:52,5.4,52.928,-1,144427-2015
53,5/22/2015 10:55,5.417,52.919,4,144427-2015
54,5/22/2015 11:47,5.426,52.93,4,144427-2015
55,5/23/2015 11:26,5.413,52.923,4,144427-2015
56,5/23/2015 12:20,5.418,52.925,4,144427-2015
57,5/23/2015 14:05,5.433,52.931,4,144427-2015
58,5/23/2015 14:27,5.433,52.931,4,144427-2015
59,5/23/2015 15:03,5.429,52.923,4,144427-2015
60,5/23/2015 16:09,5.44,52.929,4,144427-2015
61,5/23/2015 16:45,5.442,52.929,4,144427-2015
62,5/23/2015 17:40,5.435,52.931,4,144427-2015
63,5/23/2015 17:49,5.438,52.929,4,144427-2015
64,5/23/2015 18:43,5.438,52.928,4,144427-2015
65,5/24/2015 18:46,5.438,52.925,4,144427-2015
66,5/24/2015 19:14,5.436,52.924,4,144427-2015
67,5/24/2015 20:02,5.436,52.93,4,144427-2015
68,5/24/2015 20:26,5.432,52.93,4,144427-2015
69,5/24/2015 20:48,5.43,52.928,4,144427-2015
70,5/24/2015 22:35,5.4,52.927,-1,144427-2015
71,5/25/2015 2:06,5.44,52.931,4,144427-2015
72,5/26/2015 1:54,5.44,52.931,4,144427-2015
73,5/26/2015 3:37,5.428,52.93,4,144427-2015
74,5/26/2015 4:39,5.433,52.928,4,144427-2015
75,5/26/2015 5:08,5.421,52.934,4,144427-2015
76,5/26/2015 5:40,5.43,52.931,4,144427-2015
77,5/26/2015 6:20,5.434,52.927,4,144427-2015
78,5/26/2015 6:48,5.431,52.928,4,144427-2015
79,5/26/2015 8:01,5.437,52.928,4,144427-2015
80,5/26/2015 8:42,5.432,52.926,4,144427-2015
81,5/26/2015 9:36,5.438,52.929,4,144427-2015
82,5/27/2015 9:14,5.415,52.925,4,144427-2015
83,5/27/2015 10:04,5.434,52.924,4,144427-2015
84,5/27/2015 10:51,5.454,52.915,4,144427-2015
85,5/27/2015 11:38,5.434,52.915,4,144427-2015
86,5/27/2015 11:44,5.434,52.916,4,144427-2015
87,5/27/2015 13:17,5.436,52.924,4,144427-2015
88,5/27/2015 14:24,5.431,52.923,4,144427-2015
89,5/27/2015 14:58,5.445,52.92,4,144427-2015
90,5/27/2015 15:57,5.435,52.924,4,144427-2015
91,5/27/2015 16:11,5.436,52.923,4,144427-2015
92,5/28/2015 17:23,5.433,52.921,4,144427-2015
93,5/28/2015 17:32,5.424,52.916,4,144427-2015
94,5/28/2015 18:22,5.434,52.911,4,144427-2015
95,5/28/2015 18:47,5.434,52.91,4,144427-2015
96,5/28/2015 19:29,5.43,52.923,4,144427-2015
97,5/28/2015 20:00,5.434,52.917,4,144427-2015
98,5/28/2015 20:19,5.43,52.92,4,144427-2015
99,5/28/2015 21:11,5.492,52.937,2,144427-2015
100,5/28/2015 22:51,5.439,52.943,4,144427-2015
101,5/30/2015 2:51,5.435,52.923,4,144427-2015
102,5/30/2015 3:34,5.472,52.919,-1,144427-2015
103,5/30/2015 4:32,5.451,52.931,4,144427-2015
104,5/30/2015 5:07,5.43,52.916,4,144427-2015
105,5/30/2015 5:14,5.43,52.92,4,144427-2015
106,5/30/2015 6:11,5.528,52.927,2,144427-2015
107,5/30/2015 6:47,5.429,52.922,4,144427-2015
108,5/30/2015 6:53,5.438,52.923,4,144427-2015
109,5/30/2015 7:16,5.393,52.904,2,144427-2015
110,5/31/2015 7:05,5.43,52.912,4,144427-2015
111,5/31/2015 7:49,5.412,52.909,-1,144427-2015
112,5/31/2015 8:02,5.45,52.9,2,144427-2015
113,5/31/2015 8:40,5.411,52.914,4,144427-2015
114,5/31/2015 9:29,5.413,52.922,4,144427-2015
115,5/31/2015 10:18,5.438,52.919,4,144427-2015
116,5/31/2015 12:00,5.437,52.929,4,144427-2015
117,5/31/2015 12:33,5.436,52.925,4,144427-2015
118,5/31/2015 14:13,5.435,52.921,4,144427-2015
119,5/31/2015 14:32,5.434,52.921,4,144427-2015
120,6/1/2015 15:04,5.43,52.92,4,144427-2015
121,6/1/2015 15:46,5.43,52.92,4,144427-2015
122,6/1/2015 16:45,5.429,52.921,4,144427-2015
123,6/1/2015 17:25,5.433,52.921,4,144427-2015
124,6/1/2015 17:55,5.431,52.921,4,144427-2015
125,6/1/2015 18:07,5.434,52.922,4,144427-2015
126,6/1/2015 19:36,5.433,52.92,4,144427-2015
127,6/1/2015 19:42,5.426,52.919,4,144427-2015
128,6/1/2015 20:41,5.447,52.911,4,144427-2015
129,6/1/2015 21:13,5.44,52.921,4,144427-2015
130,6/1/2015 21:23,5.429,52.927,4,144427-2015
131,6/3/2015 2:09,5.404,52.919,-1,144427-2015
132,6/3/2015 3:10,5.441,52.916,4,144427-2015
133,6/3/2015 3:49,5.401,52.928,-1,144427-2015
134,6/3/2015 4:47,5.429,52.92,4,144427-2015
135,6/3/2015 4:47,5.428,52.921,4,144427-2015
136,6/3/2015 5:09,5.424,52.922,4,144427-2015
137,6/3/2015 5:27,5.424,52.922,4,144427-2015
138,6/4/2015 5:57,5.438,52.92,4,144427-2015
139,6/4/2015 6:17,5.424,52.926,4,144427-2015
140,6/4/2015 6:24,5.417,52.921,4,144427-2015
141,6/4/2015 7:34,5.436,52.925,4,144427-2015
142,6/4/2015 7:54,5.438,52.922,4,144427-2015
143,6/4/2015 8:04,5.422,52.925,4,144427-2015
144,6/4/2015 8:57,5.447,52.944,-1,144427-2015
145,6/4/2015 9:33,5.452,52.925,4,144427-2015
146,6/4/2015 9:49,5.419,52.922,4,144427-2015
147,6/4/2015 10:36,5.438,52.918,4,144427-2015
148,6/4/2015 11:46,5.405,52.918,-1,144427-2015
149,6/4/2015 12:17,5.405,52.919,-1,144427-2015
150,6/5/2015 13:15,5.458,52.926,4,144427-2015
151,6/5/2015 14:17,5.445,52.912,4,144427-2015
152,6/5/2015 14:59,5.432,52.922,4,144427-2015
153,6/5/2015 15:43,5.433,52.918,4,144427-2015
154,6/5/2015 15:54,5.434,52.921,4,144427-2015
155,6/5/2015 17:25,5.421,52.922,4,144427-2015
156,6/5/2015 17:30,5.442,52.919,4,144427-2015
157,6/5/2015 18:24,5.46,52.927,4,144427-2015
158,6/5/2015 19:11,5.431,52.919,4,144427-2015
159,6/5/2015 19:17,5.428,52.919,4,144427-2015
160,6/5/2015 19:58,5.426,52.92,4,144427-2015
161,6/5/2015 20:50,5.42,52.921,4,144427-2015
162,6/5/2015 20:55,5.499,52.918,2,144427-2015
163,6/6/2015 20:40,5.249,52.907,2,144427-2015
164,6/6/2015 21:19,5.43,52.922,4,144427-2015
165,6/7/2015 1:21,5.462,52.903,-1,144427-2015
166,6/7/2015 3:02,5.436,52.921,-1,144427-2015
167,6/7/2015 4:03,5.471,52.918,-1,144427-2015
168,6/7/2015 4:21,5.422,52.925,-1,144427-2015
169,6/8/2015 4:28,5.435,52.924,-1,144427-2015
170,6/8/2015 4:44,5.436,52.927,-1,144427-2015
171,6/8/2015 5:30,5.435,52.922,-1,144427-2015
172,6/8/2015 6:26,5.442,52.923,-1,144427-2015
173,6/8/2015 7:12,5.439,52.88,-1,144427-2015
174,6/8/2015 7:13,5.495,52.878,2,144427-2015
175,6/8/2015 8:04,5.424,52.877,-1,144427-2015
176,6/8/2015 9:12,5.427,52.924,-1,144427-2015
177,6/8/2015 9:42,5.191,52.802,-1,144427-2015
178,6/8/2015 10:57,5.454,52.911,-1,144427-2015
179,6/8/2015 11:01,5.424,52.916,-1,144427-2015
180,6/9/2015 12:14,5.443,52.926,-1,144427-2015
181,6/9/2015 12:34,5.421,52.924,-1,144427-2015
182,6/9/2015 14:15,5.444,52.928,-1,144427-2015
183,6/9/2015 15:11,5.416,52.918,-1,144427-2015
184,6/9/2015 15:46,5.428,52.921,-1,144427-2015
185,6/9/2015 16:53,5.435,52.924,-1,144427-2015
186,6/9/2015 17:05,5.429,52.923,-1,144427-2015
187,6/9/2015 17:26,5.431,52.922,-1,144427-2015
188,6/9/2015 18:45,5.43,52.921,-1,144427-2015
189,6/10/2015 19:54,5.433,52.913,-1,144427-2015
190,6/10/2015 19:56,5.431,52.917,-1,144427-2015
191,6/10/2015 21:37,5.485,52.917,-1,144427-2015
192,6/11/2015 2:22,5.277,52.948,-1,144427-2015
193,6/12/2015 2:11,5.43,52.936,-1,144427-2015
194,6/12/2015 3:04,5.431,52.937,-1,144427-2015
195,6/12/2015 3:25,5.397,52.938,-1,144427-2015
196,6/12/2015 3:43,5.414,52.929,-1,144427-2015
197,6/12/2015 4:41,5.435,52.928,-1,144427-2015
198,6/12/2015 4:49,5.447,52.908,-1,144427-2015
199,6/12/2015 5:04,5.431,52.923,-1,144427-2015
200,6/12/2015 6:27,5.433,52.922,-1,144427-2015
201,6/12/2015 6:28,5.425,52.921,-1,144427-2015
202,6/12/2015 6:43,5.418,52.921,-1,144427-2015
203,6/12/2015 8:05,5.413,52.923,-1,144427-2015
204,6/12/2015 9:33,5.432,52.925,-1,144427-2015
205,6/13/2015 10:51,5.443,52.905,-1,144427-2015
206,6/13/2015 11:46,5.434,52.91,-1,144427-2015
207,6/13/2015 13:27,5.443,52.911,-1,144427-2015
208,6/13/2015 14:26,5.436,52.911,-1,144427-2015
209,6/13/2015 15:17,5.447,52.913,-1,144427-2015
210,6/13/2015 15:49,5.407,52.908,-1,144427-2015
211,6/13/2015 16:03,5.432,52.922,-1,144427-2015
212,6/13/2015 16:40,5.426,52.913,-1,144427-2015
213,6/13/2015 17:28,5.437,52.918,-1,144427-2015
214,6/14/2015 17:03,5.429,52.924,-1,144427-2015
215,6/14/2015 17:36,5.445,52.911,-1,144427-2015
216,6/14/2015 17:48,5.452,52.914,-1,144427-2015
217,6/14/2015 18:45,5.441,52.916,-1,144427-2015
218,6/14/2015 19:27,5.429,52.92,-1,144427-2015
219,6/14/2015 19:30,5.432,52.923,-1,144427-2015
220,6/14/2015 20:18,5.37,52.902,-1,144427-2015
221,6/14/2015 21:05,5.371,52.904,-1,144427-2015
222,6/14/2015 21:09,5.411,52.917,-1,144427-2015
223,6/16/2015 1:20,5.436,52.933,-1,144427-2015
224,6/16/2015 3:01,5.461,52.926,-1,144427-2015
225,6/16/2015 4:00,5.39,52.893,-1,144427-2015
226,6/16/2015 4:40,5.38,52.88,2,144427-2015
227,6/16/2015 4:41,5.38,52.881,2,144427-2015
228,6/16/2015 4:48,5.385,52.881,2,144427-2015
229,6/16/2015 5:37,5.375,52.883,2,144427-2015
230,6/16/2015 6:18,5.386,52.88,2,144427-2015
231,6/16/2015 6:24,5.38,52.878,2,144427-2015
232,6/16/2015 7:20,5.371,52.882,2,144427-2015
233,6/16/2015 8:01,5.37,52.88,2,144427-2015
234,6/17/2015 9:28,5.378,52.878,2,144427-2015
235,6/17/2015 10:25,5.387,52.871,2,144427-2015
236,6/17/2015 11:04,5.386,52.868,2,144427-2015
237,6/17/2015 11:08,5.395,52.874,2,144427-2015
238,6/17/2015 12:42,5.387,52.871,2,144427-2015
239,6/17/2015 14:24,5.386,52.868,2,144427-2015
240,6/17/2015 15:19,5.449,52.888,-1,144427-2015
241,6/18/2015 15:07,5.388,52.88,2,144427-2015
242,6/18/2015 15:23,5.385,52.882,2,144427-2015
243,6/18/2015 16:51,5.393,52.882,2,144427-2015
244,6/18/2015 17:03,5.389,52.882,2,144427-2015
245,6/18/2015 17:18,5.39,52.882,2,144427-2015
246,6/18/2015 17:21,5.467,52.907,-1,144427-2015
247,6/18/2015 18:33,5.477,52.854,2,144427-2015
248,6/18/2015 18:41,5.706,53.017,2,144427-2015
249,6/18/2015 18:54,5.51,52.959,2,144427-2015
250,6/18/2015 19:01,5.579,53.004,2,144427-2015
251,6/18/2015 19:44,5.555,52.999,2,144427-2015
252,6/18/2015 20:36,5.576,53.004,2,144427-2015
253,6/18/2015 20:40,5.574,53.004,2,144427-2015
254,6/18/2015 22:20,5.584,53.005,2,144427-2015
255,6/20/2015 2:16,5.407,52.916,2,144427-2015
256,6/20/2015 2:37,5.408,52.914,-1,144427-2015
257,6/20/2015 4:01,5.409,52.86,2,144427-2015
258,6/20/2015 4:14,5.401,52.862,2,144427-2015
259,6/20/2015 4:46,5.395,52.861,2,144427-2015
260,6/20/2015 4:53,5.404,52.862,2,144427-2015
261,6/20/2015 5:53,5.407,52.863,2,144427-2015
262,6/21/2015 5:21,5.705,53.057,2,144427-2015
263,6/21/2015 6:03,5.708,53.055,2,144427-2015
264,6/21/2015 6:23,5.708,53.059,2,144427-2015
265,6/21/2015 7:02,5.703,53.058,2,144427-2015
266,6/21/2015 8:04,5.717,53.067,2,144427-2015
267,6/21/2015 9:45,5.725,53.056,2,144427-2015
268,6/21/2015 10:39,5.698,53.057,2,144427-2015
269,6/21/2015 11:26,5.716,53.052,2,144427-2015
270,6/21/2015 11:57,5.705,53.057,2,144427-2015
271,6/22/2015 12:42,5.962,53.341,-1,144427-2015
272,6/22/2015 13:26,5.977,53.347,-1,144427-2015
273,6/22/2015 15:25,5.973,53.343,-1,144427-2015
274,6/22/2015 16:01,5.98,53.346,-1,144427-2015
275,6/22/2015 16:56,5.989,53.349,-1,144427-2015
276,6/22/2015 17:04,5.978,53.345,-1,144427-2015
277,6/22/2015 17:48,5.963,53.338,-1,144427-2015
278,6/22/2015 18:35,5.976,53.345,-1,144427-2015
279,6/22/2015 19:14,6.006,53.362,-1,144427-2015
280,6/22/2015 20:03,6.146,53.353,-1,144427-2015
281,6/23/2015 19:44,6.107,53.331,-1,144427-2015
282,6/23/2015 19:46,6.182,53.374,-1,144427-2015
283,6/23/2015 20:32,6.158,53.356,-1,144427-2015
284,6/23/2015 22:13,6.189,53.347,-1,144427-2015
285,6/24/2015 1:29,6.153,53.358,-1,144427-2015
286,6/24/2015 3:12,6.156,53.359,-1,144427-2015
287,6/25/2015 2:59,6.161,53.343,-1,144427-2015
288,6/25/2015 3:21,6.161,53.343,-1,144427-2015
289,6/25/2015 4:23,6.288,53.259,-1,144427-2015
290,6/25/2015 4:40,6.24,53.288,-1,144427-2015
291,6/25/2015 4:57,6.239,53.247,-1,144427-2015
292,6/25/2015 5:35,6.292,53.251,-1,144427-2015
293,6/25/2015 6:03,6.297,53.252,-1,144427-2015
294,6/25/2015 6:36,6.301,53.248,-1,144427-2015
295,6/25/2015 7:18,6.293,53.255,-1,144427-2015
296,6/25/2015 7:39,6.3,53.247,-1,144427-2015
297,6/25/2015 8:20,6.3,53.247,-1,144427-2015
298,6/25/2015 9:10,6.284,53.252,-1,144427-2015
299,6/25/2015 10:04,6.309,53.249,-1,144427-2015
300,6/26/2015 10:32,6.04,53.35,-1,144427-2015
301,6/26/2015 11:22,6.033,53.356,-1,144427-2015
302,6/26/2015 12:44,6.054,53.354,-1,144427-2015
303,6/26/2015 12:58,6.054,53.354,-1,144427-2015
304,6/26/2015 14:25,6.046,53.35,-1,144427-2015
305,6/26/2015 15:14,6.04,53.349,-1,144427-2015
306,6/26/2015 15:25,6.04,53.35,-1,144427-2015
307,6/26/2015 16:58,6.166,53.362,-1,144427-2015
308,6/26/2015 17:02,6.168,53.358,-1,144427-2015
309,6/26/2015 18:11,6.152,53.356,-1,144427-2015
310,6/27/2015 19:10,6.156,53.357,-1,144427-2015
311,6/27/2015 19:17,6.16,53.355,-1,144427-2015
312,6/27/2015 19:59,6.159,53.356,-1,144427-2015
313,6/27/2015 20:50,6.158,53.356,-1,144427-2015
314,6/27/2015 20:55,6.169,53.356,-1,144427-2015
315,6/29/2015 2:20,6.335,53.248,-1,144427-2015
316,6/29/2015 3:58,6.419,53.23,-1,144427-2015
317,6/29/2015 4:30,6.41,53.228,-1,144427-2015
318,6/29/2015 4:50,6.416,53.23,-1,144427-2015
319,6/29/2015 5:42,6.437,53.221,-1,144427-2015
320,6/29/2015 6:04,6.298,53.251,-1,144427-2015
321,6/29/2015 6:11,6.295,53.251,-1,144427-2015
322,6/29/2015 6:31,6.296,53.25,-1,144427-2015
323,6/29/2015 7:42,6.29,53.252,-1,144427-2015
324,6/29/2015 8:39,6.286,53.251,-1,144427-2015
325,6/30/2015 10:00,6.168,53.355,-1,144427-2015
326,6/30/2015 10:48,6.159,53.356,-1,144427-2015
327,6/30/2015 11:38,6.166,53.352,-1,144427-2015
328,6/30/2015 11:56,6.167,53.363,-1,144427-2015
329,6/30/2015 13:38,6.16,53.353,-1,144427-2015
330,6/30/2015 13:49,6.164,53.352,-1,144427-2015
331,6/30/2015 15:22,6.184,53.347,-1,144427-2015
332,6/30/2015 15:25,6.283,53.253,-1,144427-2015
333,6/30/2015 16:09,6.282,53.255,-1,144427-2015
334,7/1/2015 16:40,6.287,53.254,-1,144427-2015
335,7/1/2015 17:14,6.276,53.247,-1,144427-2015
336,7/1/2015 17:43,6.288,53.249,-1,144427-2015
337,7/1/2015 18:19,6.285,53.247,-1,144427-2015
338,7/1/2015 18:53,6.289,53.254,-1,144427-2015
339,7/1/2015 19:26,6.288,53.254,-1,144427-2015
340,7/1/2015 20:15,6.293,53.254,-1,144427-2015
341,7/1/2015 20:31,6.553,53.31,-1,144427-2015
342,7/1/2015 21:05,6.16,53.357,-1,144427-2015
343,7/3/2015 3:12,6.158,53.356,-1,144427-2015
344,7/3/2015 4:04,6.122,53.354,-1,144427-2015
345,7/3/2015 4:05,6.122,53.353,-1,144427-2015
346,7/3/2015 4:53,6.128,53.35,-1,144427-2015
347,7/3/2015 5:43,6.122,53.357,-1,144427-2015
348,7/3/2015 5:45,6.121,53.357,-1,144427-2015
349,7/3/2015 6:04,6.123,53.356,-1,144427-2015
350,7/3/2015 7:16,6.114,53.358,-1,144427-2015
351,7/4/2015 8:35,6.284,53.253,-1,144427-2015
352,7/4/2015 10:18,6.284,53.256,-1,144427-2015
353,7/4/2015 11:07,6.278,53.261,-1,144427-2015
354,7/4/2015 11:13,6.291,53.264,-1,144427-2015
355,7/4/2015 11:57,6.287,53.253,-1,144427-2015
356,7/4/2015 12:54,6.335,53.263,-1,144427-2015
357,7/4/2015 14:37,6.289,53.255,-1,144427-2015
358,7/4/2015 15:26,6.287,53.255,-1,144427-2015
359,7/4/2015 15:27,6.289,53.253,-1,144427-2015
360,7/5/2015 16:41,6.299,53.252,-1,144427-2015
361,7/5/2015 16:57,6.293,53.254,-1,144427-2015
362,7/5/2015 18:28,6.194,53.269,-1,144427-2015
363,7/5/2015 19:45,6.154,53.356,-1,144427-2015
364,7/5/2015 20:05,6.159,53.356,-1,144427-2015
365,7/5/2015 20:35,6.151,53.355,-1,144427-2015
366,7/5/2015 21:24,6.13,53.354,-1,144427-2015
367,7/5/2015 23:04,6.089,53.37,-1,144427-2015
368,7/7/2015 2:28,6.149,53.355,-1,144427-2015
369,7/7/2015 3:38,6.141,53.315,-1,144427-2015
370,7/7/2015 4:07,6.287,53.252,-1,144427-2015
371,7/7/2015 4:24,6.294,53.255,-1,144427-2015
372,7/7/2015 4:58,6.288,53.255,-1,144427-2015
373,7/7/2015 5:18,6.295,53.254,-1,144427-2015
374,7/7/2015 6:04,6.296,53.252,-1,144427-2015
375,7/7/2015 6:40,6.29,53.254,-1,144427-2015
376,7/8/2015 7:19,6.293,53.253,-1,144427-2015
377,7/8/2015 8:11,6.289,53.254,-1,144427-2015
378,7/8/2015 8:53,6.295,53.251,-1,144427-2015
379,7/8/2015 9:45,6.291,53.251,-1,144427-2015
380,7/8/2015 10:33,6.293,53.25,-1,144427-2015
381,7/8/2015 11:28,6.297,53.257,-1,144427-2015
382,7/8/2015 12:14,6.286,53.25,-1,144427-2015
383,7/8/2015 13:47,6.271,53.255,-1,144427-2015
384,7/9/2015 15:00,4.344,51.714,5,144427-2015
385,7/9/2015 15:19,4.344,51.714,5,144427-2015
386,7/9/2015 16:08,4.339,51.71,5,144427-2015
387,7/9/2015 16:42,4.345,51.709,5,144427-2015
388,7/9/2015 18:02,4.277,51.654,5,144427-2015
389,7/9/2015 18:19,4.09,51.714,5,144427-2015
390,7/9/2015 18:21,4.055,51.682,5,144427-2015
391,7/9/2015 19:42,3.781,51.019,5,144427-2015
392,7/9/2015 19:52,3.965,50.9,5,144427-2015
393,7/9/2015 20:56,2.294,50.125,-1,144427-2015
394,7/9/2015 21:19,3.202,49.886,-1,144427-2015
395,7/9/2015 21:43,2.805,49.832,-1,144427-2015
396,7/10/2015 22:53,-5.135,39.257,-1,144427-2015
397,7/11/2015 1:50,-5.89,37.671,-1,144427-2015
398,7/11/2015 3:24,-6.757,37.103,-1,144427-2015
399,7/11/2015 4:51,-6.986,37.223,-1,144427-2015
400,7/11/2015 5:07,-6.932,37.212,-1,144427-2015
401,7/12/2015 5:46,-6.87,37.275,-1,144427-2015
402,7/12/2015 5:47,-6.869,37.276,-1,144427-2015
403,7/12/2015 5:59,-6.86,37.279,-1,144427-2015
404,7/12/2015 7:23,-6.854,37.272,-1,144427-2015
405,7/12/2015 7:25,-6.796,37.302,-1,144427-2015
406,7/12/2015 9:13,-6.873,37.28,-1,144427-2015
407,7/12/2015 10:07,-6.986,37.222,-1,144427-2015
408,7/12/2015 10:53,-6.991,37.223,-1,144427-2015
409,7/12/2015 12:32,-6.993,37.226,-1,144427-2015
410,7/13/2015 14:32,-6.861,37.285,-1,144427-2015
411,7/13/2015 16:41,-6.848,37.258,-1,144427-2015
412,7/13/2015 17:02,-6.893,37.265,-1,144427-2015
413,7/13/2015 17:39,-6.9,37.263,-1,144427-2015
414,7/13/2015 18:19,-6.875,37.267,-1,144427-2015
415,7/13/2015 18:43,-6.875,37.267,-1,144427-2015
416,7/13/2015 19:19,-6.878,37.267,-1,144427-2015
417,7/13/2015 20:12,-6.874,37.268,-1,144427-2015
418,7/14/2015 20:51,-6.87,37.271,-1,144427-2015
419,7/14/2015 21:29,-6.859,37.277,-1,144427-2015
420,7/14/2015 23:12,-6.869,37.283,-1,144427-2015
421,7/15/2015 2:39,-6.874,37.275,-1,144427-2015
422,7/15/2015 4:22,-6.875,37.272,-1,144427-2015
423,7/15/2015 4:31,-6.876,37.273,-1,144427-2015
424,7/16/2015 5:01,-6.862,37.288,-1,144427-2015
425,7/16/2015 5:32,-6.871,37.266,-1,144427-2015
426,7/16/2015 5:46,-6.889,37.264,-1,144427-2015
427,7/16/2015 6:42,-6.885,37.268,-1,144427-2015
428,7/16/2015 7:14,-6.882,37.266,-1,144427-2015
429,7/16/2015 7:23,-6.88,37.268,-1,144427-2015
430,7/16/2015 9:31,-6.89,37.263,-1,144427-2015
431,7/16/2015 10:26,-6.888,37.271,-1,144427-2015
432,7/16/2015 11:11,-6.853,37.271,-1,144427-2015
433,7/17/2015 13:46,-6.859,37.279,-1,144427-2015
434,7/17/2015 15:27,-6.86,37.279,-1,144427-2015
435,7/17/2015 16:14,-6.857,37.28,-1,144427-2015
436,7/17/2015 17:58,-6.884,37.268,-1,144427-2015
437,7/17/2015 18:19,-6.901,37.237,-1,144427-2015
438,7/17/2015 18:53,-6.909,37.238,-1,144427-2015
439,7/17/2015 20:29,-6.889,37.262,-1,144427-2015
440,7/17/2015 20:33,-6.889,37.265,-1,144427-2015
441,7/18/2015 21:03,-6.884,37.269,-1,144427-2015
442,7/18/2015 21:44,-6.882,37.269,-1,144427-2015
443,7/19/2015 1:59,-6.866,37.283,-1,144427-2015
444,7/19/2015 3:37,-6.865,37.284,-1,144427-2015
445,7/19/2015 4:29,-6.865,37.286,-1,144427-2015
446,7/20/2015 5:06,-6.861,37.283,-1,144427-2015
447,7/20/2015 5:06,-6.866,37.286,-1,144427-2015
448,7/20/2015 5:42,-6.865,37.285,-1,144427-2015
449,7/20/2015 5:50,-6.868,37.286,-1,144427-2015
450,7/20/2015 6:47,-6.865,37.285,-1,144427-2015
451,7/20/2015 7:25,-6.863,37.285,-1,144427-2015
452,7/20/2015 9:44,-6.881,37.268,-1,144427-2015
453,7/20/2015 10:44,-6.873,37.27,-1,144427-2015
454,7/20/2015 11:28,-6.879,37.271,-1,144427-2015
455,7/21/2015 14:44,-6.87,37.272,-1,144427-2015
456,7/21/2015 16:44,-6.863,37.286,-1,144427-2015
457,7/21/2015 17:09,-6.855,37.287,-1,144427-2015
458,7/21/2015 18:22,-6.859,37.287,-1,144427-2015
459,7/21/2015 18:27,-6.866,37.285,-1,144427-2015
460,7/21/2015 18:51,-6.864,37.287,-1,144427-2015
461,7/21/2015 20:06,-6.863,37.285,-1,144427-2015
462,7/22/2015 21:21,-6.891,37.3,-1,144427-2015
463,7/22/2015 22:04,-6.882,37.268,-1,144427-2015
464,7/23/2015 2:54,-6.884,37.267,-1,144427-2015
