*,date_time,longitude,latitude,b,id
1,5/25/2015 2:07,5.482,52.92,2,144436-2015
2,5/25/2015 2:54,5.479,52.919,2,144436-2015
3,5/25/2015 3:51,5.443,52.923,4,144436-2015
4,5/25/2015 4:51,5.437,52.927,4,144436-2015
5,5/25/2015 5:33,5.436,52.927,4,144436-2015
6,5/25/2015 6:10,5.452,52.931,-1,144436-2015
7,5/25/2015 6:32,5.438,52.926,4,144436-2015
8,5/26/2015 6:20,5.433,52.926,4,144436-2015
9,5/26/2015 6:48,5.46,52.928,-1,144436-2015
10,5/26/2015 7:59,5.456,52.927,-1,144436-2015
11,5/26/2015 9:37,5.447,52.923,4,144436-2015
12,5/26/2015 10:23,5.447,52.925,4,144436-2015
13,5/26/2015 11:09,5.444,52.926,4,144436-2015
14,5/26/2015 11:49,5.436,52.927,4,144436-2015
15,5/26/2015 12:05,5.444,52.922,4,144436-2015
16,5/26/2015 13:28,5.44,52.926,4,144436-2015
17,5/27/2015 13:17,5.431,52.926,4,144436-2015
18,5/27/2015 14:22,5.444,52.931,4,144436-2015
19,5/27/2015 15:58,5.447,52.932,4,144436-2015
20,5/27/2015 16:12,5.444,52.928,4,144436-2015
21,5/27/2015 17:12,5.454,52.929,-1,144436-2015
22,5/27/2015 17:51,5.439,52.922,4,144436-2015
23,5/27/2015 18:54,5.439,52.925,4,144436-2015
24,5/27/2015 19:50,5.436,52.925,4,144436-2015
25,5/28/2015 19:31,5.43,52.926,4,144436-2015
26,5/28/2015 20:01,5.433,52.927,4,144436-2015
27,5/28/2015 21:10,5.435,52.927,4,144436-2015
28,5/30/2015 2:52,5.434,52.927,4,144436-2015
29,5/30/2015 3:52,5.431,52.926,4,144436-2015
30,5/30/2015 5:10,5.449,52.923,4,144436-2015
31,5/30/2015 5:10,5.46,52.931,-1,144436-2015
32,5/30/2015 5:32,5.433,52.926,4,144436-2015
33,5/30/2015 6:48,5.427,52.939,-1,144436-2015
34,5/30/2015 7:09,5.432,52.927,4,144436-2015
35,5/30/2015 8:26,5.438,52.908,-1,144436-2015
36,5/30/2015 9:01,5.434,52.928,4,144436-2015
37,5/31/2015 9:34,5.441,52.926,4,144436-2015
38,5/31/2015 10:19,5.433,52.927,4,144436-2015
39,5/31/2015 12:01,5.433,52.925,4,144436-2015
40,5/31/2015 12:30,5.436,52.926,4,144436-2015
41,5/31/2015 14:14,5.439,52.925,4,144436-2015
42,5/31/2015 16:09,5.448,52.928,4,144436-2015
43,6/1/2015 16:46,5.433,52.928,4,144436-2015
44,6/1/2015 17:24,5.436,52.925,4,144436-2015
45,6/1/2015 17:57,5.438,52.926,4,144436-2015
46,6/1/2015 18:04,5.439,52.926,4,144436-2015
47,6/1/2015 19:47,5.439,52.924,4,144436-2015
48,6/1/2015 21:23,5.491,52.923,2,144436-2015
49,6/3/2015 2:07,5.435,52.925,4,144436-2015
50,6/3/2015 3:08,5.451,52.924,4,144436-2015
51,6/3/2015 3:49,5.445,52.924,4,144436-2015
52,6/3/2015 4:47,5.437,52.926,4,144436-2015
53,6/3/2015 5:10,5.44,52.925,4,144436-2015
54,6/3/2015 5:29,5.442,52.926,4,144436-2015
55,6/3/2015 6:28,5.432,52.927,4,144436-2015
56,6/3/2015 6:29,5.43,52.927,4,144436-2015
57,6/4/2015 6:17,5.433,52.929,4,144436-2015
58,6/4/2015 6:24,5.443,52.926,4,144436-2015
59,6/4/2015 7:56,5.403,52.982,-1,144436-2015
60,6/4/2015 8:56,5.434,52.928,4,144436-2015
61,6/4/2015 9:48,5.471,52.919,2,144436-2015
62,6/4/2015 10:37,5.448,52.924,4,144436-2015
63,6/4/2015 11:46,5.444,52.938,-1,144436-2015
64,6/4/2015 13:26,5.446,52.928,4,144436-2015
65,6/5/2015 15:45,5.424,52.923,4,144436-2015
66,6/5/2015 15:56,5.439,52.923,4,144436-2015
67,6/5/2015 17:25,5.439,52.921,4,144436-2015
68,6/5/2015 17:29,5.421,52.919,-1,144436-2015
69,6/5/2015 17:40,5.455,52.91,-1,144436-2015
70,6/5/2015 19:12,5.434,52.922,4,144436-2015
71,6/5/2015 20:04,5.436,52.924,4,144436-2015
72,6/5/2015 20:56,5.437,52.922,4,144436-2015
73,6/6/2015 20:37,5.435,52.923,4,144436-2015
74,6/6/2015 21:24,5.434,52.924,4,144436-2015
75,6/7/2015 1:24,5.432,52.926,4,144436-2015
76,6/7/2015 3:01,5.425,52.927,4,144436-2015
77,6/7/2015 3:26,5.43,52.925,4,144436-2015
78,6/8/2015 3:51,5.434,52.924,4,144436-2015
79,6/8/2015 3:51,5.434,52.924,4,144436-2015
80,6/8/2015 4:32,5.437,52.926,4,144436-2015
81,6/8/2015 5:29,5.43,52.922,4,144436-2015
82,6/8/2015 5:30,5.428,52.925,4,144436-2015
83,6/8/2015 6:26,5.436,52.922,4,144436-2015
84,6/8/2015 7:13,5.433,52.927,4,144436-2015
85,6/8/2015 8:05,5.412,52.922,-1,144436-2015
86,6/8/2015 9:11,5.44,52.92,4,144436-2015
87,6/8/2015 9:42,5.434,52.922,4,144436-2015
88,6/8/2015 10:07,5.453,52.917,-1,144436-2015
89,6/8/2015 10:28,5.45,52.917,-1,144436-2015
90,6/8/2015 10:56,5.426,52.926,4,144436-2015
91,6/8/2015 11:07,5.425,52.927,4,144436-2015
92,6/9/2015 10:32,5.441,52.926,4,144436-2015
93,6/9/2015 10:55,5.439,52.926,4,144436-2015
94,6/9/2015 12:11,5.435,52.927,4,144436-2015
95,6/9/2015 12:34,5.437,52.927,4,144436-2015
96,6/9/2015 14:14,5.44,52.928,4,144436-2015
97,6/9/2015 15:11,5.438,52.926,4,144436-2015
98,6/9/2015 15:46,5.439,52.928,4,144436-2015
99,6/9/2015 16:53,5.432,52.924,4,144436-2015
100,6/9/2015 17:04,5.441,52.926,4,144436-2015
101,6/9/2015 17:27,5.446,52.933,4,144436-2015
102,6/10/2015 17:01,5.384,52.869,2,144436-2015
103,6/10/2015 18:24,5.382,52.869,2,144436-2015
104,6/10/2015 19:18,5.389,52.869,2,144436-2015
105,6/10/2015 19:51,5.397,52.868,2,144436-2015
106,6/10/2015 20:01,5.389,52.871,2,144436-2015
107,6/10/2015 20:52,5.392,52.874,2,144436-2015
108,6/10/2015 21:36,5.385,52.873,2,144436-2015
109,6/12/2015 2:06,5.384,52.877,-1,144436-2015
110,6/12/2015 3:43,5.383,52.876,-1,144436-2015
111,6/12/2015 4:42,5.384,52.876,-1,144436-2015
112,6/12/2015 4:48,5.387,52.876,-1,144436-2015
113,6/12/2015 5:04,5.375,52.875,2,144436-2015
114,6/12/2015 6:26,5.392,52.845,2,144436-2015
115,6/12/2015 6:26,5.409,52.854,2,144436-2015
116,6/12/2015 6:43,5.408,52.87,2,144436-2015
117,6/13/2015 7:38,5.383,52.875,-1,144436-2015
118,6/13/2015 7:56,5.386,52.874,2,144436-2015
119,6/13/2015 9:10,5.382,52.878,2,144436-2015
120,6/13/2015 10:00,5.382,52.878,2,144436-2015
121,6/13/2015 10:51,5.384,52.876,-1,144436-2015
122,6/13/2015 11:48,5.394,52.87,2,144436-2015
123,6/13/2015 12:28,5.397,52.872,2,144436-2015
124,6/13/2015 13:26,5.385,52.877,-1,144436-2015
125,6/14/2015 14:14,5.389,52.884,2,144436-2015
126,6/14/2015 14:59,5.391,52.881,-1,144436-2015
127,6/14/2015 15:22,5.387,52.878,-1,144436-2015
128,6/14/2015 15:56,5.394,52.879,-1,144436-2015
129,6/14/2015 17:02,5.39,52.878,-1,144436-2015
130,6/14/2015 17:36,5.384,52.88,-1,144436-2015
131,6/14/2015 17:48,5.385,52.878,-1,144436-2015
132,6/14/2015 18:45,5.446,52.879,2,144436-2015
133,6/14/2015 19:27,5.445,52.929,-1,144436-2015
134,6/14/2015 19:30,5.442,52.931,-1,144436-2015
135,6/14/2015 20:13,5.474,52.938,-1,144436-2015
136,6/14/2015 21:08,5.502,52.954,-1,144436-2015
137,6/15/2015 20:48,5.388,52.881,-1,144436-2015
138,6/15/2015 21:38,5.407,52.915,2,144436-2015
139,6/16/2015 1:20,5.406,52.915,2,144436-2015
140,6/16/2015 3:02,5.522,52.902,2,144436-2015
141,6/16/2015 4:00,5.439,52.94,-1,144436-2015
142,6/17/2015 3:46,5.38,52.874,2,144436-2015
143,6/17/2015 4:20,5.39,52.878,-1,144436-2015
144,6/17/2015 4:29,5.343,52.857,2,144436-2015
145,6/17/2015 5:30,5.361,52.878,2,144436-2015
146,6/17/2015 6:03,5.404,52.869,2,144436-2015
147,6/17/2015 7:11,5.391,52.867,2,144436-2015
148,6/17/2015 7:41,5.423,52.893,2,144436-2015
149,6/17/2015 9:27,5.377,52.872,2,144436-2015
150,6/17/2015 11:03,5.38,52.874,2,144436-2015
151,6/18/2015 10:00,5.417,52.868,2,144436-2015
152,6/18/2015 10:48,5.377,52.875,-1,144436-2015
153,6/18/2015 12:27,5.368,52.877,2,144436-2015
154,6/18/2015 12:32,5.381,52.875,-1,144436-2015
155,6/18/2015 14:14,5.384,52.876,-1,144436-2015
156,6/18/2015 15:10,5.39,52.88,-1,144436-2015
157,6/18/2015 15:23,5.389,52.88,-1,144436-2015
158,6/18/2015 17:03,5.39,52.884,2,144436-2015
159,6/18/2015 17:21,5.378,52.878,2,144436-2015
160,6/19/2015 18:30,5.379,52.875,-1,144436-2015
161,6/19/2015 19:28,5.366,52.879,2,144436-2015
162,6/19/2015 20:13,5.408,52.915,2,144436-2015
163,6/19/2015 21:55,5.433,52.915,2,144436-2015
164,6/21/2015 2:05,5.409,52.916,2,144436-2015
