*,date_time,longitude,latitude,b,id
1,5/24/2015 2:21,5.435,52.933,4,144429-2015
2,5/24/2015 4:00,5.44,52.925,4,144429-2015
3,5/24/2015 5:01,5.44,52.926,4,144429-2015
4,5/24/2015 5:01,5.439,52.926,4,144429-2015
5,5/24/2015 5:58,5.442,52.925,4,144429-2015
6,5/24/2015 7:39,5.444,52.929,4,144429-2015
7,5/25/2015 9:02,5.437,52.928,4,144429-2015
8,5/25/2015 9:56,5.436,52.928,4,144429-2015
9,5/25/2015 10:46,5.441,52.927,4,144429-2015
10,5/25/2015 11:57,5.446,52.929,4,144429-2015
11,5/25/2015 12:25,5.45,52.926,4,144429-2015
12,5/25/2015 13:03,5.447,52.937,4,144429-2015
13,5/25/2015 13:38,5.442,52.926,4,144429-2015
14,5/25/2015 13:44,5.442,52.926,4,144429-2015
15,5/25/2015 14:42,5.442,52.929,4,144429-2015
16,5/25/2015 15:17,5.438,52.927,4,144429-2015
17,5/26/2015 16:13,5.463,52.937,4,144429-2015
18,5/26/2015 16:34,5.439,52.94,4,144429-2015
19,5/26/2015 17:54,5.436,52.939,4,144429-2015
20,5/26/2015 18:12,5.428,52.931,4,144429-2015
21,5/26/2015 20:11,5.422,52.926,4,144429-2015
22,5/26/2015 21:52,5.422,52.933,4,144429-2015
23,5/28/2015 1:34,5.444,52.928,2,144429-2015
24,5/28/2015 3:15,5.428,52.94,-1,144429-2015
25,5/28/2015 4:16,5.426,52.912,-1,144429-2015
26,5/28/2015 4:37,5.43,52.925,-1,144429-2015
27,5/28/2015 5:55,5.441,52.939,-1,144429-2015
28,5/28/2015 5:58,5.445,52.938,-1,144429-2015
29,5/28/2015 6:18,5.44,52.937,-1,144429-2015
30,5/29/2015 7:13,5.539,53.049,-1,144429-2015
31,5/29/2015 7:27,5.538,53.052,-1,144429-2015
32,5/29/2015 9:20,5.535,53.048,-1,144429-2015
33,5/29/2015 10:11,5.531,53.052,-1,144429-2015
34,5/29/2015 11:02,5.54,53.05,-1,144429-2015
35,5/29/2015 12:38,5.54,53.052,-1,144429-2015
36,5/29/2015 12:53,5.507,53.044,-1,144429-2015
37,5/29/2015 14:36,5.528,53.054,-1,144429-2015
38,5/30/2015 14:53,5.517,53.005,-1,144429-2015
39,5/30/2015 15:27,5.551,53.001,-1,144429-2015
40,5/30/2015 16:34,5.565,53.005,2,144429-2015
41,5/30/2015 17:08,5.57,53,2,144429-2015
42,5/30/2015 17:17,5.569,53.001,2,144429-2015
43,5/30/2015 18:13,5.541,52.967,-1,144429-2015
44,5/30/2015 18:49,5.559,53.002,-1,144429-2015
45,5/30/2015 18:56,5.564,52.999,2,144429-2015
46,5/30/2015 19:44,5.559,53.005,-1,144429-2015
47,5/30/2015 20:28,5.549,53.002,-1,144429-2015
